,precision,recall,f1-score,support
ABC,0.8605947955390335,0.5315729047072331,0.6572036905606814,871.0
MX,0.2608695652173913,0.6575342465753424,0.3735408560311284,219.0
accuracy,0.5568807339449541,0.5568807339449541,0.5568807339449541,0.5568807339449541
macro avg,0.5607321803782124,0.5945535756412877,0.515372273295905,1090.0
weighted avg,0.7400995428413826,0.5568807339449541,0.6002108825221749,1090.0

TSS,0.12146436075642486
HSS1,0.7211895910780669
HSS2,7.908194926081413
GS,-0.47715373054734067
ORSS,-61200
SEDI,0.20676528145284254
