,precision,recall,f1-score,support
ABC,0.7913832199546486,0.4006888633754305,0.5320121951219512,871.0
MX,0.19568567026194145,0.5799086757990868,0.2926267281105991,219.0
accuracy,0.43669724770642204,0.43669724770642204,0.43669724770642204,0.43669724770642204
macro avg,0.49353444510829503,0.49029876958725865,0.41231946161627514,1090.0
weighted avg,0.6716971985026277,0.43669724770642204,0.483915482025175,1090.0

TSS,-0.012931109783409944
HSS1,0.5827664399092971
HSS2,2.3397762626596936
GS,-0.6114908795915203
ORSS,-96048
SEDI,-0.021970378943679224
