,precision,recall,f1-score,support
ABC,0.7548209366391184,0.6291618828932262,0.686286787726988,871.0
MX,0.11263736263736264,0.1872146118721461,0.14065180102915953,219.0
accuracy,0.5403669724770642,0.5403669724770642,0.5403669724770642,0.5403669724770642
macro avg,0.43372914963824055,0.4081882473826861,0.4134692943780738,1090.0
weighted avg,0.6257950625965638,0.5403669724770642,0.5766592078308189,1090.0

TSS,-0.1325417007235189
ORSS,-114988
SEDI,-0.2354784947115535
