,precision,recall,f1-score,support
ABC,0.838150289017341,0.49942594718714123,0.6258992805755396,871.0
MX,0.23642732049036777,0.6164383561643836,0.34177215189873417,219.0
accuracy,0.5229357798165137,0.5229357798165137,0.5229357798165137,0.5229357798165137
macro avg,0.5372888047538544,0.5579321516757624,0.48383571623713684,1090.0
weighted avg,0.7172536558912794,0.5229357798165137,0.5688131877496494,1090.0

TSS,0.07457760950770875
HSS1,0.6763005780346821
HSS2,4.820299500831945
GS,-0.5183923463150022
ORSS,-73248
SEDI,0.1272842596376588
