,precision,recall,f1-score,support
ABC,0.7802385008517888,0.5578562728380024,0.6505681818181818,821.0
MX,0.19333333333333333,0.4027777777777778,0.26126126126126126,216.0
accuracy,0.5255544840887174,0.5255544840887174,0.5255544840887174,0.5255544840887174
macro avg,0.4867859170925611,0.4803170253078901,0.4559147215397215,1037.0
weighted avg,0.6579901728055146,0.5255544840887174,0.5694782157233941,1037.0

TSS,-0.026428165814877835
HSS1,0.5604770017035775
HSS2,-2.154197497031148
GS,-0.4063497826806636
ORSS,-93654
SEDI,-0.04457700016423989
