,precision,recall,f1-score,support
ABC,0.7828685258964143,0.45120551090700345,0.5724690458849235,871.0
MX,0.1870748299319728,0.502283105022831,0.27261462205700127,219.0
accuracy,0.4614678899082569,0.4614678899082569,0.4614678899082569,0.4614678899082569
macro avg,0.48497167791419354,0.47674430796491724,0.4225418339709624,1090.0
weighted avg,0.6631631869824577,0.4614678899082569,0.512223065317662,1090.0

TSS,-0.030056644171612912
ORSS,-104204
SEDI,-0.05106646441095456
