,precision,recall,f1-score,support
ABC,0.7885835095137421,0.4543239951278928,0.5765069551777434,821.0
MX,0.20567375886524822,0.5370370370370371,0.29743589743589743,216.0
accuracy,0.47155255544840885,0.47155255544840885,0.47155255544840885,0.47155255544840885
macro avg,0.49712863418949516,0.49568051608246494,0.4369714263068204,1037.0
weighted avg,0.6671673994461678,0.47155255544840885,0.5183783645584196,1037.0

TSS,-0.005742731621009689
HSS1,0.5771670190274841
HSS2,4.888700756293032
GS,-0.533374486265209
ORSS,-89600
SEDI,-0.009656728436603338
