,precision,recall,f1-score,support
ABC,0.7397590361445783,0.37393422655298414,0.4967637540453074,821.0
MX,0.17363344051446947,0.5,0.2577565632458234,216.0
accuracy,0.40019286403085824,0.40019286403085824,0.40019286403085824,0.40019286403085824
macro avg,0.4566962383295239,0.43696711327649207,0.3772601586455654,1037.0
weighted avg,0.6218389506517108,0.40019286403085824,0.4469801926058778,1037.0

TSS,-0.08660752334095223
HSS1,0.4795180722891566
HSS2,2.772241437599147
GS,-0.5988088836746999
ORSS,-111024
SEDI,-0.14359448835270525
