,precision,recall,f1-score,support
ABC,0.7236180904522613,0.33141542002301494,0.4546172059984215,869.0
MX,0.1747159090909091,0.5278969957081545,0.2625400213447172,233.0
accuracy,0.37295825771324864,0.37295825771324864,0.37295825771324864,0.37295825771324864
macro avg,0.4491669997715852,0.4296562078655847,0.35857861367156935,1102.0
weighted avg,0.607561640128128,0.37295825771324864,0.414005605250406,1102.0

TSS,-0.10166600045682961
HSS1,0.4472361809045226
HSS2,2.2424261408894415
GS,-0.6036846189777373
ORSS,-127820
SEDI,-0.16640501462477475
