,precision,recall,f1-score,support
ABC,0.8711340206185567,0.3880597014925373,0.5369340746624305,871.0
MX,0.24074074074074073,0.771689497716895,0.3669923995656894,219.0
accuracy,0.4651376146788991,0.4651376146788991,0.4651376146788991,0.4651376146788991
macro avg,0.5559373806796487,0.5798745996047161,0.45196323711405995,1090.0
weighted avg,0.7444770221843899,0.4651376146788991,0.5027898298494156,1090.0

TSS,0.11187476135929741
HSS1,0.7422680412371134
HSS2,1.492546881212623
GS,-0.6005545027340693
ORSS,-53300
SEDI,0.19617189355895218
