,precision,recall,f1-score,support
ABC,0.8280632411067194,0.4519956850053937,0.5847871598046057,927.0
MX,0.2314674735249622,0.6375,0.33962264150943394,240.0
accuracy,0.49014567266495285,0.49014567266495285,0.49014567266495285,0.49014567266495285
macro avg,0.5297653573158407,0.5447478425026968,0.4622049006570198,1167.0
weighted avg,0.7053700241233245,0.49014567266495285,0.5343677215948017,1167.0

TSS,0.05953071463168158
HSS1,0.6561264822134387
HSS2,2.8234484308712378
GS,-0.5445295808366566
ORSS,-88392
SEDI,0.10117822424355943
