,precision,recall,f1-score,support
ABC,0.8333333333333334,0.44776119402985076,0.5825242718446602,871.0
MX,0.2266881028938907,0.6438356164383562,0.33531510107015466,219.0
accuracy,0.4871559633027523,0.4871559633027523,0.4871559633027523,0.4871559633027523
macro avg,0.530010718113612,0.5457984052341035,0.45891968645740744,1090.0
weighted avg,0.7114477319881609,0.4871559633027523,0.5328556402853788,1090.0

TSS,0.060021436227224
HSS1,0.6666666666666666
HSS2,2.4910472056429733
GS,-0.5717478052673584
ORSS,-75036
SEDI,0.10290609874014144
