,precision,recall,f1-score,support
ABC,0.7970660146699267,0.3751438434982739,0.5101721439749609,869.0
MX,0.21645021645021645,0.6437768240343348,0.32397408207343414,233.0
accuracy,0.4319419237749546,0.4319419237749546,0.4319419237749546,0.4319419237749546
macro avg,0.5067581155600716,0.5094603337663044,0.41707311302419753,1102.0
weighted avg,0.6743042351915305,0.4319419237749546,0.4708035882371608,1102.0

TSS,0.013516231120143107
HSS1,0.5941320293398533
HSS2,2.017626950327521
GS,-0.5713453470595823
ORSS,-90138
SEDI,0.02268703361437515
