,precision,recall,f1-score,support
ABC,0.839258114374034,0.5857605177993528,0.6899618805590852,927.0
MX,0.26153846153846155,0.5666666666666667,0.3578947368421053,240.0
accuracy,0.5818337617823479,0.5818337617823479,0.5818337617823479,0.5818337617823479
macro avg,0.5503982879562478,0.5762135922330097,0.5239283087005953,1167.0
weighted avg,0.7204468747163327,0.5818337617823479,0.621670437121146,1167.0

TSS,0.10079657591249547
HSS1,0.678516228748068
HSS2,-1.9661736334405138
GS,-0.3753336214127753
ORSS,-79872
SEDI,0.16853239116177834
