,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf,xray_class,is_coincident
1846,560.0084033613446,2343.781512605042,53.433613445378164,64.47563025210086,99.89495798319328,103.97478991596638,0.0323340924369748,0.008063109243697481,11907.563025210084,45.64117647058822,4.795126050420168,12634537815126.05,47.20336134453781,1.0974285714285713e+24,4242.857142857143,81436974789915.97,4.362100840336134e+22,288.21008403361344,76630.25210084034,12.842857142857145,X,False
1949,673.6863865546218,2292.3605042016807,40.1676050420168,53.76052941176471,108.40680672268908,109.37075630252099,0.09768254159663865,0.009481397478991597,5344.213445378152,32.054546218487395,4.418129411764706,23891929411764.707,22.323445378151263,5.0017739495798316e+23,3252.7193277310926,68209554621848.74,4.337973109243698e+22,1018.721344537815,9723.732773109245,70.48768067226892,C,False
1973,324.07563025210084,797.3109243697479,30.50840336134454,37.63277310924369,87.14201680672268,91.13613445378152,-0.0834932268907563,0.006440420168067227,3726.638655462185,23.621008403361344,4.0166386554621845,16390504201680.672,11.433361344537815,2.494201680672269e+23,1758.7394957983192,32746218487394.957,3.53781512605042e+22,121.11512605042017,1056.3705882352942,20.271596638655463,M,False
2039,1766.9218487394953,4148.015966386554,52.399588235294125,56.63076470588234,93.74918487394959,99.10795798319326,0.18652005882352943,0.014285873949579838,15871.134453781513,45.5613949579832,4.867107563025209,61688386554621.85,46.81521848739495,2.6023117647058827e+24,6434.137815126051,125950588235294.12,8.291505042016807e+22,325.14663865546225,149253.9243697479,9.609099159663867,C,False
2110,310.9047058823529,2346.3042016806717,41.37790756302521,46.68694117647059,93.62083193277311,97.16330252100839,-0.06803533563025209,-0.0034273050420168065,7316.82857142857,35.27478991596638,4.4190563025210094,11259936974789.916,27.4220756302521,8.865215966386554e+23,3582.5016806722692,76850470588235.3,5.932154621848739e+22,109.09136974789917,1909.0537815126052,6.271299159663865,C,False
2187,54.548821705882354,301.2883949579832,36.04514285714285,31.195386554621848,58.65857142857143,75.89636974789917,-0.10666143109243698,-0.00318923112605042,4924.821932773108,30.346546218487394,4.142438655462185,2420409589075.6304,23.43036890756302,9.58844589369748e+22,511.303715,8772553365882.353,8.816370833613445e+21,54.0784537815126,18896.454705882352,8.22760756302521,B,False
2331,269.33268907563024,2294.5563025210085,48.925613445378154,55.108999999999995,99.092756302521,101.44898319327733,-0.09914385647058824,-0.004391115126050421,12889.24369747899,41.80703361344538,4.348303361344537,5467905462184.874,39.817621848739485,1.058002605042017e+24,2757.4521008403362,56984361344537.81,4.138549579831932e+22,568.0556302521009,3455.693277310924,25.842016806722686,C,False
2402,481.11823529411765,586.0272268907562,34.551546218487395,44.56563865546219,103.75389075630254,104.36836974789914,0.3515875630252101,0.018200252100840336,5100.9747899159665,28.78582352941177,1.5384672268907562,16391184873949.58,15.612008403361342,1.7925680672268907e+23,1174.6495798319327,21377462184873.95,1.7702999999999998e+22,529.8287394957983,19352.907563025212,31.630243697478992,C,False
2404,57.17431008403361,224.9534453781513,27.674932773109244,31.116285714285713,71.12825210084031,77.18389915966385,0.11366149327731094,0.0034620626050420175,2562.3218487394956,21.56293277310925,0.0,2348554201680.6724,7.122176470588235,5.341310924369748e+22,437.44655462184875,7711790756302.521,1.0437615966386555e+22,587.9989915966387,2224.5205042016805,69.1563781512605,B,False
2544,611.376806722689,859.1340336134452,49.43037815126051,53.35066386554623,91.37093277310925,98.34572268907563,0.014905236974789913,0.011751339495798322,12089.672268907563,43.43495798319328,4.340947899159664,24241702521008.402,42.56297478991596,5.258447058823529e+23,1878.6596638655462,35144243697478.992,2.1970588235294117e+22,114.05752100840333,18664.34957983193,7.068442857142857,B,False
2546,58.9955462184874,586.763613445378,46.678344537815136,41.33759663865546,77.97650420168067,82.6268151260504,-0.0864051918487395,-0.0021807346218487397,10342.517647058825,40.47529411764706,3.844046218487396,3252002436974.79,37.34942016806722,3.697584033613445e+23,1024.8670588235295,21163563025210.086,1.7380277310924368e+22,7.7677226890756295,0.0,0.6411924369747899,B,False
2548,170.68980582524276,1102.9163106796118,29.7201067961165,36.45733980582524,75.51967961165049,80.27352427184466,-0.04915400708737863,0.002677649514563107,3080.3718446601943,24.023407766990292,4.112114563106795,5130673786407.767,8.664655339805824,2.6048407766990294e+23,2020.1834951456312,37970378640776.695,4.5093563106796115e+22,204.28719417475722,246.8015825242719,49.12117475728156,C,False
2551,133.73780857142856,1721.6025210084033,36.17306722689075,51.4651680672269,110.24905882352941,111.09895798319327,0.14217975798319324,0.0018504105084033613,3135.0495798319325,29.56229411764706,3.9988731092436978,8814896638655.463,15.010584873949579,2.264478991596639e+23,2187.1932773109243,47217680672268.91,3.5013478991596635e+22,209.22142857142862,2091.5082352941176,28.448478991596645,C,False
2609,33.99238888888888,1261.322222222222,41.11522222222223,37.09111111111112,63.925000000000004,71.7741111111111,0.05699033333333334,-0.0005676166666666667,8515.099999999999,35.12255555555556,4.40281111111111,2339466666666.6665,28.281999999999996,6.766144444444444e+23,2313.8999999999996,37186888888888.89,4.4981000000000005e+22,408.58333333333326,10822.644444444442,30.017666666666667,B,False
