,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf,xray_class,is_coincident
11,770.87,874.1,37.913,41.111,82.976,89.24,-0.21355,0.017242,6447.4,31.807,4.2493,36593000000000.0,22.756,3.8282e+23,1869.4,35286000000000.0,3.0726e+22,163.23,2346.8,15.373,C,True
12,750.95,889.27,37.602,41.344,84.538,90.125,-0.1805,0.017442,6507.2,31.728,4.3001,33607000000000.0,22.35,3.7208e+23,1852.0,34153000000000.0,3.0177e+22,162.89,2355.2,15.075,C,True
13,836.37,902.57,38.925,42.694,84.651,90.411,-0.08681,0.016428,6048.8,33.509,4.4168,40260000000000.0,23.593,4.0899e+23,2044.5,41485000000000.0,3.3112e+22,164.45,3585.5,14.088,C,True
14,864.33,920.17,39.259,41.66,83.723,89.324,-0.080367,0.016663,5926.3,33.399,4.4112,38245000000000.0,23.744,4.0827e+23,2064.0,40675000000000.0,3.3057e+22,163.54,7107.6,13.749,C,True
15,947.3,965.64,38.445,42.795,86.485,93.394,-0.046312,0.01897,6625.7,32.765,4.579,41390000000000.0,22.614,4.3943e+23,2184.5,40329000000000.0,3.3512e+22,160.21,10834.0,12.303,C,True
16,958.0,967.69,38.672,43.315,88.729,95.317,-0.11533,0.019742,6839.3,33.124,4.553,41490000000000.0,23.17,4.4077e+23,2250.9,40124000000000.0,3.2822e+22,161.37,12960.0,12.372,C,True
17,870.54,937.87,38.485,44.931,91.568,98.014,-0.16076,0.018877,7242.4,33.164,4.4797,35712000000000.0,23.494,4.4358e+23,2332.6,40342000000000.0,3.2066e+22,164.75,11631.0,12.517,B,True
18,998.0,947.0,39.2,46.1,92.9,98.7,-0.144,0.0218,7620.0,33.9,4.55,39800000000000.0,24.4,4.64e+23,2310.0,40600000000000.0,3.16e+22,140.0,10300.0,10.5,M,True
19,948.55,991.41,39.621,48.11,95.807,102.7,-0.17597,0.020801,7697.6,34.59,4.5976,39013000000000.0,25.021,4.6618e+23,2353.6,43243000000000.0,3.1835e+22,137.06,11479.0,10.081,C,True
20,1032.7,1062.9,41.869,51.007,98.296,106.54,-0.20566,0.024672,8358.7,36.802,4.6329,44072000000000.0,28.217,4.6469e+23,2417.0,44795000000000.0,2.8656e+22,129.45,17394.0,9.0911,C,True
21,1030.0,1070.0,41.8,49.7,97.1,105.0,-0.202,0.0248,8310.0,36.7,4.62,45900000000000.0,28.0,4.58e+23,2360.0,43400000000000.0,2.83e+22,124.0,14600.0,8.74,M,True
22,1070.0,1100.0,41.9,51.8,99.8,106.0,-0.0874,0.0253,8130.0,36.7,4.71,45100000000000.0,28.4,4.55e+23,2380.0,44100000000000.0,2.86e+22,122.0,14300.0,8.49,M,True
23,1140.4,1109.4,42.639,51.287,98.049,103.63,0.032408,0.023779,7447.6,37.275,4.749,49168000000000.0,28.899,4.7433e+23,2524.9,49800000000000.0,3.0467e+22,116.89,27420.0,7.9919,C,True
24,1137.1,1109.8,42.835,50.47,96.725,101.66,0.039499,0.022988,7281.0,37.6,4.7482,50246000000000.0,28.945,4.7831e+23,2545.0,50707000000000.0,3.0852e+22,121.89,14530.0,8.3753,C,True
25,1119.6,1126.5,42.911,50.982,99.324,104.55,0.099038,0.023833,7879.8,37.489,4.8112,47364000000000.0,29.752,4.9161e+23,2557.9,47743000000000.0,3.019e+22,105.94,28393.0,6.8965,C,True
26,1149.7,1125.2,42.874,52.009,100.85,106.28,0.058536,0.025149,8088.4,37.365,4.8213,48622000000000.0,29.655,4.9106e+23,2570.8,47352000000000.0,2.9915e+22,110.89,25072.0,7.1869,C,True
27,1181.5,1143.0,42.439,54.594,103.55,110.46,0.10569,0.027434,8563.0,36.813,4.871,49804000000000.0,29.151,4.8979e+23,2701.0,47758000000000.0,2.9625e+22,111.09,17217.0,7.2476,C,True
28,1239.7,1164.0,42.813,52.249,100.06,107.35,0.1178,0.025948,8390.5,37.377,4.8562,53221000000000.0,29.398,5.3237e+23,2725.8,49690000000000.0,3.123e+22,106.61,27900.0,6.8143,C,True
29,1346.6,1151.0,43.938,54.638,103.13,109.85,0.052257,0.030609,9482.1,38.25,4.8423,53354000000000.0,31.529,5.5401e+23,2795.8,48068000000000.0,2.9378e+22,98.169,31040.0,6.08,B,True
30,1417.9,1149.0,44.726,56.272,103.09,110.26,0.048505,0.03318,9704.9,38.864,4.8691,55811000000000.0,32.911,5.5081e+23,2874.1,49066000000000.0,2.8786e+22,100.42,31441.0,6.1423,B,True
31,1446.3,1158.9,44.222,57.026,104.38,112.06,0.21498,0.033977,9714.4,38.374,4.8739,56851000000000.0,31.909,5.4918e+23,2932.2,49261000000000.0,2.9066e+22,100.3,43159.0,6.0597,C,True
32,1462.6,1157.5,44.878,56.901,103.69,111.33,0.13533,0.034597,9913.0,38.914,4.9017,54931000000000.0,32.868,5.5655e+23,2929.7,48822000000000.0,2.8636e+22,100.72,36849.0,6.0938,B,True
33,1452.2,1172.0,44.264,55.44,102.26,108.94,0.077297,0.033549,9596.3,38.396,4.8931,53973000000000.0,32.7,5.5168e+23,2917.1,47991000000000.0,2.903e+22,104.86,29999.0,6.3392,C,True
34,1612.5,1164.3,44.131,55.199,100.98,108.52,0.071096,0.036934,9738.6,38.113,4.9036,58148000000000.0,31.459,5.647e+23,3016.5,48822000000000.0,2.8914e+22,99.899,42896.0,5.7356,C,True
35,1708.1,1217.7,45.139,58.828,105.68,112.23,0.1138,0.040392,10307.0,38.54,4.9051,60348000000000.0,32.962,5.7887e+23,3168.8,52934000000000.0,2.7289e+22,101.1,31160.0,5.9994,C,True
36,1735.6,1214.2,44.687,61.095,107.07,115.9,0.075547,0.046535,11391.0,38.21,4.8865,61475000000000.0,32.584,5.6422e+23,3144.2,49885000000000.0,2.5702e+22,97.327,35541.0,5.7937,C,True
37,1726.8,1219.1,44.945,61.189,106.6,114.95,0.1021,0.047144,11597.0,38.53,4.8707,59656000000000.0,32.996,5.642e+23,3099.3,49242000000000.0,2.5286e+22,96.814,39554.0,5.7632,C,True
38,1680.0,1230.0,44.9,61.1,107.0,115.0,0.0955,0.0478,11900.0,38.6,4.85,59400000000000.0,33.2,5.55e+23,3040.0,47700000000000.0,2.47e+22,95.4,33500.0,5.67,M,True
39,1652.1,1241.9,45.295,60.166,104.74,112.69,0.045177,0.047328,11704.0,38.639,4.8936,56589000000000.0,33.648,5.4258e+23,2884.3,44817000000000.0,2.4278e+22,95.168,31192.0,5.7639,C,True
40,1670.5,1229.4,45.508,60.803,106.55,114.02,0.037439,0.04764,11791.0,38.784,4.9207,56755000000000.0,33.702,5.4909e+23,2929.7,45530000000000.0,2.4345e+22,95.281,32173.0,5.7461,C,True
41,1679.0,1229.8,46.047,56.312,100.48,105.59,0.26462,0.038009,9791.2,39.643,4.8607,58260000000000.0,34.274,5.7439e+23,3009.9,51438000000000.0,2.668e+22,100.14,32613.0,6.0267,C,True
42,1640.0,1250.0,46.2,63.1,110.0,118.0,0.131,0.047,12500.0,39.4,4.92,56600000000000.0,34.9,5.81e+23,2990.0,46600000000000.0,2.44e+22,95.6,28200.0,5.65,M,True
43,1640.0,1260.0,45.8,61.7,109.0,118.0,0.133,0.0453,12500.0,39.1,4.88,56100000000000.0,34.5,5.99e+23,3050.0,47700000000000.0,2.51e+22,96.9,30500.0,5.62,M,True
44,1668.2,1276.6,46.92,59.467,103.55,110.58,0.27335,0.041916,11986.0,40.186,4.8791,59648000000000.0,35.241,6.3355e+23,3008.2,48547000000000.0,2.5735e+22,96.895,53871.0,5.5018,C,True
45,1793.5,1263.0,48.378,64.028,107.55,115.77,0.14787,0.050023,13585.0,41.497,4.9139,64601000000000.0,38.271,6.4689e+23,3108.5,48083000000000.0,2.4532e+22,99.369,27304.0,5.7326,C,True
46,1843.7,1253.6,48.875,65.329,108.18,118.57,0.19893,0.054184,14552.0,41.89,4.9078,67168000000000.0,39.349,6.5757e+23,3169.6,48710000000000.0,2.4059e+22,99.643,44735.0,5.5029,C,True
47,1731.9,1272.6,49.922,65.622,106.34,116.69,0.18346,0.049031,14377.0,43.032,4.9782,67091000000000.0,41.35,6.7446e+23,3035.5,49065000000000.0,2.4251e+22,102.24,66762.0,5.5301,C,True
48,1600.0,1290.0,50.2,64.5,104.0,115.0,0.224,0.0432,13800.0,43.0,5.05,61700000000000.0,41.4,6.77e+23,2990.0,49600000000000.0,2.44e+22,103.0,41500.0,5.56,X,True
49,1544.8,1341.7,52.296,65.643,102.47,111.26,0.20723,0.03908,13583.0,44.69,5.0232,58284000000000.0,43.347,7.1305e+23,3001.3,52925000000000.0,2.4424e+22,113.7,40033.0,5.7287,C,True
50,1556.6,1347.9,51.746,68.723,106.2,117.28,0.22907,0.043839,15415.0,44.378,5.0123,55159000000000.0,43.075,7.269e+23,3055.3,51671000000000.0,2.3737e+22,114.47,72948.0,5.7625,C,True
51,1705.4,1392.7,52.678,69.224,104.8,116.28,0.38375,0.043892,15628.0,45.02,5.0201,61360000000000.0,44.128,8.0641e+23,3437.4,57211000000000.0,2.5197e+22,116.53,86835.0,5.7059,C,True
52,1780.0,1400.0,52.8,69.9,103.0,115.0,0.341,0.0459,16200.0,44.9,5.05,63900000000000.0,44.4,8.34e+23,3470.0,55800000000000.0,2.51e+22,120.0,102000.0,5.74,M,True
53,2038.9,1400.4,52.053,72.376,107.81,122.91,0.3139,0.056547,18168.0,44.241,5.1079,66136000000000.0,43.433,8.7e+23,3786.0,56095000000000.0,2.5589e+22,126.0,86104.0,5.7314,C,True
54,2044.6,1396.0,52.76,72.078,105.61,119.5,0.31474,0.054531,17514.0,44.844,5.0653,69025000000000.0,43.881,8.7213e+23,3800.4,56302000000000.0,2.5674e+22,126.69,79316.0,5.7077,C,True
55,2065.0,1398.8,52.977,73.242,105.78,119.18,0.27293,0.05546,17937.0,44.868,5.0921,67272000000000.0,44.473,8.8695e+23,3766.2,55299000000000.0,2.5561e+22,126.62,83863.0,5.6906,C,True
56,2130.0,1370.0,53.4,77.3,110.0,127.0,0.248,0.063,20700.0,45.2,5.06,65200000000000.0,46.0,9.31e+23,4000.0,55900000000000.0,2.5e+22,132.0,80800.0,5.97,M,True
57,2170.0,1360.0,53.3,78.2,111.0,128.0,0.255,0.0641,20900.0,45.2,5.05,66200000000000.0,46.0,9.39e+23,4050.0,56300000000000.0,2.51e+22,133.0,89100.0,6.01,M,True
58,2200.0,1360.0,54.0,77.8,109.0,126.0,0.491,0.0638,21000.0,45.7,5.07,67200000000000.0,47.2,9.64e+23,4220.0,58800000000000.0,2.53e+22,137.0,67800.0,6.08,M,True
59,2276.3,1413.9,54.081,77.266,108.32,125.24,0.33539,0.061735,20457.0,45.466,5.1435,66323000000000.0,46.32,1.0018e+24,4363.6,58509000000000.0,2.6305e+22,145.35,97296.0,6.251,B,True
60,2190.0,1440.0,55.1,78.3,107.0,122.0,0.26,0.0588,20000.0,46.6,5.09,64400000000000.0,47.9,9.89e+23,4210.0,57900000000000.0,2.59e+22,155.0,120000.0,6.67,M,True
61,2159.9,1440.0,54.433,76.235,107.36,121.8,0.30779,0.056461,19372.0,46.299,5.095,64030000000000.0,47.204,9.8417e+23,4228.1,59098000000000.0,2.6239e+22,158.04,97155.0,6.8848,C,True
62,2179.5,1444.5,54.563,76.193,107.36,121.86,0.27398,0.05706,19435.0,46.227,5.1272,65195000000000.0,47.317,9.8592e+23,4236.6,59300000000000.0,2.6176e+22,159.22,111450.0,6.9111,C,True
63,2137.6,1440.9,54.476,76.49,108.18,122.6,0.34943,0.056505,19458.0,46.345,5.0875,64373000000000.0,47.571,9.7757e+23,4165.6,59449000000000.0,2.6023e+22,159.56,110900.0,6.9567,C,True
64,2163.2,1422.0,54.13,76.316,108.37,123.89,0.2568,0.058073,19413.0,46.305,5.0191,64773000000000.0,47.132,9.6045e+23,4136.8,59420000000000.0,2.566e+22,162.08,125330.0,7.0943,C,True
65,2160.0,1420.0,55.4,76.0,104.0,120.0,0.157,0.0576,19200.0,47.2,5.09,67800000000000.0,48.7,9.56e+23,4020.0,56500000000000.0,2.52e+22,167.0,95900.0,7.24,M,True
66,2190.0,1430.0,55.6,80.1,111.0,127.0,0.173,0.0628,20600.0,47.1,5.07,66900000000000.0,48.7,9.53e+23,4060.0,56900000000000.0,2.5e+22,171.0,134000.0,7.45,M,True
67,2059.6,1423.3,55.445,74.173,105.48,120.18,0.37816,0.053439,18302.0,46.957,5.0417,61410000000000.0,48.231,9.3678e+23,4038.1,57819000000000.0,2.5485e+22,173.35,105480.0,7.6096,C,True
68,2135.1,1381.1,55.369,79.008,110.69,124.77,0.36258,0.062333,19764.0,46.488,4.9767,64940000000000.0,47.727,8.9905e+23,3915.9,55609000000000.0,2.4012e+22,181.51,106080.0,8.463,C,True
69,2143.7,1376.3,55.274,78.582,110.47,124.88,0.33962,0.062564,19724.0,46.512,4.9898,66863000000000.0,47.683,8.9753e+23,3900.4,55624000000000.0,2.3968e+22,181.39,101340.0,8.512,C,True
70,1773.2,1474.0,56.23,75.326,107.06,114.66,0.24344,0.05066,15437.0,46.401,4.8438,59345000000000.0,47.72,7.1763e+23,3075.1,47538000000000.0,2.2056e+22,193.8,55271.0,9.5059,C,True
71,1622.7,1482.9,54.395,72.179,107.23,113.68,0.34206,0.044398,14191.0,44.994,4.7958,53064000000000.0,44.457,6.8885e+23,3012.2,48498000000000.0,2.2683e+22,190.22,62605.0,9.334,C,True
72,1737.1,1461.9,54.864,74.838,107.62,112.83,0.24343,0.050514,15042.0,45.161,4.8441,60378000000000.0,45.27,6.8695e+23,2994.1,46299000000000.0,2.2258e+22,190.55,64475.0,9.38,C,True
73,1770.0,1460.0,54.8,75.5,108.0,114.0,0.262,0.052,15300.0,45.2,4.84,61200000000000.0,45.2,6.9e+23,3040.0,46500000000000.0,2.23e+22,191.0,59300.0,9.42,M,True
74,1851.6,1471.6,53.312,74.81,110.41,118.93,0.23884,0.057302,16262.0,44.064,4.8365,60097000000000.0,43.99,6.9789e+23,3214.5,47625000000000.0,2.2325e+22,194.34,67073.0,9.3899,C,True
75,1706.9,1450.9,54.711,71.666,104.35,110.23,0.28735,0.047659,14656.0,45.164,4.8399,56160000000000.0,45.379,6.9711e+23,3083.3,47574000000000.0,2.2789e+22,194.07,70229.0,9.5383,C,True
76,1709.0,1442.4,54.682,73.162,105.75,111.29,0.17782,0.048388,14911.0,45.248,4.8474,55023000000000.0,45.671,6.9938e+23,3085.9,47547000000000.0,2.2694e+22,193.79,66575.0,9.638,C,True
77,1670.8,1411.8,53.66,67.02,100.74,107.95,0.47225,0.044487,14083.0,44.776,4.746,54360000000000.0,45.205,7.0246e+23,3123.5,50078000000000.0,2.3217e+22,199.29,53243.0,10.071,C,True
78,1655.8,1405.7,53.799,65.364,98.942,105.95,0.48192,0.043043,13710.0,44.621,4.7793,54271000000000.0,44.879,7.0046e+23,3066.4,49222000000000.0,2.3412e+22,201.0,63090.0,10.352,C,True
79,1601.7,1414.0,52.822,68.815,104.68,112.44,0.52336,0.044199,14596.0,44.028,4.8114,52285000000000.0,44.023,7.0246e+23,3034.1,48960000000000.0,2.3398e+22,206.64,64433.0,10.502,B,True
80,1591.4,1421.4,53.287,72.826,107.87,115.46,0.28179,0.045892,15499.0,44.294,4.7841,51327000000000.0,44.792,7.138e+23,3028.3,47918000000000.0,2.3231e+22,207.96,72170.0,10.544,B,True
81,1920.0,1440.0,50.3,70.7,112.0,121.0,0.441,0.0462,13300.0,42.1,4.78,62400000000000.0,40.6,7.36e+23,3660.0,58400000000000.0,2.75e+22,218.0,56600.0,11.2,M,True
82,1250.0,1410.0,48.9,63.6,108.0,114.0,0.316,0.0303,12300.0,41.3,4.84,39500000000000.0,39.5,6.76e+23,2900.0,49200000000000.0,2.75e+22,234.0,32600.0,12.8,M,True
83,773.0,1230.0,44.2,52.4,98.7,104.0,0.218,0.0157,9480.0,38.2,4.66,25400000000000.0,33.0,6.18e+23,2820.0,50600000000000.0,3.1e+22,246.0,53900.0,14.4,M,True
84,895.0,1020.0,34.0,41.6,93.9,98.9,0.00203,0.0192,7950.0,28.4,4.61,25900000000000.0,18.3,4.93e+23,2460.0,37900000000000.0,3.36e+22,166.0,14800.0,11.2,M,True
85,797.78,946.5,34.077,39.245,88.22,92.533,-0.014904,0.016261,7168.3,27.817,4.5552,24870000000000.0,17.666,4.6709e+23,2221.3,36786000000000.0,3.4073e+22,133.72,10451.0,9.477,C,True
86,833.57,928.89,33.856,39.35,88.305,92.621,-0.063128,0.01739,7418.4,28.198,4.5863,26026000000000.0,18.007,4.7228e+23,2266.3,36585000000000.0,3.424e+22,132.9,6592.6,9.7375,C,True
87,588.66,775.86,34.266,35.022,74.69,79.384,-0.070509,0.01189,6568.2,26.68,4.3182,20986000000000.0,17.007,4.3186e+23,1820.5,33146000000000.0,3.2643e+22,59.204,4914.6,5.3874,C,True
88,615.29,764.82,34.666,34.701,73.574,78.366,-0.046466,0.012595,6613.2,27.023,4.3184,25512000000000.0,17.809,4.2906e+23,1758.4,32763000000000.0,3.2092e+22,58.116,2486.6,5.3887,B,True
89,599.47,762.08,34.74,34.536,73.088,77.943,-0.093579,0.012337,6613.4,26.926,4.3431,24827000000000.0,17.859,4.2678e+23,1734.8,32491000000000.0,3.1986e+22,57.461,2525.3,5.3179,C,True
90,655.84,759.47,34.614,35.053,74.319,78.788,0.017839,0.013322,6340.3,27.044,4.3884,26652000000000.0,17.712,4.1455e+23,1809.0,33730000000000.0,3.2662e+22,56.952,2886.5,4.9798,C,True
91,643.66,738.61,35.187,36.283,78.018,83.429,-0.053072,0.015262,7102.5,27.524,4.4585,26222000000000.0,18.858,3.9781e+23,1652.2,29197000000000.0,2.9686e+22,0.0,0.0,0.0,C,True
92,211.61,492.76,33.412,30.645,61.572,66.778,-0.025539,0.0060434,5280.6,0.0,4.0817,7633200000000.0,14.433,2.4556e+23,992.15,18539000000000.0,2.3831e+22,31.016,0.0,5.3561,C,True
93,51.599,339.42,33.522,36.185,68.1,81.626,-0.6654,-0.0028343,4259.3,27.937,3.2853,6531900000000.0,13.936,1.0298e+23,548.27,9497400000000.0,1.3441e+22,0.0,0.0,0.0,B,True
94,39.435,301.59,31.754,36.318,74.3,79.604,-0.1449,0.0017585,3215.8,25.779,3.6052,3349600000000.0,10.368,9.5771e+22,729.65,13436000000000.0,1.6265e+22,0.0,0.0,0.0,B,True
95,74.916,393.55,33.05,38.895,79.983,86.074,-0.11164,0.0024926,3276.5,25.738,3.8013,4075300000000.0,10.627,1.3078e+23,1032.7,18695000000000.0,2.185e+22,0.0,0.0,0.0,B,True
96,75.389,410.68,33.254,38.918,78.368,85.032,-0.13639,0.002357,3322.1,26.357,3.8624,4667700000000.0,12.196,1.4112e+23,1075.4,20289000000000.0,2.2514e+22,0.0,0.0,0.0,B,True
97,89.292,423.35,33.491,38.725,79.666,86.836,-0.17465,0.002743,3301.4,26.501,3.8982,5132600000000.0,12.109,1.4273e+23,1113.5,20550000000000.0,2.2799e+22,203.21,36.486,68.499,B,True
98,82.413,436.92,33.203,38.844,79.693,86.971,-0.084805,0.002526,3283.3,26.343,3.9353,4079900000000.0,11.768,1.4228e+23,1112.4,20437000000000.0,2.2926e+22,205.01,35.423,70.923,B,True
99,86.919,491.09,31.751,40.129,81.013,87.63,-0.065971,0.0025393,3263.6,25.09,3.9404,4408100000000.0,9.3985,1.4835e+23,1200.3,21648000000000.0,2.4394e+22,188.01,176.5,48.841,B,True
100,90.734,532.24,32.678,44.889,92.464,97.552,-0.15624,0.002909,4003.9,25.963,4.1378,6467800000000.0,10.961,1.6586e+23,1302.1,22595000000000.0,2.3644e+22,180.48,1157.0,30.514,B,True
101,49.867,568.86,33.018,43.821,87.99,92.453,-0.029292,0.0014022,3798.1,26.307,4.098,3379000000000.0,10.837,1.7938e+23,1374.7,25005000000000.0,2.5438e+22,183.71,1373.5,28.346,B,True
102,28.391,556.15,33.174,46.793,92.425,98.38,-0.16257,0.00091857,4360.0,27.275,4.1733,2903700000000.0,11.796,1.7897e+23,1376.2,25066000000000.0,2.3252e+22,169.58,1896.5,24.112,B,True
103,22.6,559.18,33.301,46.192,90.262,95.753,-0.11988,0.00072521,4316.7,27.138,4.1613,2548600000000.0,11.812,1.7865e+23,1367.7,24705000000000.0,2.3034e+22,154.12,2184.5,21.322,B,True
104,86.502,601.32,34.397,46.71,89.752,96.79,-0.14776,0.0026508,4523.2,27.87,4.1945,7009400000000.0,13.085,1.9602e+23,1437.2,25627000000000.0,2.3456e+22,135.93,1552.7,19.731,B,True
105,75.609,667.04,34.166,47.924,91.305,97.945,-0.056222,0.002321,4854.7,27.579,4.2785,6580500000000.0,13.379,2.1005e+23,1517.7,26486000000000.0,2.3838e+22,118.45,1802.6,15.443,B,True
106,58.867,789.16,34.507,50.851,97.693,106.38,-0.099335,0.0018061,5436.5,28.206,4.4365,6140600000000.0,13.794,2.3532e+23,1699.1,29409000000000.0,2.5127e+22,114.81,3062.7,15.7,C,True
107,51.179,860.73,36.1,51.147,98.555,108.09,-0.033628,0.0014267,6056.9,29.412,4.6383,6525300000000.0,16.821,2.8854e+23,1828.7,32386000000000.0,2.6824e+22,125.08,3800.8,15.587,C,True
108,49.633,1072.2,36.28,51.132,98.355,107.81,0.01844,0.001126,6261.8,29.564,4.7907,6078700000000.0,17.288,3.6658e+23,2296.3,41610000000000.0,3.1958e+22,130.46,6839.4,14.731,B,True
109,32.023,1077.1,36.551,51.377,98.633,108.31,-0.016849,0.00072091,6375.1,30.015,4.7796,3053900000000.0,17.818,3.761e+23,2299.7,42197000000000.0,3.2174e+22,124.37,7367.3,13.791,C,True
110,12.43,1201.9,38.357,55.21,103.03,113.81,-0.1114,0.0003054,7186.6,32.066,4.7886,5066500000000.0,21.447,3.8845e+23,2348.5,42167000000000.0,3.0809e+22,129.73,8041.8,14.062,B,True
111,13.264,1265.4,39.444,55.375,102.44,111.66,-0.14135,0.00028459,6692.9,33.341,4.8145,8346200000000.0,22.961,4.1429e+23,2566.2,49410000000000.0,3.3438e+22,131.72,8782.9,12.308,C,True
112,31.213,1255.5,40.051,56.241,103.54,112.65,-0.19664,0.00069619,6815.7,34.095,4.8013,10746000000000.0,24.336,4.0582e+23,2524.4,48134000000000.0,3.2354e+22,126.67,9074.4,11.245,B,True
113,25.102,1283.9,40.036,56.308,102.55,112.21,-0.20528,0.00055176,6699.6,33.746,4.815,9850500000000.0,23.684,4.0478e+23,2575.5,49226000000000.0,3.2617e+22,122.97,12800.0,10.351,C,True
114,47.123,1278.0,40.475,54.718,100.8,109.47,-0.21936,0.0010015,6683.7,34.384,4.7568,11089000000000.0,24.91,4.1763e+23,2584.5,49124000000000.0,3.3132e+22,132.37,13693.0,10.418,B,True
115,2.98,1300.0,41.4,55.3,101.0,109.0,-0.19,6.34e-05,6750.0,35.3,4.77,6270000000000.0,26.3,4.21e+23,2510.0,49000000000000.0,3.28e+22,142.0,13400.0,10.8,M,True
116,87.347,1350.1,42.706,59.792,106.67,115.2,-0.069454,-0.0018709,7576.5,36.403,4.8017,1745300000000.0,28.006,4.6976e+23,2663.1,51672000000000.0,3.353e+22,165.2,19588.0,11.087,B,True
117,77.317,1357.9,42.959,61.103,108.77,117.9,-0.16759,-0.0017057,7860.3,36.555,4.846,4089000000000.0,28.419,4.7318e+23,2671.6,51448000000000.0,3.3094e+22,166.5,19074.0,10.94,C,True
118,137.0,1390.0,42.2,60.4,107.0,117.0,-0.0233,-0.00293,7530.0,36.1,4.84,3020000000000.0,27.8,4.69e+23,2770.0,52600000000000.0,3.42e+22,163.0,22700.0,10.5,M,True
119,182.45,1466.6,44.631,58.595,103.31,111.31,0.05163,-0.003397,7460.2,38.135,4.9325,6417900000000.0,31.476,5.3217e+23,2902.0,59185000000000.0,3.5881e+22,166.78,30656.0,9.9872,C,True
120,133.0,1520.0,46.3,62.2,109.0,117.0,-0.178,-0.00256,8450.0,39.2,4.95,11800000000000.0,34.2,5.85e+23,3120.0,62200000000000.0,3.55e+22,174.0,38200.0,10.1,M,True
121,254.44,1582.9,48.524,62.745,104.65,114.15,-0.1637,-0.0049128,9523.3,41.473,4.9582,12318000000000.0,38.345,6.5504e+23,3144.9,62808000000000.0,3.4554e+22,182.84,32067.0,9.6593,C,True
122,306.36,1605.5,48.749,62.185,103.86,113.11,-0.073946,-0.0058191,9620.2,41.858,4.928,15912000000000.0,38.865,6.7262e+23,3060.6,62787000000000.0,3.4841e+22,184.78,41877.0,9.6455,C,True
123,387.5,1729.7,49.662,61.209,100.12,107.51,0.026461,-0.0066148,10442.0,42.638,5.0474,10593000000000.0,40.277,8.1235e+23,3437.0,68573000000000.0,3.7808e+22,208.96,53303.0,9.7088,C,True
124,399.0,1740.0,50.1,61.4,99.7,107.0,-0.0057,-0.00687,10600.0,42.9,5.05,8440000000000.0,41.0,8.18e+23,3430.0,68800000000000.0,3.75e+22,209.0,57300.0,9.71,M,True
