,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX
0,0.9097952635101987,0.9573369581132113,0.9545508307180604,0.9633308196136599,0.8292418160509883,0.7078062154091269,0.8978131475839477,0.6826616396955028,0.9635819459191404,0.9604535858106658,0.6856701761326847,0.8912092198314883,0.9426555997559072,0.9871376946125271,0.9816738654422542,0.9705490823024392,0.9775938670910667
1,0.948346318411011,0.8612378894187366,0.9102465172449158,0.90260726415332,0.7959047148468745,0.6962400890456701,0.7961310558237591,0.6505465362121092,0.8638077865944714,0.9482509054642548,0.8522707742363274,0.9106588827529599,0.9334668694778145,0.9021808242787843,0.8827688743754425,0.8770440240953175,0.8582117164212087
2,0.8717795637345134,0.7842181285522296,0.8405614966829373,0.8565105112775079,0.7906529804786245,0.6873664369055745,0.8574249442698341,0.35244363843331356,0.7563211280911313,0.8662673344591976,0.8110261490975779,0.7749287596087747,0.8667768514319887,0.8087972308009406,0.7689187722112946,0.7603983902936254,0.7551507487671711
3,0.8464619773423049,0.8256510425431502,0.7734656602811547,0.8847593825173744,0.8562834977618653,0.8237315472570582,0.7369300923993282,0.22410547397140285,0.7164843039702299,0.823567491350788,0.5843090986691599,0.8081055472688335,0.7804286580791973,0.7724657790104572,0.7677506457466712,0.7618257776025695,0.8018713910860681
4,0.6570556899800115,0.8409083022796946,0.7051935905431808,0.8135716294405014,0.7987713165014069,0.7406268842008819,0.7936275915152922,0.34907879179476853,0.6012502555005773,0.7445082023163823,0.4672686649023395,0.638386517373424,0.6928704015331397,0.7102748460988411,0.7329802040683248,0.736960473609476,0.7639478014899563
5,0.6072573636773004,0.776778792915251,0.6281399255877264,0.8886965230844954,0.8872455609968947,0.8059819700390272,0.7689694392421462,0.18754671362354608,0.5709153384449956,0.6782367726494128,0.5887278813600408,0.47852983205558974,0.6066700686751128,0.6611131418609578,0.7257705172506921,0.702656675014123,0.7129678760012986
6,0.500095643654559,0.7418378835430302,0.6405299925464026,0.935039374960003,0.941237600478882,0.8654868081902208,0.7505874612905546,0.2642112787899587,0.5460178688861146,0.646735560618865,0.5406987869737228,0.3683381729243596,0.5710963484560664,0.6040722204993327,0.7156200815812355,0.7081466240554016,0.6844598241503933
7,0.42699148844179485,0.7008229145443419,0.6225708253845861,0.9116962215537855,0.8769827171871455,0.8050704283412424,0.6314945390243694,0.4697946870959478,0.4962297794998053,0.6026531176432042,0.5075558059640687,0.362893885196069,0.5421773169046065,0.5826698829606529,0.7049664581992838,0.7250152117348763,0.6920728712184838
8,0.38193773339665055,0.558615346068841,0.5848759432458785,0.8051106270965225,0.7692333503883592,0.6963719874604332,0.6444043175835992,0.5486792426575119,0.44820309114870727,0.5386119551540095,0.2458119293810205,0.4193338479789442,0.496417253350833,0.49949003890594146,0.5566259952053099,0.5670092995869511,0.54604765301024
9,0.32030050039279573,0.47653676129132927,0.5971456388645179,0.7055379416818391,0.7212354153267403,0.6474099827140068,0.5039141395636809,0.5079148779777581,0.4243612319940245,0.5463447641591234,0.20058057336940344,0.22981484184228718,0.5182639026472693,0.44524644799415897,0.4667974806838721,0.46413610980477493,0.4646497766403617
10,0.22797533841830817,0.42528515631527253,0.6625482047560199,0.6186326666704953,0.5452985714724055,0.469832075041578,0.4996502739889814,0.529466040675695,0.38574105293326316,0.5912626752754333,0.1938997039040749,0.16319702918201334,0.5796684515969461,0.40077736473543685,0.3981515223688692,0.3980627639044678,0.4139598158944698
11,0.28052819582649435,0.4042966750762914,0.6592564030922323,0.6112797652248773,0.5234044648521693,0.45856364952063167,0.4326642351023999,0.6449000993550122,0.3713498066906235,0.6053386067020833,0.16082253556823406,0.2735592493085578,0.5823425710306535,0.37631693547803013,0.3789170035400625,0.39606170233140875,0.41876541483714674
12,0.09100886606291773,0.3522138778915517,0.655069251653122,0.5148557972144021,0.3998288114011745,0.3448117986007121,0.5878108731637083,0.5434467412931492,0.3707736819989339,0.5625004993210068,0.18950219937846952,0.03501804219314986,0.6140872745025489,0.31616083089568053,0.30690600869558565,0.3122562052438734,0.35190201397496007
13,0.0583194140496741,0.37301019936391955,0.6870955007670838,0.5188724257795497,0.3580246391786869,0.3479408432650367,0.4497257566645846,0.6054642614604655,0.43062642071857055,0.6691563294234899,0.30393017572470327,0.12472800666622996,0.6166174613470667,0.3081929773614222,0.3136923487017187,0.31401099257531756,0.34693790510427436
14,0.0942909456802872,0.3908822643977795,0.7464297715908451,0.5400608651485882,0.34445775615684565,0.359660594914169,0.7785405368362028,0.5216799530192137,0.42887647257699113,0.7039173263195118,0.19788975260320738,0.17993101598697905,0.7136182602323762,0.29279479807697584,0.31877773333514353,0.348712613122545,0.3276527295512911
15,0.13101307643397112,0.43125590789226315,0.6750862137529517,0.456486164386423,0.28496661475354146,0.29690303678290664,0.8432814227367726,0.439067866405514,0.3856374814097501,0.6161810954429698,0.2941725314127671,0.14453306461716667,0.6593320125258213,0.2857780217199721,0.33626071290589093,0.37538721696683697,0.3636893272380278
16,0.1426364213315996,0.47241478913227936,0.6318041340472516,0.4151375112719536,0.2404355213144524,0.2507525871251503,0.8119213985812183,0.39713893586637106,0.3612780669208694,0.5794928931272016,0.2814800894948697,0.11288878051321052,0.5931736953128656,0.26810473703507065,0.30916794182919694,0.3383391096668083,0.35044568264894266
17,0.27645645141711006,0.552017247782375,0.6634966854688734,0.3646247407607928,0.1680422756273104,0.19233995362226164,0.6522991694205424,0.47425389834294424,0.4376977101672364,0.6214978942063805,0.2732353954222031,0.29424184188870595,0.6259783200032287,0.3698102977180122,0.41708739892725466,0.4079470636219236,0.4645107554208914
18,0.22748906073384703,0.4242069367250162,0.4872050726185545,0.28692224835586705,0.14375346923718527,0.14739211320516057,0.35970395365943086,0.645123652724281,0.37545929658331767,0.44122911548361926,0.4188249666850692,0.3481862353917732,0.45185651476106886,0.23531884233968753,0.2943907037157237,0.2794267293232647,0.29521771820290293
19,0.1875261719521042,0.36254908882595976,0.3248998966517251,0.1694265118422099,0.043250428127288854,0.04493849033257284,0.2046816853293006,0.6223915960761129,0.2590592039346552,0.2864210440480609,0.4702284642272379,0.28879486312593877,0.3057804641306787,0.1413335438135117,0.20303333240995838,0.17049253835738626,0.2098547574459108
20,0.2079853447567627,0.33895251368166235,0.26839609261909525,0.24290882317625093,0.14180440337665548,0.16611624577810474,0.2304065127859563,0.45844435848018694,0.2657932449080852,0.29803191233809606,0.4196236681698763,0.28942133505481554,0.2618854730695507,0.14391659819891042,0.2055144774138709,0.19288423141319025,0.23502639199329184
21,0.1502584305707583,0.2825993024466854,0.2085080675870843,0.14779912691224098,0.1627248952876801,0.14576390249996835,0.3901297928768067,0.39049055476312555,0.23515363006054799,0.18425529038930383,0.4496809988282576,0.2698270351572484,0.1648923444666878,0.16393141127200309,0.21126006383207946,0.22247229983535707,0.2621568331060683
22,0.08574983744308669,0.11566597695525449,0.1256913238770799,0.08705609919868468,0.19494789650382094,0.17775043344333247,0.38433485508287346,0.3607950336904512,0.12261507607276798,0.091369286074421,0.3869234569565322,0.18748641297418836,0.08569325292149674,0.12050681971355262,0.15461776672640956,0.1621768272318026,0.190290044089043
23,0.00622158907453846,0.02003681804645536,0.04343134229677048,0.05558931234995568,0.1692317804008176,0.14822671016419187,0.5160692398126343,0.40798466306072056,0.024020950689217342,0.06641540913898665,0.20570737830611802,0.050729306274283806,0.0637145151736879,0.024896718883368744,0.03655885388194162,0.034480061953119936,0.038825085671700975
