,precision,recall,f1-score,support
ABC,0.8346560846560847,0.6806903991370011,0.7498514557338087,927.0
MX,0.2798053527980535,0.4791666666666667,0.3533026113671275,240.0
accuracy,0.6392459297343616,0.6392459297343616,0.6392459297343616,0.6392459297343616
macro avg,0.5572307187270691,0.5799285329018339,0.5515770335504682,1167.0
weighted avg,0.7205479649937646,0.6392459297343616,0.6682989941673961,1167.0

TSS,0.11446143745413817
ORSS,-74000
SEDI,0.1880227491221801
