,precision,recall,f1-score,support
ABC,0.7992766726943942,0.5086306098964327,0.6216596343178622,869.0
MX,0.2222222222222222,0.5236051502145923,0.31202046035805625,233.0
accuracy,0.5117967332123412,0.5117967332123412,0.5117967332123412,0.5117967332123412
macro avg,0.5107494474583082,0.5161178800555125,0.46684004733795925,1102.0
weighted avg,0.6772678823495519,0.5117967332123413,0.5561914605132935,1102.0

TSS,0.021498894916616385
HSS1,0.5985533453887885
HSS2,-17.718300793821
GS,-0.4595596483537723
ORSS,-94794
SEDI,0.0359852377720721
