,precision,recall,f1-score,support
ABC,0.7746243739565943,0.5005393743257821,0.6081258191349934,927.0
MX,0.18485915492957747,0.4375,0.2599009900990099,240.0
accuracy,0.4875749785775493,0.4875749785775493,0.4875749785775493,0.4875749785775493
macro avg,0.4797417644430859,0.46901968716289105,0.43401340461700166,1167.0
weighted avg,0.6533358970358711,0.4875749785775493,0.5365114584077989,1167.0

TSS,-0.04051647111382817
HSS1,0.5492487479131887
HSS2,-17.375243348474953
GS,-0.4943543463044868
ORSS,-125010
SEDI,-0.06848885576584537
