,precision,recall,f1-score,support
ABC,0.8302158273381295,0.622437971952535,0.7114673242909988,927.0
MX,0.2584745762711864,0.5083333333333333,0.34269662921348315,240.0
accuracy,0.5989717223650386,0.5989717223650386,0.5989717223650386,0.5989717223650386
macro avg,0.544345201804658,0.5653856526429342,0.527081976752241,1167.0
weighted avg,0.7126340790467273,0.5989717223650386,0.6356275926555199,1167.0

TSS,0.0886904036093159
HSS1,0.660431654676259
HSS2,-0.8911552965375391
GS,-0.31480424266097756
ORSS,-82600
SEDI,0.14766024639722442
