,time_start,time_peak,time_end,nar,xray_class
301,2014-04-30 14:36:00,2014-04-30 14:49:00,2014-04-30 14:51:00,12047,B
302,2016-11-26 04:00:00,2016-11-26 04:09:00,2016-11-26 04:14:00,12612,B
303,2013-08-07 14:36:00,2013-08-07 14:58:00,2013-08-07 15:11:00,11810,B
304,2015-11-20 11:12:00,2015-11-20 11:25:00,2015-11-20 11:27:00,12457,B
305,2018-02-06 17:36:00,2018-02-06 17:49:00,2018-02-06 17:54:00,12699,B
306,2021-02-24 19:24:00,2021-02-24 19:39:00,2021-02-24 19:47:00,12804,B
307,2016-07-09 21:24:00,2016-07-09 21:29:00,2016-07-09 21:32:00,12564,B
308,2015-08-20 17:48:00,2015-08-20 17:53:00,2015-08-20 17:55:00,12403,B
309,2021-04-25 15:48:00,2021-04-25 15:54:00,2021-04-25 16:03:00,12819,B
310,2012-12-04 03:00:00,2012-12-04 03:15:00,2012-12-04 03:20:00,11623,B
311,2016-02-13 10:48:00,2016-02-13 11:01:00,2016-02-13 11:06:00,12497,B
312,2016-01-13 11:12:00,2016-01-13 11:22:00,2016-01-13 11:27:00,12480,B
313,2019-03-23 23:24:00,2019-03-23 23:59:00,2019-03-24 00:17:00,12736,B
314,2021-05-30 22:48:00,2021-05-30 22:57:00,2021-05-30 23:03:00,12824,B
315,2014-08-12 06:12:00,2014-08-12 06:19:00,2014-08-12 06:23:00,12139,B
316,2021-06-29 10:24:00,2021-06-29 10:39:00,2021-06-29 10:44:00,12835,B
317,2016-05-31 22:24:00,2016-05-31 22:37:00,2016-05-31 22:43:00,12551,B
318,2020-12-12 11:00:00,2020-12-12 11:10:00,2020-12-12 11:14:00,12792,B
319,2015-03-26 04:36:00,2015-03-26 04:45:00,2015-03-26 04:56:00,12305,B
320,2017-06-18 12:24:00,2017-06-18 12:40:00,2017-06-18 12:59:00,12663,B
321,2015-11-21 17:00:00,2015-11-21 17:11:00,2015-11-21 17:14:00,12454,B
322,2010-11-15 03:00:00,2010-11-15 03:34:00,2010-11-15 04:01:00,11124,B
323,2021-09-11 22:36:00,2021-09-11 22:51:00,2021-09-11 23:01:00,12869,B
324,2017-04-10 18:12:00,2017-04-10 18:23:00,2017-04-10 18:28:00,12650,B
325,2015-04-10 04:00:00,2015-04-10 04:23:00,2015-04-10 04:26:00,12320,B
326,2010-09-15 22:12:00,2010-09-15 22:25:00,2010-09-15 22:31:00,11106,B
327,2016-06-16 11:48:00,2016-06-16 12:03:00,2016-06-16 12:09:00,12555,B
328,2013-06-30 02:48:00,2013-06-30 02:55:00,2013-06-30 02:58:00,11781,B
329,2021-06-02 13:00:00,2021-06-02 13:16:00,2021-06-02 13:29:00,12827,B
330,2016-09-07 04:00:00,2016-09-07 04:17:00,2016-09-07 04:22:00,12585,B
331,2012-12-11 00:36:00,2012-12-11 00:46:00,2012-12-11 00:49:00,11630,B
332,2021-09-28 05:24:00,2021-09-28 05:40:00,2021-09-28 05:54:00,12871,B
333,2015-08-11 10:36:00,2015-08-11 10:47:00,2015-08-11 10:51:00,12396,B
334,2020-10-28 08:12:00,2020-10-28 08:29:00,2020-10-28 08:41:00,12778,B
335,2018-05-31 22:48:00,2018-05-31 23:02:00,2018-05-31 23:07:00,12712,B
336,2011-04-08 18:12:00,2011-04-08 18:24:00,2011-04-08 18:32:00,11185,B
337,2018-02-05 01:12:00,2018-02-05 01:20:00,2018-02-05 01:29:00,12699,B
338,2011-08-21 02:24:00,2011-08-21 02:33:00,2011-08-21 02:37:00,11272,B
339,2018-06-27 04:00:00,2018-06-27 04:08:00,2018-06-27 04:13:00,12715,B
340,2021-05-08 15:36:00,2021-05-08 15:46:00,2021-05-08 15:50:00,12822,B
341,2011-05-14 11:36:00,2011-05-14 11:47:00,2011-05-14 11:52:00,11210,B
342,2012-12-17 12:12:00,2012-12-17 12:20:00,2012-12-17 12:23:00,11631,B
343,2017-02-04 12:48:00,2017-02-04 13:12:00,2017-02-04 13:45:00,12632,B
344,2021-04-24 20:24:00,2021-04-24 20:34:00,2021-04-24 20:40:00,12820,B
345,2011-04-22 20:48:00,2011-04-22 20:57:00,2011-04-22 21:01:00,11195,B
346,2011-04-10 00:00:00,2011-04-10 00:10:00,2011-04-10 00:16:00,11186,B
347,2016-12-15 20:48:00,2016-12-15 20:56:00,2016-12-15 20:59:00,12617,B
348,2015-05-20 02:48:00,2015-05-20 02:57:00,2015-05-20 03:04:00,12349,B
349,2021-06-02 05:48:00,2021-06-02 06:06:00,2021-06-02 06:13:00,12827,B
350,2020-12-12 15:00:00,2020-12-12 15:13:00,2020-12-12 15:21:00,12791,B
351,2021-04-24 18:36:00,2021-04-24 18:49:00,2021-04-24 18:55:00,12820,B
352,2020-11-08 12:00:00,2020-11-08 12:12:00,2020-11-08 12:19:00,12781,B
353,2012-08-22 16:48:00,2012-08-22 16:58:00,2012-08-22 17:08:00,11548,B
354,2017-10-08 03:36:00,2017-10-08 03:50:00,2017-10-08 03:52:00,12683,B
355,2010-09-11 01:00:00,2010-09-11 01:15:00,2010-09-11 01:17:00,11106,B
356,2021-07-08 14:24:00,2021-07-08 14:38:00,2021-07-08 14:45:00,12840,B
357,2016-12-15 03:24:00,2016-12-15 03:30:00,2016-12-15 03:34:00,12617,B
358,2013-06-10 12:48:00,2013-06-10 12:54:00,2013-06-10 12:57:00,11765,B
359,2010-11-17 00:24:00,2010-11-17 00:40:00,2010-11-17 00:47:00,11124,B
360,2019-01-06 13:24:00,2019-01-06 13:37:00,2019-01-06 13:39:00,12732,B
361,2011-06-29 17:00:00,2011-06-29 17:05:00,2011-06-29 17:07:00,11242,B
362,2011-02-09 22:48:00,2011-02-09 23:03:00,2011-02-09 23:13:00,11153,B
363,2018-02-14 23:24:00,2018-02-14 23:39:00,2018-02-14 23:41:00,12699,B
364,2016-10-08 02:12:00,2016-10-08 02:19:00,2016-10-08 02:25:00,12598,B
365,2013-01-20 17:00:00,2013-01-20 17:37:00,2013-01-20 17:53:00,11654,B
366,2021-09-13 12:24:00,2021-09-13 12:39:00,2021-09-13 12:45:00,12868,B
367,2013-10-01 00:24:00,2013-10-01 00:28:00,2013-10-01 00:32:00,11850,B
368,2011-08-24 17:24:00,2011-08-24 17:35:00,2011-08-24 17:38:00,11271,B
369,2020-11-28 10:48:00,2020-11-28 10:57:00,2020-11-28 11:07:00,12786,B
370,2015-12-31 08:12:00,2015-12-31 08:29:00,2015-12-31 08:33:00,12473,B
371,2012-12-16 01:00:00,2012-12-16 01:15:00,2012-12-16 01:20:00,11633,B
372,2021-08-24 04:00:00,2021-08-24 04:08:00,2021-08-24 04:12:00,12859,B
373,2021-09-26 22:36:00,2021-09-26 23:00:00,2021-09-26 23:17:00,12871,B
374,2013-02-12 19:48:00,2013-02-12 19:56:00,2013-02-12 19:59:00,11670,B
375,2020-11-21 05:48:00,2020-11-21 05:57:00,2020-11-21 06:06:00,12783,B
376,2012-02-12 16:12:00,2012-02-12 16:22:00,2012-02-12 16:24:00,11418,B
377,2021-01-21 05:12:00,2021-01-21 05:28:00,2021-01-21 05:35:00,12798,B
378,2016-09-18 02:36:00,2016-09-18 02:51:00,2016-09-18 02:57:00,12592,B
379,2019-03-23 06:00:00,2019-03-23 06:10:00,2019-03-23 06:16:00,12736,B
380,2020-11-05 01:48:00,2020-11-05 02:04:00,2020-11-05 02:11:00,12781,B
381,2021-06-30 12:48:00,2021-06-30 12:55:00,2021-06-30 13:13:00,12835,B
382,2010-06-25 10:12:00,2010-06-25 10:21:00,2010-06-25 10:25:00,11082,B
383,2021-09-22 06:12:00,2021-09-22 06:21:00,2021-09-22 06:30:00,12871,B
384,2010-10-31 21:12:00,2010-10-31 21:16:00,2010-10-31 21:19:00,11117,B
385,2011-01-18 03:12:00,2011-01-18 03:56:00,2011-01-18 04:22:00,11147,B
386,2011-03-28 18:48:00,2011-03-28 18:56:00,2011-03-28 19:02:00,11176,B
387,2018-02-04 21:00:00,2018-02-04 21:15:00,2018-02-04 21:18:00,12699,B
388,2010-10-19 13:12:00,2010-10-19 13:24:00,2010-10-19 13:29:00,11113,B
389,2016-03-25 14:48:00,2016-03-25 15:00:00,2016-03-25 15:02:00,12526,B
390,2016-04-16 05:00:00,2016-04-16 05:13:00,2016-04-16 05:38:00,12529,B
391,2012-11-08 23:24:00,2012-11-08 23:38:00,2012-11-08 23:40:00,11610,B
392,2016-05-20 04:12:00,2016-05-20 04:18:00,2016-05-20 04:23:00,12546,B
393,2016-05-11 10:48:00,2016-05-11 10:59:00,2016-05-11 11:01:00,12542,B
394,2011-01-04 23:36:00,2011-01-04 23:45:00,2011-01-04 23:51:00,11140,B
395,2013-05-29 04:36:00,2013-05-29 04:44:00,2013-05-29 04:46:00,11754,B
396,2014-08-25 12:48:00,2014-08-25 12:52:00,2014-08-25 12:57:00,12146,B
397,2010-09-25 01:36:00,2010-09-25 02:23:00,2010-09-25 02:43:00,11109,B
398,2011-05-14 00:48:00,2011-05-14 00:58:00,2011-05-14 01:00:00,11213,B
399,2018-04-30 19:00:00,2018-04-30 19:14:00,2018-04-30 19:19:00,12706,B
400,2011-03-16 03:36:00,2011-03-16 03:40:00,2011-03-16 03:44:00,11169,B
401,2015-02-15 00:36:00,2015-02-15 00:51:00,2015-02-15 00:56:00,12283,B
402,2019-03-22 20:48:00,2019-03-22 21:19:00,2019-03-22 21:31:00,12736,B
403,2021-07-16 05:48:00,2021-07-16 06:02:00,2021-07-16 06:11:00,12843,B
404,2016-09-20 02:36:00,2016-09-20 02:48:00,2016-09-20 02:54:00,12595,B
405,2013-08-10 12:12:00,2013-08-10 12:27:00,2013-08-10 12:35:00,11817,B
406,2016-01-25 08:12:00,2016-01-25 08:17:00,2016-01-25 08:20:00,12489,B
407,2020-10-29 04:48:00,2020-10-29 04:57:00,2020-10-29 05:07:00,12779,B
408,2014-11-02 03:00:00,2014-11-02 03:08:00,2014-11-02 03:11:00,12201,B
409,2021-07-16 00:12:00,2021-07-16 00:18:00,2021-07-16 00:25:00,12843,B
410,2017-03-28 15:36:00,2017-03-28 15:51:00,2017-03-28 15:56:00,12645,B
411,2013-01-19 17:00:00,2013-01-19 17:11:00,2013-01-19 17:14:00,11654,B
412,2017-03-30 13:00:00,2017-03-30 13:03:00,2017-03-30 13:05:00,12645,B
413,2016-11-30 05:00:00,2016-11-30 05:11:00,2016-11-30 05:18:00,12615,B
414,2010-08-16 18:00:00,2010-08-16 18:15:00,2010-08-16 18:21:00,11099,B
415,2011-07-29 22:24:00,2011-07-29 22:38:00,2011-07-29 22:40:00,11260,B
416,2011-07-09 09:12:00,2011-07-09 09:25:00,2011-07-09 09:28:00,11243,B
417,2017-01-21 08:12:00,2017-01-21 08:26:00,2017-01-21 08:29:00,12628,B
418,2012-10-18 19:48:00,2012-10-18 20:12:00,2012-10-18 20:22:00,11596,B
419,2010-11-18 10:00:00,2010-11-18 10:10:00,2010-11-18 10:13:00,11124,B
420,2015-10-25 04:48:00,2015-10-25 05:16:00,2015-10-25 05:27:00,12434,B
421,2017-09-25 17:00:00,2017-09-25 17:12:00,2017-09-25 17:14:00,12681,B
422,2017-08-17 00:48:00,2017-08-17 01:02:00,2017-08-17 01:05:00,12671,B
423,2012-01-09 20:00:00,2012-01-09 20:13:00,2012-01-09 20:28:00,11395,C
424,2021-05-26 07:48:00,2021-05-26 08:00:00,2021-05-26 08:04:00,12826,C
425,2012-05-11 23:00:00,2012-05-11 23:44:00,2012-05-12 00:33:00,11476,C
426,2013-12-02 14:24:00,2013-12-02 14:44:00,2013-12-02 15:09:00,11913,C
427,2015-06-05 04:36:00,2015-06-05 05:06:00,2015-06-05 05:18:00,12361,C
428,2010-05-05 11:36:00,2010-05-05 11:52:00,2010-05-05 11:58:00,11069,C
429,2011-09-29 10:12:00,2011-09-29 10:23:00,2011-09-29 10:25:00,11305,C
430,2017-07-09 07:24:00,2017-07-09 07:33:00,2017-07-09 07:49:00,12665,C
431,2012-12-17 01:24:00,2012-12-17 02:20:00,2012-12-17 04:39:00,11629,C
432,2011-08-15 23:48:00,2011-08-16 00:25:00,2011-08-16 00:59:00,11271,C
433,2011-08-04 00:36:00,2011-08-04 01:09:00,2011-08-04 01:23:00,11261,C
434,2011-02-19 16:36:00,2011-02-19 16:43:00,2011-02-19 16:45:00,11158,C
435,2015-03-10 17:12:00,2015-03-10 17:18:00,2015-03-10 17:21:00,12297,C
436,2013-12-25 05:48:00,2013-12-25 05:56:00,2013-12-25 05:59:00,11928,C
437,2012-03-10 00:12:00,2012-03-10 01:19:00,2012-03-10 01:45:00,11432,C
438,2015-04-29 16:12:00,2015-04-29 16:34:00,2015-04-29 16:52:00,12327,C
439,2015-10-30 07:00:00,2015-10-30 07:15:00,2015-10-30 07:21:00,12443,C
440,2012-05-06 11:24:00,2012-05-06 11:42:00,2012-05-06 11:47:00,11476,C
441,2014-08-22 10:12:00,2014-08-22 10:27:00,2014-08-22 10:46:00,12146,C
442,2013-03-21 20:12:00,2013-03-21 20:29:00,2013-03-21 20:40:00,11692,C
443,2011-03-16 17:48:00,2011-03-16 20:34:00,2011-03-16 23:24:00,11169,C
444,2015-03-18 11:12:00,2015-03-18 11:20:00,2015-03-18 11:25:00,12302,C
445,2016-07-21 17:00:00,2016-07-21 17:04:00,2016-07-21 17:16:00,12567,C
446,2012-04-21 11:00:00,2012-04-21 11:14:00,2012-04-21 11:24:00,11462,C
447,2012-11-27 20:24:00,2012-11-27 20:36:00,2012-11-27 20:40:00,11623,C
448,2012-05-08 10:36:00,2012-05-08 10:39:00,2012-05-08 10:42:00,11476,C
449,2013-07-08 01:12:00,2013-07-08 01:22:00,2013-07-08 01:23:00,11785,C
450,2011-02-16 21:00:00,2011-02-16 21:11:00,2011-02-16 21:14:00,11158,C
451,2013-07-05 02:36:00,2013-07-05 02:50:00,2013-07-05 02:53:00,11787,C
452,2012-02-11 18:36:00,2012-02-11 18:54:00,2012-02-11 19:06:00,11419,C
453,2011-11-12 07:36:00,2011-11-12 07:50:00,2011-11-12 08:01:00,11339,C
454,2021-05-12 09:12:00,2021-05-12 09:35:00,2021-05-12 09:47:00,12822,C
455,2017-04-03 13:12:00,2017-04-03 13:24:00,2017-04-03 13:28:00,12644,C
456,2013-01-12 02:00:00,2013-01-12 02:24:00,2013-01-12 02:40:00,11654,C
457,2014-10-27 05:12:00,2014-10-27 05:38:00,2014-10-27 05:47:00,12192,C
458,2014-03-02 15:36:00,2014-03-02 16:45:00,2014-03-02 17:00:00,11987,C
459,2013-07-04 18:36:00,2013-07-04 18:54:00,2013-07-04 19:02:00,11787,C
460,2014-06-29 07:48:00,2014-06-29 08:06:00,2014-06-29 08:14:00,12096,C
461,2012-08-07 21:12:00,2012-08-07 21:37:00,2012-08-07 21:42:00,11542,C
462,2013-11-25 10:00:00,2013-11-25 11:49:00,2013-11-25 12:16:00,11904,C
463,2013-10-12 17:00:00,2013-10-12 17:08:00,2013-10-12 17:18:00,11861,C
464,2015-09-03 11:24:00,2015-09-03 11:37:00,2015-09-03 11:48:00,12407,C
465,2013-12-17 21:24:00,2013-12-17 21:34:00,2013-12-17 21:40:00,11917,C
466,2013-05-25 20:12:00,2013-05-25 20:29:00,2013-05-25 20:35:00,11755,C
467,2011-03-06 13:24:00,2011-03-06 13:50:00,2011-03-06 14:16:00,11169,C
468,2014-05-04 17:12:00,2014-05-04 17:38:00,2014-05-04 17:50:00,12053,C
469,2015-01-26 23:36:00,2015-01-26 23:48:00,2015-01-26 23:50:00,12268,C
470,2012-11-29 20:24:00,2012-11-29 20:41:00,2012-11-29 20:48:00,11625,C
471,2013-07-28 12:12:00,2013-07-28 12:21:00,2013-07-28 12:29:00,11800,C
472,2014-09-04 19:12:00,2014-09-04 19:31:00,2014-09-04 19:42:00,12157,C
473,2013-05-13 21:24:00,2013-05-13 21:29:00,2013-05-13 21:34:00,11748,C
474,2012-11-18 03:48:00,2012-11-18 04:07:00,2012-11-18 04:15:00,11615,C
475,2013-07-05 19:24:00,2013-07-05 19:42:00,2013-07-05 19:54:00,11787,C
476,2016-01-20 14:24:00,2016-01-20 14:32:00,2016-01-20 14:34:00,12487,C
477,2012-07-31 23:48:00,2012-07-31 23:59:00,2012-08-01 00:04:00,11536,C
478,2015-08-23 18:48:00,2015-08-23 19:07:00,2015-08-23 19:27:00,12403,C
479,2014-01-27 08:00:00,2014-01-27 08:23:00,2014-01-27 08:40:00,11968,C
480,2014-09-06 05:48:00,2014-09-06 06:18:00,2014-09-06 06:44:00,12157,C
481,2021-01-20 12:24:00,2021-01-20 12:53:00,2021-01-20 12:59:00,12798,C
482,2016-07-24 12:48:00,2016-07-24 13:03:00,2016-07-24 13:13:00,12567,C
483,2013-06-28 16:48:00,2013-06-28 17:05:00,2013-06-28 17:23:00,11778,C
484,2015-09-16 15:12:00,2015-09-16 15:28:00,2015-09-16 15:43:00,12415,C
485,2014-06-10 10:00:00,2014-06-10 10:17:00,2014-06-10 10:25:00,12087,C
486,2011-06-06 09:36:00,2011-06-06 09:50:00,2011-06-06 09:54:00,11226,C
487,2013-03-15 15:00:00,2013-03-15 15:17:00,2013-03-15 15:22:00,11696,C
488,2021-09-11 05:00:00,2021-09-11 05:19:00,2021-09-11 05:28:00,12868,C
489,2012-01-18 22:48:00,2012-01-18 23:20:00,2012-01-18 23:33:00,11396,C
490,2014-09-04 16:12:00,2014-09-04 16:32:00,2014-09-04 16:48:00,12157,C
491,2011-05-27 17:48:00,2011-05-27 18:04:00,2011-05-27 18:10:00,11226,C
492,2015-06-11 02:24:00,2015-06-11 02:43:00,2015-06-11 02:51:00,12360,C
493,2010-09-28 22:00:00,2010-09-28 22:11:00,2010-09-28 22:15:00,11110,C
494,2015-03-27 14:24:00,2015-03-27 14:35:00,2015-03-27 14:37:00,12309,C
495,2012-11-23 19:36:00,2012-11-23 19:42:00,2012-11-23 19:44:00,11618,C
496,2021-05-22 02:36:00,2021-05-22 02:56:00,2021-05-22 03:00:00,12824,C
497,2011-04-29 20:36:00,2011-04-29 20:48:00,2011-04-29 20:58:00,11195,C
498,2014-11-14 05:36:00,2014-11-14 05:52:00,2014-11-14 05:55:00,12208,C
499,2013-06-24 16:36:00,2013-06-24 16:41:00,2013-06-24 16:44:00,11775,C
500,2015-01-29 19:24:00,2015-01-29 19:53:00,2015-01-29 20:23:00,12268,C
501,2015-10-03 03:12:00,2015-10-03 03:21:00,2015-10-03 03:27:00,12427,C
502,2013-12-19 19:36:00,2013-12-19 19:42:00,2013-12-19 19:45:00,11917,C
503,2013-03-21 18:00:00,2013-03-21 18:22:00,2013-03-21 18:28:00,11692,C
504,2013-02-03 07:36:00,2013-02-03 08:18:00,2013-02-03 08:53:00,11667,C
505,2015-11-06 21:36:00,2015-11-06 21:49:00,2015-11-06 22:00:00,12449,C
506,2014-04-23 23:12:00,2014-04-23 23:53:00,2014-04-24 00:05:00,12044,C
507,2013-05-15 13:24:00,2013-05-15 13:30:00,2013-05-15 13:33:00,11745,C
508,2011-11-30 20:12:00,2011-11-30 20:28:00,2011-11-30 20:39:00,11364,C
509,2014-11-22 00:48:00,2014-11-22 01:01:00,2014-11-22 01:06:00,12209,C
510,2014-11-10 14:36:00,2014-11-10 14:41:00,2014-11-10 14:50:00,12205,C
511,2017-08-23 19:00:00,2017-08-23 19:31:00,2017-08-23 19:41:00,12672,C
512,2014-10-03 06:36:00,2014-10-03 06:48:00,2014-10-03 07:14:00,12173,C
513,2015-09-28 21:36:00,2015-09-28 21:44:00,2015-09-28 21:57:00,12422,C
514,2012-10-21 18:36:00,2012-10-21 18:45:00,2012-10-21 18:48:00,11598,C
515,2012-10-24 07:00:00,2012-10-24 07:10:00,2012-10-24 07:15:00,11598,C
516,2013-04-11 00:12:00,2013-04-11 00:28:00,2013-04-11 00:35:00,11711,C
517,2012-01-18 10:12:00,2012-01-18 10:30:00,2012-01-18 10:45:00,11401,C
518,2013-04-27 15:00:00,2013-04-27 15:13:00,2013-04-27 15:37:00,11732,C
519,2015-03-19 12:24:00,2015-03-19 13:02:00,2015-03-19 13:14:00,12297,C
520,2014-04-25 23:48:00,2014-04-26 00:42:00,2014-04-26 02:03:00,12045,C
521,2012-05-10 13:00:00,2012-05-10 13:15:00,2012-05-10 13:26:00,11476,C
522,2014-02-04 21:24:00,2014-02-04 21:35:00,2014-02-04 21:42:00,11967,C
523,2013-11-06 22:12:00,2013-11-06 22:18:00,2013-11-06 22:22:00,11890,C
524,2011-03-11 02:24:00,2011-03-11 02:29:00,2011-03-11 02:36:00,11166,C
525,2015-12-31 17:12:00,2015-12-31 17:25:00,2015-12-31 17:28:00,12473,C
526,2014-09-18 21:00:00,2014-09-18 21:19:00,2014-09-18 21:30:00,12158,C
527,2012-11-10 04:12:00,2012-11-10 05:04:00,2012-11-10 05:47:00,11608,C
528,2015-08-07 18:48:00,2015-08-07 19:10:00,2015-08-07 19:24:00,12396,C
529,2014-02-02 20:00:00,2014-02-02 20:07:00,2014-02-02 20:10:00,11968,C
530,2021-01-20 12:24:00,2021-01-20 12:53:00,2021-01-20 12:59:00,12798,C
531,2014-06-12 04:48:00,2014-06-12 05:07:00,2014-06-12 05:20:00,12087,C
532,2013-04-06 23:24:00,2013-04-06 23:36:00,2013-04-06 23:47:00,11718,C
533,2016-02-17 01:00:00,2016-02-17 01:10:00,2016-02-17 01:14:00,12497,C
534,2013-12-24 16:36:00,2013-12-24 16:55:00,2013-12-24 17:07:00,11936,C
535,2013-11-23 15:48:00,2013-11-23 15:56:00,2013-11-23 16:04:00,11905,C
536,2011-03-24 15:24:00,2011-03-24 15:37:00,2011-03-24 15:42:00,11176,C
537,2013-11-21 20:36:00,2013-11-21 20:51:00,2013-11-21 21:02:00,11905,C
538,2013-07-07 12:00:00,2013-07-07 12:13:00,2013-07-07 12:20:00,11785,C
539,2013-10-23 11:00:00,2013-10-23 11:17:00,2013-10-23 11:21:00,11875,C
540,2015-01-26 06:00:00,2015-01-26 06:27:00,2015-01-26 06:49:00,12271,C
541,2011-03-08 09:24:00,2011-03-08 09:35:00,2011-03-08 09:39:00,11170,C
542,2015-11-02 00:36:00,2015-11-02 00:50:00,2015-11-02 01:02:00,12445,C
543,2015-04-12 15:00:00,2015-04-12 15:15:00,2015-04-12 15:20:00,12321,C
544,2014-06-10 16:24:00,2014-06-10 16:38:00,2014-06-10 16:42:00,12085,C
545,2014-01-11 18:24:00,2014-01-11 18:38:00,2014-01-11 18:42:00,11944,C
546,2015-06-04 14:36:00,2015-06-04 15:19:00,2015-06-04 15:37:00,12361,C
547,2013-12-28 13:00:00,2013-12-28 13:15:00,2013-12-28 13:31:00,11934,C
548,2014-01-19 05:24:00,2014-01-19 05:48:00,2014-01-19 06:02:00,11959,C
549,2013-05-19 08:24:00,2013-05-19 08:38:00,2013-05-19 08:40:00,11752,C
550,2013-01-06 09:12:00,2013-01-06 09:50:00,2013-01-06 10:12:00,11653,C
551,2014-06-30 13:00:00,2014-06-30 13:18:00,2014-06-30 13:45:00,12106,C
552,2015-05-14 13:48:00,2015-05-14 14:08:00,2015-05-14 14:24:00,12342,C
553,2014-03-24 02:36:00,2014-03-24 02:47:00,2014-03-24 02:49:00,12015,C
554,2012-01-20 21:00:00,2012-01-20 21:12:00,2012-01-20 21:22:00,11396,C
555,2021-09-08 03:00:00,2021-09-08 03:14:00,2021-09-08 03:19:00,12868,C
556,2016-02-17 09:48:00,2016-02-17 10:02:00,2016-02-17 10:09:00,12497,C
557,2013-11-04 05:36:00,2013-11-04 05:44:00,2013-11-04 05:52:00,11884,C
558,2013-04-13 09:12:00,2013-04-13 09:28:00,2013-04-13 09:34:00,11724,C
559,2015-10-02 09:12:00,2015-10-02 09:17:00,2015-10-02 09:19:00,12422,C
560,2020-12-06 13:12:00,2020-12-06 13:27:00,2020-12-06 13:36:00,12790,C
561,2012-04-30 06:48:00,2012-04-30 07:38:00,2012-04-30 08:19:00,11465,C
562,2014-03-06 03:48:00,2014-03-06 03:57:00,2014-03-06 04:02:00,11993,C
563,2013-11-07 02:00:00,2013-11-07 02:11:00,2013-11-07 02:14:00,11891,C
564,2013-10-12 17:00:00,2013-10-12 17:08:00,2013-10-12 17:18:00,11861,C
565,2011-08-01 16:48:00,2011-08-01 17:06:00,2011-08-01 17:11:00,11261,C
566,2013-01-04 08:12:00,2013-01-04 09:18:00,2013-01-04 10:34:00,11639,C
567,2017-09-04 12:12:00,2017-09-04 12:25:00,2017-09-04 12:33:00,12673,C
568,2015-04-24 19:00:00,2015-04-24 19:27:00,2015-04-24 19:40:00,12324,C
569,2014-08-23 07:00:00,2014-08-23 07:47:00,2014-08-23 07:56:00,12148,C
570,2012-11-19 02:12:00,2012-11-19 02:28:00,2012-11-19 02:31:00,11618,C
571,2017-09-07 20:48:00,2017-09-07 20:57:00,2017-09-07 20:59:00,12673,C
572,2013-04-10 17:48:00,2013-04-10 18:01:00,2013-04-10 18:04:00,11718,C
573,2012-05-31 22:48:00,2012-05-31 23:17:00,2012-05-31 23:22:00,11493,C
574,2011-09-03 17:24:00,2011-09-03 17:36:00,2011-09-03 17:39:00,11286,C
575,2013-04-13 03:24:00,2013-04-13 03:34:00,2013-04-13 03:36:00,11718,C
576,2015-12-17 12:12:00,2015-12-17 12:35:00,2015-12-17 12:49:00,12470,C
577,2016-02-03 12:00:00,2016-02-03 12:23:00,2016-02-03 12:42:00,12492,C
578,2014-12-18 15:36:00,2014-12-18 15:46:00,2014-12-18 16:10:00,12241,C
579,2014-12-20 20:24:00,2014-12-20 20:35:00,2014-12-20 20:49:00,12242,C
580,2014-11-30 13:12:00,2014-11-30 13:20:00,2014-11-30 13:22:00,12222,C
581,2017-04-05 04:48:00,2017-04-05 04:55:00,2017-04-05 04:58:00,12645,C
582,2012-10-15 04:12:00,2012-10-15 04:24:00,2012-10-15 04:32:00,11593,C
583,2014-11-17 08:48:00,2014-11-17 09:07:00,2014-11-17 09:22:00,12205,C
584,2013-10-24 12:48:00,2013-10-24 13:12:00,2013-10-24 13:19:00,11875,C
585,2013-11-14 04:36:00,2013-11-14 04:47:00,2013-11-14 04:51:00,11899,C
586,2012-08-03 05:48:00,2012-08-03 06:00:00,2012-08-03 06:08:00,11539,C
587,2014-07-26 12:00:00,2014-07-26 12:10:00,2014-07-26 12:15:00,12123,C
588,2014-05-14 12:48:00,2014-05-14 15:04:00,2014-05-14 15:28:00,12056,C
589,2015-05-10 12:36:00,2015-05-10 13:03:00,2015-05-10 13:23:00,12339,C
590,2013-11-18 13:24:00,2013-11-18 14:15:00,2013-11-18 14:35:00,11893,C
591,2015-10-27 05:00:00,2015-10-27 05:14:00,2015-10-27 05:20:00,12436,C
592,2012-07-06 09:12:00,2012-07-06 09:18:00,2012-07-06 09:29:00,11515,C
593,2021-05-27 21:36:00,2021-05-27 22:07:00,2021-05-27 22:18:00,12824,C
594,2014-08-30 04:48:00,2014-08-30 04:56:00,2014-08-30 05:08:00,12149,C
595,2014-06-29 00:00:00,2014-06-29 00:10:00,2014-06-29 00:14:00,12104,C
596,2020-12-14 14:00:00,2020-12-14 14:37:00,2020-12-14 14:56:00,12792,C
597,2012-06-27 12:24:00,2012-06-27 12:38:00,2012-06-27 12:40:00,11513,C
598,2015-04-23 05:00:00,2015-04-23 05:18:00,2015-04-23 05:23:00,12324,C
599,2012-07-27 03:24:00,2012-07-27 03:36:00,2012-07-27 03:42:00,11532,C
600,2012-04-28 00:36:00,2012-04-28 00:48:00,2012-04-28 00:53:00,11459,C
601,2013-07-09 07:00:00,2013-07-09 07:35:00,2013-07-09 07:57:00,11785,C
602,2015-01-10 02:36:00,2015-01-10 02:52:00,2015-01-10 02:56:00,12257,C
603,2014-04-15 09:48:00,2014-04-15 09:57:00,2014-04-15 10:10:00,12036,C
