,precision,recall,f1-score,support
ABC,0.7976190476190477,0.505933117583603,0.6191419141914192,927.0
MX,0.20898100172711573,0.5041666666666667,0.2954822954822955,240.0
accuracy,0.5055698371893744,0.5055698371893744,0.5055698371893744,0.5055698371893744
macro avg,0.5033000246730817,0.5050498921251348,0.45731210483685736,1167.0
weighted avg,0.6765623800834318,0.5055698371893744,0.5525795247396713,1167.0
