,precision,recall,f1-score,support
ABC,0.777542372881356,0.3959007551240561,0.5246604717655469,927.0
MX,0.19424460431654678,0.5625,0.2887700534759359,240.0
accuracy,0.4301628106255356,0.4301628106255356,0.4301628106255356,0.4301628106255356
macro avg,0.4858934885989514,0.47920037756202805,0.40671526262074137,1167.0
weighted avg,0.6575839628937346,0.4301628106255356,0.47614830347976567,1167.0

TSS,-0.028213022802097254
HSS1,0.5550847457627118
HSS2,2.535112936344969
GS,-0.5929215448795587
ORSS,-117600
SEDI,-0.04745046947386659
