,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX
0,,,,,,,,,,,,,,,,,
1,0.9519740046785613,1.0,0.932385353714907,0.9931724877019679,0.8894057206473004,0.9230873827501387,0.8923449784124609,0.5665427236260656,1.0,0.9572031466887255,0.5628318312828158,0.8726893333979137,0.9411352799202741,0.9920218587051133,0.979002328522417,0.945732149312942,0.9727556836185302
2,0.8815640509697273,0.9932358095008511,0.9316477070743018,0.9502392789911382,0.8150090733135598,0.7981929344476575,0.9916061936425549,0.541697293983327,0.9468027201549672,0.9363929819637532,0.7418175913154053,0.8175004549045349,0.9050068538049778,1.0,1.0,1.0,1.0
3,0.9182683902408063,0.9276161847688861,0.9331230003554992,0.9789601151632046,0.8814156272582316,0.8730011772612185,0.8940079146776206,0.5078079029175429,0.9747928551907414,0.9513044053118174,0.7202534042327788,0.9628617899266737,0.9218049248323393,0.9945173122724804,0.9728803427419853,0.9531364232678113,0.9617165693960962
4,0.9031957117054729,0.8093928694195601,1.0,0.8864209460262894,0.7862864524599522,0.757897290133634,0.8853758746496786,0.6871610410149069,0.9073221580021356,1.0,0.7634241026121121,0.8331435155639411,1.0,0.950226031666678,0.9133842304188873,0.8729795100192358,0.889582398615987
5,0.9918956444493172,0.8170736067883477,0.939877355136854,0.9111427687405217,0.8372914863632279,0.8413501226688904,0.7321021775933414,0.5864255386469164,0.9238859793503131,0.9576725750563921,0.7322089024775096,0.9409239156773156,0.9483346609710699,0.955785068905986,0.9252545327105133,0.8664049039869676,0.8925552742040994
6,0.9360052978473206,0.7874825920685333,0.9205434906810062,0.8951240366756956,0.7846245237312707,0.7686147826485088,0.9776602230415027,0.5859002539757239,0.861220499874787,0.9450225840535351,0.8447289178932221,1.0,0.9761864888485416,0.8974352263974514,0.8686674419566952,0.8752211922868721,0.7774392322620569
7,0.9804336448477387,0.78982028963876,0.8893910923772423,0.8805838489965373,0.7300414055992387,0.706179025119405,0.7186393871344096,0.6304562240521964,0.8367699428846851,0.9426909269488173,0.8846760147817545,0.9810618236178361,0.9521131210984153,0.8950804043840993,0.8825664416316157,0.940017577938127,0.8124742572480382
8,0.8938289752968753,0.7529233026071649,0.8439906979499816,0.842514066378349,0.8174979951918756,0.8771609459019797,0.7181745526545086,0.6391725272343121,0.7886420270558634,0.8714837219895525,0.7795254816764685,0.896872777655525,0.8571480571057468,0.8054605787590345,0.7041500140625362,0.6505734037069113,0.6108112847102497
9,1.0,0.7596497724287455,0.7713907391122693,0.8368000277114565,0.846795004285107,0.8505181487851752,0.9946045121691289,0.4444393225959046,0.7835398783072521,0.9107011991317105,1.0,0.9634060338084125,0.8659075302712198,0.8053791431550029,0.7101714434922808,0.6431014344155296,0.6140722057191075
