,precision,recall,f1-score,support
ABC,0.8345588235294118,0.521239954075775,0.6416961130742049,871.0
MX,0.23626373626373626,0.589041095890411,0.33725490196078434,219.0
accuracy,0.5348623853211009,0.5348623853211009,0.5348623853211009,0.5348623853211009
macro avg,0.535411279896574,0.555140524983093,0.48947550751749463,1090.0
weighted avg,0.7143509115008037,0.5348623853211009,0.5805285669881141,1090.0

TSS,0.07082255979314811
HSS1,0.6691176470588235
HSS2,13.23083088431737
GS,-0.49118221872723267
ORSS,-75060
SEDI,0.12052378733635731
