,precision,recall,f1-score,support
ABC,0.7894736842105263,0.625,0.6976744186046512,48.0
MX,0.3333333333333333,0.5294117647058824,0.409090909090909,17.0
accuracy,0.6,0.6,0.6,0.6
macro avg,0.5614035087719298,0.5772058823529411,0.5533826638477801,65.0
weighted avg,0.6701754385964911,0.6,0.6221987315010571,65.0

TSS,0.1228070175438597
HSS1,0.5789473684210527
HSS2,-0.18598382749326137
GS,-0.13853503184713378
ORSS,-288
SEDI,0.19056769618830816
