,R_VALUE,ABSNJZH,MEANJZD,MEANGBT,MEANGAM,MEANJZH,USFLUX,,,Hour,ABSNJZH,MEANGAM,MEANGBT,MEANJZD,MEANJZH,R_VALUE,USFLUX,,,,ABSNJZH,MEANGAM,MEANGBT,MEANJZD,MEANJZH,R_VALUE,USFLUX
0,0.016569746,0.388557346,0.814496082,1,0.974786973,0.565878297,0.016930506,,,0,0.063644573,0.320612016,0.84396315,0.968278237,0.983063281,0.730662289,0.013009625,,,0,0.006219121,0.026389295,0.066813615,0.075147711,0.063682152,0.05398694,0.000948293
1,0.0816,0.293627306,0.944255622,0.955296058,0.998668426,0.645501494,0.008634691,,,1,0.069566054,0.220654566,0.881946959,0.944668738,0.954289099,0.879356455,0.050104212,,,1,0.006797747,0.018161884,0.06982066,0.073315387,0.061818181,0.064973607,0.003652178
2,0.075636631,0.374056299,0.856816255,0.949625468,1,0.788127612,0,,,2,0.100815882,0.124210859,0.816637609,0.955460506,0.903596598,0.81068017,0.045360689,,,2,0.009851369,0.010223687,0.064650347,0.074152932,0.058534356,0.059899276,0.003306415
3,0.080771915,0.226207115,0.76028464,0.968191421,0.958797724,0.923141752,0.026473302,,,3,0.069283183,0.229210237,0.667045275,0.926955451,0.828401354,0.840230059,0.073023359,,,3,0.006770106,0.018866094,0.052807645,0.071940665,0.053663261,0.062082648,0.005322792
4,0.059962575,0.362581084,0.874241215,0.958444396,0.93369827,0.840680172,0.027638587,,,4,0.049478885,0.204014169,0.676878983,0.886342836,0.839178848,0.853697334,0.184144911,,,4,0.0048349,0.016792228,0.053586145,0.068788735,0.054361419,0.063077714,0.013422624
5,0.017805715,0.211954404,1,0.976569174,0.983672267,0.774027059,0.053856651,,,5,0.072619236,0.424056987,0.702286319,0.827808356,0.812733426,0.689770124,0.322932263,,,5,0.007096093,0.03490376,0.055597555,0.064245896,0.052648303,0.050965513,0.023539062
6,0.062549791,0.201601846,0.871571058,0.880270486,0.938184543,0.855317799,0.059067828,,,6,0.142794407,0.370565391,0.728896279,0.76560493,0.763655843,0.709692871,0.456651535,,,6,0.013953361,0.030500913,0.057704173,0.059418312,0.049469092,0.052437559,0.033286079
7,0.106981733,0.052508641,0.840210269,0.932004962,0.952722835,1,0.034176562,,,7,0.171559977,0.386117429,0.634408374,0.748196527,0.65767635,0.620609356,0.4969652,,,7,0.01676423,0.031780988,0.050223895,0.058067252,0.042603814,0.045855385,0.036224608
8,0.100530455,0.274626853,0.823712254,0.976054674,0.963167584,0.926757247,0.075781434,,,8,0.200110469,0.598057611,0.6310641,0.71854739,0.670071601,0.667170133,0.540510857,,,8,0.019554082,0.049225599,0.049959141,0.055766194,0.04340677,0.049295652,0.039398722
9,0.059070295,0.278617466,0.864556389,0.926187662,0.932121642,0.724988325,0.053296732,,,9,0.251364281,0.592561002,0.627142953,0.661512918,0.727155989,0.742320144,0.503662801,,,9,0.024562422,0.048773178,0.049648717,0.05133977,0.047104657,0.054848312,0.036712807
