,R_VALUE,ABSNJZH,MEANJZD,MEANGBT,MEANGAM,MEANJZH,USFLUX,,,Hour,ABSNJZH,MEANGAM,MEANGBT,MEANJZD,MEANJZH,R_VALUE,USFLUX,,,,ABSNJZH,MEANGAM,MEANGBT,MEANJZD,MEANJZH,R_VALUE,USFLUX
10,0.086282814,0.259793239,0.836100911,0.991410729,0.958697715,0.801427288,0.074681755,,,10,0.278841111,0.456958768,0.607052551,0.605685592,0.717596027,0.570603907,0.521561927,,,10,0.02724736,0.037611876,0.04805823,0.047007032,0.046485369,0.042160598,0.038017503
11,0.16328495,0.045318099,0.854089883,0.955329283,0.907509744,0.693126469,0.03827035,,,11,0.329985981,0.539278995,0.554456148,0.546892668,0.738704371,0.52037365,0.549409869,,,11,0.032245054,0.044387582,0.043894357,0.042444135,0.047852753,0.038449201,0.040047385
12,0.137252001,0.037325489,0.761531225,0.97199213,0.850616483,0.901364624,0.036665656,,,12,0.388494577,0.438172487,0.524945661,0.502621604,0.692991105,0.471472273,0.577220391,,,12,0.037962306,0.036065594,0.041558114,0.039008274,0.04489148,0.034835992,0.04207454
13,0.058189352,0,0.766909639,0.932382727,0.869037409,0.932494145,0.02388895,,,13,0.467307191,0.534000715,0.529270788,0.506816837,0.708112018,0.552090279,0.633835851,,,13,0.045663593,0.043953132,0.04190052,0.039333865,0.045871002,0.040792669,0.046201334
14,0.039762041,0.206703353,0.816652615,0.957936337,0.828244922,0.925996574,0.02270303,,,14,0.457002674,0.556249216,0.44241334,0.465962879,0.761253537,0.650566793,0.677764278,,,14,0.044656673,0.045784386,0.035024319,0.036163204,0.049313472,0.04806887,0.049403349
15,0.10943129,0.289932275,0.731780441,0.909590955,0.845813496,0.937053075,0.038284159,,,15,0.540531905,0.534751459,0.490193369,0.441795077,0.716380013,0.587058623,0.704606906,,,15,0.052818851,0.044014925,0.038806897,0.03428755,0.046406597,0.043376399,0.051359952
16,0.077281356,0.142213276,0.700445929,0.934394771,0.805436474,0.7106413,0.065418212,,,16,0.63034754,0.633400049,0.501661803,0.358495896,0.679689648,0.451976648,0.786862059,,,16,0.061595315,0.052134604,0.039714813,0.027822732,0.04402982,0.033395505,0.057355665
17,0.038557178,0.235664343,0.596996449,0.913595229,0.814740077,0.837092095,0.106364633,,,17,0.696572883,0.799904931,0.386370262,0.307840038,0.661326327,0.488439661,0.917052903,,,17,0.06806662,0.065839475,0.030587584,0.02389135,0.042840257,0.036089673,0.066845489
18,0.08138405,0.271537938,0.489350938,0.919259965,0.847771803,0.790367248,0.132346762,,,18,0.743138282,0.825115058,0.307770559,0.243673197,0.539032419,0.512936311,0.919189376,,,18,0.072616825,0.067914499,0.02436512,0.018911386,0.034918143,0.037899673,0.06700122
19,0.006582884,0.043719642,0.599447039,0.877422711,0.850107636,0.946168779,0.115036753,,,19,0.802613667,0.774018226,0.290183761,0.202027665,0.46297193,0.483122155,0.955701114,,,19,0.078428547,0.063708763,0.022972835,0.015679291,0.029990998,0.035696774,0.06966262
20,0.087152018,0.240700648,0.644065097,0.904375014,0.858554511,0.971417545,0.175539569,,,20,0.889849773,0.755755699,0.242434496,0.151581342,0.347871721,0.303409833,0.975621809,,,20,0.086952949,0.06220559,0.019192692,0.011764171,0.022534887,0.022418248,0.071114672
21,0.078417813,0.214253632,0.703460309,0.882090979,0.835799544,0.712664982,0.205781942,,,21,0.911784964,0.766083672,0.277556076,0.073461938,0.190549739,0.108919091,0.913492183,,,21,0.089096377,0.063055677,0.021973145,0.005701353,0.012343679,0.008047779,0.066585942
22,0.031061018,0.223037938,0.803579618,0.891696783,0.868423457,0.787424578,0.191958791,,,22,0.955544476,0.597915758,0.157059926,0.048023291,0.060370549,0.119933412,0.936903932,,,22,0.093372401,0.049213923,0.012433886,0.00372707,0.003910762,0.008861601,0.068292463
23,0.044180693,0.298358985,0.633842852,0.876128694,0.783009091,0.850810786,0.232407498,,,23,0.950440935,0.467655906,0.109965641,0.026745788,0.020357942,0.168964732,0.963406646,,,23,0.092873701,0.038492348,0.008705596,0.002075731,0.001318773,0.012484412,0.070224289
24,0,0.278896051,0.628778127,0.88069361,0.810974588,0.789616926,0.247789781,,,,10.23369291,12.1493212,12.63160438,12.8849997,15.43702974,13.5340563,13.7189947,,,,,,,,,,
25,0.039032536,0.357083987,0.81695234,0.825762236,0.79197001,0.713770048,0.31412856,,,,,,,,,,,,,,,,,,,,
26,0.12499879,0.615328946,0.736988155,0.814020559,0.827914636,0.562642334,0.333380149,,,,,,,,,,,,,,,,,,,,
27,0.086913599,0.454196978,0.650062211,0.816195698,0.821820244,0.719783542,0.314445121,,,,,,,,,,,,,,,,,,,,
28,0.112151253,0.414778975,0.678650765,0.802369677,0.810987652,0.663037773,0.404917705,,,,,,,,,,,,,,,,,,,,
29,0.173969371,0.450206646,0.793688475,0.812428029,0.814661281,0.751980269,0.430882324,,,,,,,,,,,,,,,,,,,,
30,0.146642245,0.326662584,0.681283485,0.765870452,0.768476479,0.657911437,0.414095126,,,,,,,,,,,,,,,,,,,,
31,0.132311052,0.427373703,0.6996176,0.729258066,0.798597962,0.744061406,0.472151159,,,,,,,,,,,,,,,,,,,,
32,0.088864595,0.272764212,0.760015012,0.769958069,0.736942242,0.673498232,0.478990098,,,,,,,,,,,,,,,,,,,,
33,0.172184772,0.375819809,0.709876825,0.750510036,0.699601253,0.721013012,0.487138968,,,,,,,,,,,,,,,,,,,,
34,0.140726425,0.384263887,0.683719363,0.769133216,0.683208808,0.582451606,0.494716374,,,,,,,,,,,,,,,,,,,,
35,0.137729773,0.363479177,0.503230357,0.732749452,0.661259629,0.648927541,0.472912646,,,,,,,,,,,,,,,,,,,,
36,0.174829338,0.329486578,0.640659841,0.766162957,0.652044288,0.448793004,0.475469902,,,,,,,,,,,,,,,,,,,,
37,0.210190521,0.393588986,0.684897783,0.734286256,0.654308485,0.684703521,0.531115736,,,,,,,,,,,,,,,,,,,,
38,0.194323826,0.459768516,0.659534526,0.738650752,0.637560538,0.738171107,0.510611342,,,,,,,,,,,,,,,,,,,,
39,0.216134492,0.384972455,0.473703232,0.728953329,0.608274385,0.709138645,0.5192172,,,,,,,,,,,,,,,,,,,,
40,0.159381089,0.688633018,0.542102589,0.689181678,0.678879295,0.596485771,0.547300994,,,,,,,,,,,,,,,,,,,,
41,0.217535871,0.749983853,0.711689323,0.714026672,0.670889265,0.631081185,0.561612015,,,,,,,,,,,,,,,,,,,,
42,0.194246064,0.586703833,0.706243496,0.733484106,0.707494559,0.756846399,0.541027198,,,,,,,,,,,,,,,,,,,,
43,0.21325483,0.579994897,0.721581857,0.727091164,0.684820499,0.642298662,0.533396879,,,,,,,,,,,,,,,,,,,,
44,0.215512858,0.581247103,0.70847873,0.707588237,0.739045268,0.80267416,0.536865998,,,,,,,,,,,,,,,,,,,,
45,0.255004034,0.631568232,0.562557064,0.697522621,0.713282501,0.783713464,0.514109003,,,,,,,,,,,,,,,,,,,,
46,0.254379982,0.602178081,0.593560409,0.653482448,0.755129906,0.727959197,0.508055691,,,,,,,,,,,,,,,,,,,,
47,0.29043295,0.624054624,0.649556503,0.631300585,0.745172724,0.715396564,0.499791863,,,,,,,,,,,,,,,,,,,,
48,0.24149158,0.523756969,0.621562059,0.617670699,0.683149546,0.681857338,0.459491448,,,,,,,,,,,,,,,,,,,,
49,0.26372175,0.437011156,0.651407199,0.621776855,0.717848255,0.686652223,0.494740731,,,,,,,,,,,,,,,,,,,,
50,0.271929664,0.505101071,0.587740785,0.606484439,0.658511346,0.610984306,0.517121892,,,,,,,,,,,,,,,,,,,,
51,0.268727718,0.432737167,0.684153312,0.602515093,0.733215976,0.592029786,0.526539049,,,,,,,,,,,,,,,,,,,,
52,0.28148467,0.448723929,0.657616354,0.599696766,0.735385803,0.491739091,0.521926901,,,,,,,,,,,,,,,,,,,,
53,0.308341751,0.461220514,0.454345105,0.597954809,0.743018756,0.471614129,0.547481062,,,,,,,,,,,,,,,,,,,,
54,0.321740292,0.533105705,0.582857473,0.571691676,0.803794213,0.432460763,0.554723903,,,,,,,,,,,,,,,,,,,,
55,0.354927499,0.497069637,0.602593071,0.549287639,0.743539476,0.55371635,0.536497313,,,,,,,,,,,,,,,,,,,,
56,0.297553756,0.704141831,0.530320336,0.54864579,0.733943235,0.494177975,0.564244417,,,,,,,,,,,,,,,,,,,,
57,0.361697881,0.494509327,0.50422101,0.526837641,0.722585645,0.544573754,0.546202677,,,,,,,,,,,,,,,,,,,,
58,0.31401048,0.467568473,0.552288851,0.538000593,0.689659288,0.576939408,0.545381035,,,,,,,,,,,,,,,,,,,,
59,0.351210307,0.405036093,0.514135535,0.528220089,0.730215295,0.366622296,0.584066199,,,,,,,,,,,,,,,,,,,,
60,0.382276133,0.531479862,0.559327046,0.495104345,0.69244662,0.481263201,0.584755366,,,,,,,,,,,,,,,,,,,,
61,0.379626737,0.470520053,0.49497451,0.508038088,0.672996472,0.509624533,0.558637019,,,,,,,,,,,,,,,,,,,,
62,0.368981038,0.39900727,0.543506896,0.506215381,0.671601994,0.441356467,0.565026985,,,,,,,,,,,,,,,,,,,,
63,0.46037867,0.384819157,0.512784318,0.475530116,0.697695146,0.558494869,0.593616386,,,,,,,,,,,,,,,,,,,,
64,0.456160309,0.412083461,0.505913197,0.531205373,0.671120166,0.483149026,0.612972546,,,,,,,,,,,,,,,,,,,,
65,0.482324497,0.553208535,0.574461334,0.519427772,0.672434936,0.443338189,0.61269509,,,,,,,,,,,,,,,,,,,,
66,0.43897813,0.5789559,0.59759789,0.503216744,0.735003398,0.669284267,0.647478613,,,,,,,,,,,,,,,,,,,,
67,0.470724917,0.559722144,0.486265423,0.506164304,0.721864118,0.523192537,0.639062353,,,,,,,,,,,,,,,,,,,,
68,0.488348103,0.566033536,0.482116098,0.474069993,0.740137473,0.641487375,0.656970651,,,,,,,,,,,,,,,,,,,,
69,0.496162946,0.672215109,0.458954334,0.472165881,0.799718667,0.601463627,0.669322284,,,,,,,,,,,,,,,,,,,,
70,0.445231806,0.570822636,0.38343977,0.491083359,0.737580789,0.696988789,0.659962218,,,,,,,,,,,,,,,,,,,,
71,0.420345311,0.419980057,0.419108268,0.475231307,0.772968711,0.626494469,0.670012662,,,,,,,,,,,,,,,,,,,,
72,0.455840079,0.484623213,0.4504739,0.429193634,0.771360989,0.622012024,0.694187244,,,,,,,,,,,,,,,,,,,,
73,0.467433228,0.633605065,0.500090427,0.462140215,0.724638527,0.705875057,0.695336983,,,,,,,,,,,,,,,,,,,,
74,0.525352157,0.615349002,0.421062102,0.459367434,0.738856727,0.597492792,0.695359513,,,,,,,,,,,,,,,,,,,,
75,0.498871988,0.520737532,0.493887971,0.473959355,0.695629327,0.667599465,0.689346723,,,,,,,,,,,,,,,,,,,,
76,0.525971567,0.438174193,0.54880746,0.438108512,0.721478941,0.641847328,0.691515576,,,,,,,,,,,,,,,,,,,,
77,0.576294751,0.50059022,0.418580354,0.421047028,0.711390269,0.568088194,0.696103838,,,,,,,,,,,,,,,,,,,,
78,0.57616906,0.59890635,0.568628956,0.416493054,0.7145448,0.460265336,0.750708881,,,,,,,,,,,,,,,,,,,,
79,0.622239244,0.588053199,0.494317394,0.39099673,0.703494526,0.521229706,0.772705928,,,,,,,,,,,,,,,,,,,,
80,0.610335449,0.58746084,0.509955389,0.380873742,0.680880831,0.467507583,0.774305479,,,,,,,,,,,,,,,,,,,,
81,0.586027941,0.660475783,0.556109066,0.345248694,0.673166057,0.467824717,0.777347777,,,,,,,,,,,,,,,,,,,,
82,0.672240948,0.670297026,0.543780651,0.362510419,0.648910603,0.420584287,0.800645641,,,,,,,,,,,,,,,,,,,,
83,0.660894119,0.660713396,0.404146516,0.312849896,0.691996222,0.382736946,0.809305472,,,,,,,,,,,,,,,,,,,,
84,0.671261828,0.740405869,0.524928197,0.319017658,0.697011019,0.483307382,0.905640762,,,,,,,,,,,,,,,,,,,,
85,0.685566901,0.847818285,0.30707218,0.34235528,0.681750999,0.431428304,0.906570817,,,,,,,,,,,,,,,,,,,,
86,0.668137261,0.741205141,0.34901092,0.328209893,0.655085435,0.458314046,0.909343917,,,,,,,,,,,,,,,,,,,,
87,0.70182752,0.761175087,0.392864192,0.289750507,0.644403714,0.553185895,0.905319618,,,,,,,,,,,,,,,,,,,,
88,0.756070905,0.908920272,0.357975821,0.259866852,0.628380469,0.515962676,0.958389402,,,,,,,,,,,,,,,,,,,,
89,0.729700561,1,0.311609941,0.281600824,0.601150141,0.403770981,0.9725911,,,,,,,,,,,,,,,,,,,,
90,0.750092142,0.858620254,0.374351405,0.246993873,0.591656158,0.465058931,0.913934529,,,,,,,,,,,,,,,,,,,,
91,0.718081427,0.853219249,0.336164101,0.244065608,0.560794265,0.674598811,0.902713974,,,,,,,,,,,,,,,,,,,,
92,0.740524683,0.730333833,0.287998685,0.227042729,0.486207859,0.548899812,0.890537062,,,,,,,,,,,,,,,,,,,,
93,0.777292598,0.683401953,0.228728665,0.218662953,0.455353675,0.472353021,0.916170216,,,,,,,,,,,,,,,,,,,,
94,0.740978655,0.722661618,0.258343539,0.18452273,0.528886411,0.530609055,0.941732204,,,,,,,,,,,,,,,,,,,,
95,0.784155326,0.887280446,0.193604667,0.204395896,0.466131253,0.625865666,0.95844978,,,,,,,,,,,,,,,,,,,,
96,0.792102903,0.815211846,0.357526785,0.23097442,0.425509016,0.538690823,0.952126022,,,,,,,,,,,,,,,,,,,,
97,0.849953694,0.73009481,0.275344569,0.187385576,0.434158731,0.391577278,0.960791227,,,,,,,,,,,,,,,,,,,,
98,0.845877757,0.71484241,0.366099245,0.202859704,0.460174238,0.328867951,0.965406338,,,,,,,,,,,,,,,,,,,,
99,0.893702899,0.793858394,0.302230316,0.160416792,0.41259166,0.414853856,0.944359839,,,,,,,,,,,,,,,,,,,,
100,0.866134567,0.815382103,0.1973797,0.158519901,0.34108699,0.339081848,0.980820289,,,,,,,,,,,,,,,,,,,,
101,0.870697682,0.748042651,0.272070553,0.161015044,0.357037108,0.325105441,1,,,,,,,,,,,,,,,,,,,,
102,0.917829145,0.647689167,0.223567899,0.14133647,0.304819195,0.328758755,0.98929124,,,,,,,,,,,,,,,,,,,,
103,0.90088457,0.773806181,0.216924011,0.136618504,0.323823653,0.109249264,0.963637678,,,,,,,,,,,,,,,,,,,,
104,0.914135844,0.877674673,0.244351342,0.094767548,0.23150284,0,0.941111375,,,,,,,,,,,,,,,,,,,,
105,0.933643526,0.798900125,0.294312854,0.124700642,0.24914346,0.112580793,0.932563958,,,,,,,,,,,,,,,,,,,,
106,0.937597241,0.765993359,0.369568519,0.044783066,0.166503347,0.116273248,0.900452729,,,,,,,,,,,,,,,,,,,,
107,0.888057032,0.692434588,0.237418545,0.063231456,0.1786538,0.162761479,0.913582736,,,,,,,,,,,,,,,,,,,,
108,0.885491177,0.695415613,0.242129122,0.039826976,0.126945249,0.152979933,0.879750116,,,,,,,,,,,,,,,,,,,,
109,0.924546872,0.675995332,0.143739203,0.023024632,0.104343298,0.166974826,0.891897065,,,,,,,,,,,,,,,,,,,,
110,0.885171747,0.564167686,0.246670401,0.041301427,0.066568223,0.135585066,0.908735281,,,,,,,,,,,,,,,,,,,,
111,1,0.650232748,0.104172278,0.060717128,0.056731865,0.106409272,0.938523454,,,,,,,,,,,,,,,,,,,,
112,0.975968398,0.51795236,0.169415261,0.047780525,0.037804769,0.100159459,0.987337945,,,,,,,,,,,,,,,,,,,,
113,0.992035364,0.581230666,0.121302489,0.067292741,0.036404592,0.090538437,0.958025916,,,,,,,,,,,,,,,,,,,,
114,0.929910734,0.34814381,0.109223276,0.040265468,0.016378937,0.182939973,0.923584726,,,,,,,,,,,,,,,,,,,,
115,0.988751272,0.520263414,0,0.064829411,0.02538735,0.195305177,0.979801911,,,,,,,,,,,,,,,,,,,,
116,0.950087565,0.533937689,0.222650648,0.023750828,0.00548498,0.162395459,0.950297936,,,,,,,,,,,,,,,,,,,,
117,0.921372212,0.416539304,0.043937439,0,0.054538442,0.204562364,0.980118483,,,,,,,,,,,,,,,,,,,,
118,0.962082894,0.519395312,0.17401684,0.004883233,0,0.099620688,0.983230175,,,,,,,,,,,,,,,,,,,,
