,time_start,time_peak,time_end,nar,xray_class,is_coincident
4127,2011-03-05 12:46:00,2011-03-05 12:48:00,2011-03-05 12:53:00,11163,C,False
4128,2011-07-08 02:53:00,2011-07-08 02:57:00,2011-07-08 03:09:00,11243,B,False
4129,2011-07-09 09:21:00,2011-07-09 09:25:00,2011-07-09 09:28:00,11243,B,False
4141,2012-10-08 23:56:00,2012-10-09 01:06:00,2012-10-09 02:01:00,11589,C,False
4157,2015-03-27 06:30:00,2015-03-27 06:36:00,2015-03-27 06:41:00,12303,C,False
4168,2017-04-08 23:51:00,2017-04-09 00:16:00,2017-04-09 00:23:00,12650,B,False
4172,2017-06-26 07:23:00,2017-06-26 07:28:00,2017-06-26 07:33:00,12664,B,False
4173,2018-04-28 20:26:00,2018-04-28 20:32:00,2018-04-28 20:46:00,12706,B,False
4186,2010-09-05 14:48:00,2010-09-05 14:58:00,2010-09-05 15:08:00,11105,B,False
4190,2012-03-10 13:22:00,2012-03-10 13:26:00,2012-03-10 13:29:00,11432,C,False
4191,2012-03-12 11:57:00,2012-03-12 12:09:00,2012-03-12 12:19:00,11432,C,False
4208,2014-06-09 12:24:00,2014-06-09 12:29:00,2014-06-09 12:33:00,12085,C,False
4209,2014-06-10 16:35:00,2014-06-10 16:38:00,2014-06-10 16:42:00,12085,C,False
4211,2014-06-12 21:34:00,2014-06-12 22:16:00,2014-06-12 22:52:00,12085,M,False
4228,2012-01-19 13:44:00,2012-01-19 16:05:00,2012-01-19 17:50:00,11402,M,False
4229,2012-01-24 09:46:00,2012-01-24 09:53:00,2012-01-24 09:59:00,11402,C,False
4239,2013-01-01 22:52:00,2013-01-01 22:58:00,2013-01-01 23:01:00,11640,B,False
4244,2013-04-02 15:10:00,2013-04-02 15:15:00,2013-04-02 15:19:00,11713,B,False
4247,2013-04-09 00:14:00,2013-04-09 00:21:00,2013-04-09 00:30:00,11713,C,False
4250,2013-12-20 11:35:00,2013-12-20 11:57:00,2013-12-20 12:07:00,11934,M,False
4257,2013-12-28 13:06:00,2013-12-28 13:15:00,2013-12-28 13:31:00,11934,C,False
4281,2015-12-17 12:22:00,2015-12-17 12:35:00,2015-12-17 12:49:00,12470,C,False
4284,2016-03-24 12:55:00,2016-03-24 12:58:00,2016-03-24 13:01:00,12526,B,False
4290,2017-06-17 02:51:00,2017-06-17 02:57:00,2017-06-17 03:01:00,12663,B,False
4300,2021-07-27 22:08:00,2021-07-27 22:26:00,2021-07-27 22:40:00,12849,B,False
4315,2013-02-11 16:04:00,2013-02-11 16:12:00,2013-02-11 16:19:00,11670,B,False
4326,2013-06-28 16:50:00,2013-06-28 17:05:00,2013-06-28 17:23:00,11778,C,False
4332,2014-07-09 04:05:00,2014-07-09 04:09:00,2014-07-09 04:12:00,12109,C,False
4334,2015-04-22 01:38:00,2015-04-22 01:44:00,2015-04-22 01:50:00,12324,C,False
4335,2015-04-23 05:06:00,2015-04-23 05:18:00,2015-04-23 05:23:00,12324,C,False
4396,2013-11-12 15:30:00,2013-11-12 15:34:00,2013-11-12 15:37:00,11899,C,False
4400,2013-11-15 02:20:00,2013-11-15 02:29:00,2013-11-15 02:33:00,11899,M,False
4402,2014-04-20 04:21:00,2014-04-20 04:27:00,2014-04-20 04:41:00,12038,C,False
4415,2016-05-11 14:14:00,2016-05-11 14:22:00,2016-05-11 14:27:00,12542,B,False
4417,2016-05-14 07:44:00,2016-05-14 07:52:00,2016-05-14 07:58:00,12542,B,False
4418,2016-05-15 15:19:00,2016-05-15 16:03:00,2016-05-15 17:33:00,12542,C,False
4419,2016-10-07 00:36:00,2016-10-07 00:40:00,2016-10-07 00:44:00,12598,B,False
4423,2020-12-12 20:29:00,2020-12-12 20:42:00,2020-12-12 20:52:00,12792,B,False
4427,2020-12-14 14:09:00,2020-12-14 14:37:00,2020-12-14 14:56:00,12792,C,False
4429,2011-01-05 23:23:00,2011-01-05 23:27:00,2011-01-05 23:29:00,11141,B,False
4433,2011-04-29 01:26:00,2011-04-29 01:29:00,2011-04-29 01:31:00,11199,B,False
4483,2014-12-26 11:34:00,2014-12-26 11:38:00,2014-12-26 11:44:00,12248,C,False
4488,2015-05-18 08:16:00,2015-05-18 08:21:00,2015-05-18 08:23:00,12349,C,False
4492,2015-05-21 06:57:00,2015-05-21 07:06:00,2015-05-21 07:17:00,12349,C,False
4535,2010-09-27 00:14:00,2010-09-27 00:18:00,2010-09-27 00:21:00,11110,B,False
4541,2010-09-29 09:34:00,2010-09-29 09:37:00,2010-09-29 09:41:00,11110,B,False
4555,2012-11-11 02:11:00,2012-11-11 02:33:00,2012-11-11 02:52:00,11614,M,False
4561,2012-11-14 16:58:00,2012-11-14 17:04:00,2012-11-14 17:10:00,11614,B,False
4566,2013-01-05 08:08:00,2013-01-05 08:11:00,2013-01-05 08:14:00,11650,C,False
4579,2014-04-30 14:45:00,2014-04-30 14:49:00,2014-04-30 14:51:00,12047,B,False
4595,2016-02-02 04:52:00,2016-02-02 05:00:00,2016-02-02 05:14:00,12492,B,False
4596,2017-09-27 13:51:00,2017-09-27 14:06:00,2017-09-27 14:29:00,12682,B,False
4622,2010-10-19 13:19:00,2010-10-19 13:24:00,2010-10-19 13:29:00,11113,B,False
4641,2015-11-08 02:32:00,2015-11-08 02:35:00,2015-11-08 02:38:00,12449,B,False
4642,2016-03-13 21:44:00,2016-03-13 21:48:00,2016-03-13 21:52:00,12521,B,False
4667,2016-01-21 13:22:00,2016-01-21 13:51:00,2016-01-21 14:19:00,12487,C,False
4675,2017-09-25 17:09:00,2017-09-25 17:12:00,2017-09-25 17:14:00,12681,B,False
4682,2011-05-14 11:43:00,2011-05-14 11:47:00,2011-05-14 11:52:00,11210,B,False
4683,2011-06-04 16:32:00,2011-06-04 16:47:00,2011-06-04 17:00:00,11228,B,False
4693,2012-08-11 11:55:00,2012-08-11 12:20:00,2012-08-11 12:57:00,11540,M,False
4695,2013-08-05 19:01:00,2013-08-05 19:05:00,2013-08-05 19:08:00,11810,B,False
4697,2013-08-07 14:42:00,2013-08-07 14:58:00,2013-08-07 15:11:00,11810,B,False
4701,2014-03-03 15:54:00,2014-03-03 15:58:00,2014-03-03 16:01:00,11989,M,False
4703,2014-08-01 17:55:00,2014-08-01 18:13:00,2014-08-01 18:48:00,12127,M,False
4712,2010-08-16 02:20:00,2010-08-16 02:37:00,2010-08-16 02:49:00,11098,B,False
4721,2012-07-31 23:54:00,2012-07-31 23:59:00,2012-08-01 00:04:00,11536,C,False
4725,2013-05-29 03:12:00,2013-05-29 03:25:00,2013-05-29 03:36:00,11757,B,False
4727,2013-05-31 05:31:00,2013-05-31 05:36:00,2013-05-31 05:43:00,11757,B,False
4733,2013-12-02 14:34:00,2013-12-02 14:44:00,2013-12-02 15:09:00,11913,C,False
4734,2014-05-07 16:07:00,2014-05-07 16:29:00,2014-05-07 17:03:00,12055,M,False
4737,2015-06-18 00:33:00,2015-06-18 01:27:00,2015-06-18 01:55:00,12365,M,False
4739,2015-09-11 21:30:00,2015-09-11 21:37:00,2015-09-11 21:43:00,12414,C,False
4741,2015-09-13 05:20:00,2015-09-13 05:24:00,2015-09-13 05:33:00,12414,B,False
4743,2017-04-26 17:36:00,2017-04-26 17:48:00,2017-04-26 17:59:00,12653,B,False
4744,2017-04-28 17:09:00,2017-04-28 17:12:00,2017-04-28 17:15:00,12653,B,False
4750,2011-06-17 17:05:00,2011-06-17 17:40:00,2011-06-17 17:56:00,11237,B,False
4754,2012-03-13 01:45:00,2012-03-13 01:50:00,2012-03-13 01:56:00,11433,C,False
4756,2013-04-11 00:19:00,2013-04-11 00:28:00,2013-04-11 00:35:00,11711,C,False
4757,2013-05-07 05:35:00,2013-05-07 05:39:00,2013-05-07 05:43:00,11736,C,False
4763,2013-11-08 09:22:00,2013-11-08 09:28:00,2013-11-08 09:31:00,11891,M,False
4764,2014-04-25 23:54:00,2014-04-26 00:42:00,2014-04-26 02:03:00,12045,C,False
4766,2015-01-26 06:08:00,2015-01-26 06:27:00,2015-01-26 06:49:00,12271,C,False
4767,2015-01-29 09:18:00,2015-01-29 09:22:00,2015-01-29 09:29:00,12271,C,False
4769,2010-11-25 20:59:00,2010-11-25 21:03:00,2010-11-25 21:05:00,11127,B,False
4770,2011-03-08 09:32:00,2011-03-08 09:35:00,2011-03-08 09:39:00,11170,C,False
4774,2011-04-13 07:55:00,2011-04-13 07:59:00,2011-04-13 08:03:00,11191,C,False
4775,2012-01-04 02:19:00,2012-01-04 02:22:00,2012-01-04 02:26:00,11390,B,False
4777,2012-01-19 12:41:00,2012-01-19 12:50:00,2012-01-19 13:00:00,11396,C,False
4780,2012-04-20 03:15:00,2012-04-20 03:22:00,2012-04-20 03:28:00,11462,C,False
4783,2013-03-13 16:15:00,2013-03-13 16:20:00,2013-03-13 16:25:00,11696,C,False
4785,2013-03-15 15:09:00,2013-03-15 15:17:00,2013-03-15 15:22:00,11696,C,False
4787,2013-06-21 02:30:00,2013-06-21 03:14:00,2013-06-21 03:43:00,11777,M,False
4789,2014-03-01 15:40:00,2014-03-01 16:00:00,2014-03-01 16:09:00,11987,C,False
4790,2014-03-02 15:47:00,2014-03-02 16:45:00,2014-03-02 17:00:00,11987,C,False
4791,2014-04-23 23:22:00,2014-04-23 23:53:00,2014-04-24 00:05:00,12044,C,False
4792,2014-06-13 11:57:00,2014-06-13 12:02:00,2014-06-13 12:12:00,12082,C,False
4796,2015-04-29 16:20:00,2015-04-29 16:34:00,2015-04-29 16:52:00,12327,C,False
4798,2016-02-21 13:00:00,2016-02-21 13:04:00,2016-02-21 13:08:00,12505,B,False
4804,2017-10-20 23:10:00,2017-10-20 23:28:00,2017-10-20 23:37:00,12685,M,False
4805,2020-09-24 00:20:00,2020-09-24 00:37:00,2020-09-24 00:49:00,12773,B,False
4808,2010-05-04 04:42:00,2010-05-04 04:46:00,2010-05-04 04:49:00,11068,B,False
4810,2010-06-12 03:57:00,2010-06-12 04:06:00,2010-06-12 04:17:00,11080,C,False
4812,2012-11-17 02:59:00,2012-11-17 03:08:00,2012-11-17 03:23:00,11615,C,False
4813,2012-11-18 03:55:00,2012-11-18 04:07:00,2012-11-18 04:15:00,11615,C,False
4815,2013-05-18 06:32:00,2013-05-18 06:56:00,2013-05-18 07:09:00,11752,C,False
4816,2013-05-19 08:35:00,2013-05-19 08:38:00,2013-05-19 08:40:00,11752,C,False
4819,2014-01-01 07:21:00,2014-01-01 07:26:00,2014-01-01 07:29:00,11940,C,False
4820,2014-01-24 23:36:00,2014-01-24 23:44:00,2014-01-24 23:49:00,11960,C,False
4822,2014-02-26 10:50:00,2014-02-26 10:54:00,2014-02-26 10:58:00,11984,C,False
4825,2014-03-22 12:59:00,2014-03-22 13:03:00,2014-03-22 13:06:00,12015,C,False
4826,2014-03-24 02:42:00,2014-03-24 02:47:00,2014-03-24 02:49:00,12015,C,False
4830,2015-05-11 17:44:00,2015-05-11 17:47:00,2015-05-11 17:49:00,12345,C,False
4832,2016-01-17 10:36:00,2016-01-17 10:49:00,2016-01-17 11:12:00,12485,B,False
4834,2016-06-16 00:20:00,2016-06-16 00:25:00,2016-06-16 00:34:00,12553,B,False
4835,2010-06-13 05:30:00,2010-06-13 05:39:00,2010-06-13 05:44:00,11079,M,False
4837,2010-11-25 00:46:00,2010-11-25 00:50:00,2010-11-25 00:54:00,11128,B,False
4838,2011-11-30 20:20:00,2011-11-30 20:28:00,2011-11-30 20:39:00,11364,C,False
4841,2014-12-11 01:21:00,2014-12-11 01:24:00,2014-12-11 01:26:00,12236,C,False
4842,2014-12-12 19:23:00,2014-12-12 19:28:00,2014-12-12 19:30:00,12236,C,False
4843,2015-07-13 23:45:00,2015-07-13 23:48:00,2015-07-13 23:50:00,12386,B,False
4846,2021-07-21 10:54:00,2021-07-21 11:00:00,2021-07-21 11:07:00,12847,B,False
4847,2021-09-23 02:04:00,2021-09-23 02:13:00,2021-09-23 02:20:00,12875,B,False
4848,2021-09-24 20:19:00,2021-09-24 20:23:00,2021-09-24 20:27:00,12875,B,False
4849,2011-05-14 00:57:00,2011-05-14 00:58:00,2011-05-14 01:00:00,11213,B,False
4850,2012-02-12 16:18:00,2012-02-12 16:22:00,2012-02-12 16:24:00,11418,B,False
4851,2012-11-10 04:22:00,2012-11-10 05:04:00,2012-11-10 05:47:00,11608,C,False
4852,2013-01-04 08:22:00,2013-01-04 09:18:00,2013-01-04 10:34:00,11639,C,False
4853,2014-03-22 06:58:00,2014-03-22 07:02:00,2014-03-22 07:05:00,12011,M,False
4854,2015-02-15 00:46:00,2015-02-15 00:51:00,2015-02-15 00:56:00,12283,B,False
4855,2017-02-04 12:59:00,2017-02-04 13:12:00,2017-02-04 13:45:00,12632,B,False
4856,2021-02-02 13:46:00,2021-02-02 13:53:00,2021-02-02 14:00:00,12801,B,False
4857,2021-10-09 06:19:00,2021-10-09 06:38:00,2021-10-09 06:53:00,12882,M,False
