,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,USFLUX
0,0.3323395310776175,0.02614437200829385,0.9828109074837057,0.9527674501899546,0.966854605415195,0.9375603767350872,0.8572887107407652,0.7233402742490048,0.4044556990961283,0.9494605221154832,0.06429841028351255,0.1694648923887073,0.9357958290072255,0.3757079056059617,0.041435385805561796,0.013955928539090851
1,0.2647993396253018,0.10162128524299782,0.9546623926647169,0.9546659843500087,0.9439990796668971,0.8605181042434307,0.8892323501857323,0.8648329606766637,0.3983788267701227,0.8720497157087387,0.06979911631886372,0.21239723416274767,0.8552360266349884,0.31989528998827105,0.06549529927063531,0.05240040063252942
2,0.13851782332548396,0.13010356510158894,0.8960008905002669,0.9411235650530589,0.9551639568286143,0.9272315516828795,0.8155611873861577,0.7987481779499936,0.4053142082024189,0.8469507730427802,0.09607872967249975,0.0978281364329172,0.7942905893040751,0.15479993710492987,0.03948138470847866,0.031628442985023875
3,0.2303597128890808,0.09691172590921197,0.8224197531341874,0.9109311819991787,0.9208347716155444,0.889774179620425,0.6501747902784097,0.826970505114244,0.37752071206007054,0.7525324513794309,0.06719249879878368,0.1842367545647729,0.651184280548987,0.03571998675253188,0.04519148332987823,0.059238520699867216
4,0.201672961976256,0.12495016608804348,0.8217073800063481,0.8876714822774148,0.8786277094608715,0.8175255757697991,0.6649383183708549,0.867638024961572,0.465738841490743,0.7760104357534671,0.0481748955880609,0.252604559316452,0.6705602038723921,0.18498406269114656,0.16105564240950423,0.16646205339851505
5,0.442456876137659,0.09098044830920402,0.7818930073783852,0.8485441875039512,0.8235604444987062,0.7268458076347281,0.7355549375241084,0.7126643357925798,0.40498210684114255,0.684752455252576,0.07297121159524855,0.4459780626281547,0.567026561436901,0.46674881279903735,0.31293079833427345,0.3015803954448422
6,0.3740898289198827,0.12039478230567072,0.7343160377099209,0.7791532095418384,0.7633638014174663,0.6824034833199845,0.7731949719164295,0.7404733695580067,0.30441350031908276,0.6771226457790014,0.144506407829671,0.3767996654117277,0.5900972004934678,0.7171583625410507,0.41980935039257544,0.4356724225509006
7,0.3914656298256794,0.20910807838612572,0.637761427025036,0.7134284451334004,0.7405535572623212,0.7360163368978739,0.6775598767523742,0.6531123954700643,0.07424478073417251,0.6125752025533837,0.17241897607034118,0.48803316192088336,0.5003204171750087,0.7848125870403415,0.45154946152000147,0.4783623633437865
8,0.5991766904205562,0.29118932752480914,0.6549869066463238,0.7010964210092074,0.7083188027320098,0.6521219640367364,0.6624772307571136,0.7247003420589592,0.1485546050892097,0.5531639182405241,0.20039762706443062,0.6134181007170634,0.422175957101308,0.9025324518427524,0.4956610352936873,0.5233082959675591
9,0.6040809589641349,0.2213074205303557,0.7127455397194936,0.6436447592455176,0.6509354276682547,0.6165712833397248,0.6572021367403633,0.8096823097390848,0.13839643872457405,0.6650342623602119,0.2523892355456974,0.591325214441071,0.5444063923437312,0.6585233741895882,0.4588948190184067,0.4796509347984439
10,0.4680431443870141,0.22678733482739374,0.69828313127147,0.5799285118634934,0.5903478641342497,0.5329757906389926,0.6317187387714852,0.6542700088643519,0.07179218619025043,0.6533156856147591,0.27828360135953123,0.506691883102248,0.529908910340639,0.43217945031326355,0.45324479596524203,0.4869233480990303
11,0.5487769123092593,0.3349136828232839,0.7193904664123605,0.5819403114257578,0.5398801134499693,0.5056561278278717,0.5532863349110192,0.6233783454880403,0.267322693659768,0.6891841090232881,0.329282400410815,0.5068719561419804,0.5982923864436389,0.41388842268280274,0.4859521634021953,0.5161958190008832
12,0.457069621762577,0.41316955661227067,0.6776007579606342,0.5350651466356035,0.49869623976624194,0.5243782220732174,0.5360976347437911,0.5846803234374897,0.37474219350341353,0.659281552137587,0.3866319013557606,0.5025354537905455,0.5919638815386913,0.3710689985388605,0.5462691524200387,0.5487934930252949
13,0.5363128210103634,0.4787391500414011,0.6959696831468636,0.5661158359927406,0.5006344624147105,0.5323327021903832,0.5425463450167427,0.6436411429119175,0.6078485785780883,0.6947362623078115,0.46600494242178614,0.6342488537772523,0.6195170175945759,0.40066289663839855,0.6071872329642913,0.6107005136950018
14,0.567035781571412,0.5111453772240455,0.749176975886721,0.5628875793741022,0.4590350689050767,0.5226761064327674,0.4560088180563093,0.7027450270000227,0.7595281393870277,0.7845209416190508,0.4566146158980143,0.6416629157940557,0.7414437400365257,0.45621046539250465,0.6517336239064825,0.660056639492528
15,0.5363792120853831,0.6258192040514639,0.70451986194359,0.5369354358262927,0.43795396481908994,0.5667136667604129,0.5066271114757747,0.6396945371151241,0.7818036042178335,0.800408821411742,0.541343037019158,0.5897874220928647,0.7940590379673689,0.46938747761327193,0.6908922822334965,0.6900347605364203
16,0.634283856277117,0.7536724946086534,0.6667672660545261,0.4721376794982984,0.3551102161549817,0.4516693323347799,0.5187414875213436,0.5042152704279976,0.8008348150914107,0.7168845768548865,0.6329036153261861,0.6776130913422334,0.6956581648827833,0.575496642074578,0.7412084630095066,0.7757866530232764
17,0.7924639909947124,0.8542273620970484,0.6465021181402011,0.3951106965988772,0.30455785570782246,0.39949541794039195,0.4021422163346511,0.5164520127574257,0.9375011539038564,0.7487454941653293,0.6984569488906588,0.8480732871284008,0.7197666592357161,0.8802507460622216,0.8689042114494754,0.9135005357612875
18,0.8184493421219159,0.9057490871976543,0.5203808018580551,0.31089013913314445,0.23447962987582546,0.30408517837736604,0.32880779259645376,0.5101089110683507,0.8065868402324166,0.6420598740984118,0.7442967919795485,0.8373528419133738,0.5604157447594191,0.7136835849421423,0.8712753375878893,0.9093701569455795
19,0.7586328805593894,0.949289111335634,0.4477110325497312,0.279801716748624,0.19708219671514587,0.26525406146507596,0.28685228539093266,0.4907396313385882,0.7819885440013341,0.5531543144907954,0.8037335789683461,0.8338401205347925,0.4732213059360255,0.7354453483702589,0.9326066725614854,0.9516694816263855
20,0.7442519499862137,0.9468029941102444,0.33869680431556193,0.20599273597063608,0.1496013005811773,0.22571539669627202,0.24432294656116488,0.3183961449478791,0.749052944622048,0.48083676553310795,0.889737152754176,0.6931090544815789,0.40841794240104684,0.6796292238759831,0.9610819685835377,0.9744880994809128
21,0.7301722123538358,0.8957747835448497,0.18671398798596356,0.08752756619299873,0.07092706713553991,0.12084339960791386,0.28061412979057343,0.13575482309823356,0.5613675726395585,0.2969188540628284,0.910605833824212,0.6681468237911824,0.23845770327377602,0.3929388608072969,0.893002812141481,0.9106225530806487
22,0.5667265901236405,0.9217963347299614,0.061068672374085954,0.02114948360055802,0.046849065288359096,0.12883056904738738,0.15422361168032664,0.11467682822849226,0.3923845269703238,0.18618541062778982,0.9554940411933781,0.5844994731307923,0.08898220149976895,0.36591014379598424,0.9025655100646052,0.9375541680618561
23,0.3968445736563205,0.9581112363682275,0.020460076088064338,0.01899476127168398,0.026199526478436902,0.07636309055632141,0.10801358327881054,0.16794879523778225,0.37007749651993316,0.1134475124778693,0.9516762878469376,0.4777472982651836,0.07404339826896704,0.34339788387214937,0.9000610538365403,0.9668303655108454
