,TOTUSJH,TOTUSJZ,SAVNCPP,USFLUX,ABSNJZH,TOTPOT,SIZE_ACR,NACR,MEANPOT,SIZE,MEANJZH,SHRGT45,MEANSHR,MEANJZD,MEANALP,MEANGBT,MEANGAM,MEANGBZ,MEANGBH,R_VALUE,T_REC,DATE
hmi.sharp_cea_720s[377][2011.02.11_14:48:00_TAI],384.106,7120173000000.0,4475173000000.0,3.229892e+21,59.273,3.901387e+22,236.621124,2764,6088.487,2696.487793,-0.01228447,24.456,35.235,0.62959534,-0.0287284,144.093,45.773,146.456,87.706,3.685,2011.02.11_14:48:00_TAI,15016.616666666667
hmi.sharp_cea_720s[377][2011.02.11_15:00:00_TAI],391.702,7244432000000.0,4644059000000.0,3.225743e+21,59.32,3.923935e+22,236.27356,2760,6112.273,2732.126953,-0.01227137,24.886,35.555,0.63632923,-0.02856702,145.045,46.352,148.134,88.185,3.511,2011.02.11_15:00:00_TAI,15016.625
hmi.sharp_cea_720s[377][2011.02.11_15:12:00_TAI],400.823,7373443000000.0,4490859000000.0,3.282546e+21,72.0,4.033594e+22,237.124573,2770,5877.02,2747.049805,-0.01393183,27.264,37.051,0.69662648,-0.03445606,138.908,47.672,141.642,83.892,3.519,2011.02.11_15:12:00_TAI,15016.633333333333
hmi.sharp_cea_720s[377][2011.02.11_15:24:00_TAI],397.565,7637266000000.0,3146297000000.0,3.339057e+21,53.293,3.999154e+22,245.423126,2867,5640.215,2767.280518,-0.00998176,27.215,36.887,0.49018928,-0.02541853,137.733,47.503,138.245,83.457,3.605,2011.02.11_15:24:00_TAI,15016.641666666666
hmi.sharp_cea_720s[377][2011.02.11_15:36:00_TAI],401.483,7617765000000.0,3705510000000.0,3.395482e+21,58.803,4.016096e+22,240.795731,2813,5605.318,2787.94043,-0.01089958,25.746,36.194,0.73003703,-0.02769432,137.76,46.402,138.15,83.187,3.341,2011.02.11_15:36:00_TAI,15016.65
hmi.sharp_cea_720s[377][2011.02.11_15:48:00_TAI],388.362,7626691000000.0,3194519000000.0,3.359234e+21,57.779,4.026681e+22,250.977356,2932,5512.798,2813.993896,-0.01050529,27.236,37.379,1.11980474,-0.02751232,134.668,48.054,134.894,81.757,3.315,2011.02.11_15:48:00_TAI,15016.658333333333
hmi.sharp_cea_720s[377][2011.02.11_16:00:00_TAI],384.56,7758826000000.0,3258786000000.0,3.426799e+21,48.787,4.075357e+22,256.450897,2996,5418.844,2844.499268,-0.00861499,26.806,36.845,0.79834217,-0.02309344,131.537,47.604,132.118,80.185,3.195,2011.02.11_16:00:00_TAI,15016.666666666666
hmi.sharp_cea_720s[377][2011.02.11_16:12:00_TAI],392.27,8014403000000.0,3603627000000.0,3.59258e+21,45.112,4.152173e+22,254.135193,2969,5214.364,2876.632324,-0.00752377,26.401,36.777,0.73563695,-0.02069475,130.628,46.895,130.742,78.332,3.591,2011.02.11_16:12:00_TAI,15016.675
hmi.sharp_cea_720s[377][2011.02.11_16:24:00_TAI],412.046,8032305000000.0,2746751000000.0,3.559866e+21,52.41,4.148893e+22,262.090118,3062,5388.173,2915.260254,-0.00903939,25.336,36.172,0.85292077,-0.02409489,133.959,46.226,134.617,79.925,3.563,2011.02.11_16:24:00_TAI,15016.683333333332
hmi.sharp_cea_720s[377][2011.02.11_16:36:00_TAI],410.998,7973939000000.0,3571978000000.0,3.605104e+21,66.318,4.236202e+22,263.627563,3080,5334.124,2939.789795,-0.01109001,26.722,36.796,0.42081138,-0.03052544,131.523,46.951,132.032,78.732,3.503,2011.02.11_16:36:00_TAI,15016.691666666668
hmi.sharp_cea_720s[377][2011.02.11_16:48:00_TAI],427.309,8248324000000.0,3138016000000.0,3.698537e+21,63.646,4.140244e+22,270.044006,3155,5194.185,2965.776367,-0.01060409,24.175,35.332,0.61181283,-0.02906393,132.902,44.574,132.078,80.211,3.092,2011.02.11_16:48:00_TAI,15016.7
hmi.sharp_cea_720s[377][2011.02.11_17:00:00_TAI],384.383,7675210000000.0,3558547000000.0,3.649445e+21,29.065,3.986075e+22,270.637115,3162,5093.269,2983.42749,-0.00493219,22.332,35.04,0.61673117,-0.0132507,135.028,45.339,134.522,80.302,3.416,2011.02.11_17:00:00_TAI,15016.708333333334
hmi.sharp_cea_720s[377][2011.02.11_17:12:00_TAI],396.166,7845028000000.0,3448853000000.0,3.611743e+21,56.602,4.270201e+22,271.233704,3169,5436.939,3005.909668,-0.00957089,24.941,36.322,0.34898978,-0.02633432,135.326,46.473,134.793,80.67,3.5,2011.02.11_17:12:00_TAI,15016.716666666667
hmi.sharp_cea_720s[377][2011.02.11_17:24:00_TAI],389.691,7537710000000.0,2088785000000.0,3.695193e+21,22.33,3.960561e+22,275.937775,3224,5139.154,3021.450195,-0.00384795,21.006,33.887,0.3481589,-0.01010963,136.202,43.606,135.447,80.158,3.54,2011.02.11_17:24:00_TAI,15016.725
hmi.sharp_cea_720s[377][2011.02.11_17:36:00_TAI],372.968,7168983000000.0,788562900000.0,3.659568e+21,14.909,3.569147e+22,281.326752,3287,4725.728,3039.646973,0.00262154,19.747,33.403,0.22797897,0.00675377,136.977,42.902,133.735,79.286,3.56,2011.02.11_17:36:00_TAI,15016.733333333334
hmi.sharp_cea_720s[377][2011.02.11_17:48:00_TAI],372.265,7337775000000.0,1878133000000.0,3.609172e+21,12.852,3.939799e+22,277.81488,3246,5292.806,3068.887451,-0.00229299,21.731,34.326,0.65421516,-0.00586403,139.462,44.813,138.258,81.553,3.327,2011.02.11_17:48:00_TAI,15016.741666666667
hmi.sharp_cea_720s[377][2011.02.11_18:00:00_TAI],364.559,7030022000000.0,3176853000000.0,3.612492e+21,15.425,3.901077e+22,286.456665,3347,5330.178,3098.473389,-0.00279942,22.791,34.209,0.52450204,-0.00693782,140.989,44.947,140.313,81.166,3.336,2011.02.11_18:00:00_TAI,15016.75
hmi.sharp_cea_720s[377][2011.02.11_18:12:00_TAI],362.847,6975786000000.0,1522159000000.0,3.650561e+21,4.092,3.827882e+22,293.643707,3431,5269.37,3141.585449,-0.00074807,20.274,33.168,0.33273143,-0.00181319,141.43,44.049,141.299,80.904,3.185,2011.02.11_18:12:00_TAI,15016.758333333333
hmi.sharp_cea_720s[377][2011.02.11_18:24:00_TAI],380.372,7235033000000.0,1563679000000.0,3.727698e+21,3.916,3.880118e+22,298.263458,3485,5206.129,3165.187256,0.00069774,21.08,33.828,0.16159143,0.00169379,141.914,44.283,141.802,80.759,3.471,2011.02.11_18:24:00_TAI,15016.766666666666
hmi.sharp_cea_720s[377][2011.02.11_18:36:00_TAI],373.589,7142190000000.0,2230515000000.0,3.741037e+21,28.373,3.959509e+22,297.234985,3473,5394.353,3203.513428,-0.00513351,21.494,33.892,0.51840693,-0.01201894,145.056,44.325,146.146,83.376,3.671,2011.02.11_18:36:00_TAI,15016.775
hmi.sharp_cea_720s[377][2011.02.11_18:48:00_TAI],393.407,7508431000000.0,2388581000000.0,3.793821e+21,15.774,3.950417e+22,303.738281,3549,5260.146,3233.798584,-0.0027894,21.981,34.265,0.61752474,-0.00653875,145.292,45.161,145.832,83.089,3.381,2011.02.11_18:48:00_TAI,15016.783333333333
hmi.sharp_cea_720s[377][2011.02.11_19:00:00_TAI],398.329,7414349000000.0,1584643000000.0,3.804242e+21,3.543,3.788884e+22,302.710571,3537,5122.968,3264.087891,0.0006362,23.002,34.558,0.55556977,0.00143869,146.365,44.929,145.538,82.101,3.285,2011.02.11_19:00:00_TAI,15016.791666666666
hmi.sharp_cea_720s[377][2011.02.11_19:12:00_TAI],414.59,7511705000000.0,1652406000000.0,3.815686e+21,4.209,3.907614e+22,304.250793,3555,5365.395,3287.962646,0.00076757,22.356,34.198,0.58830714,0.0016872,148.589,45.018,150.013,83.859,3.25,2011.02.11_19:12:00_TAI,15016.8
hmi.sharp_cea_720s[377][2011.02.11_19:24:00_TAI],417.456,7463661000000.0,1021738000000.0,3.900848e+21,22.105,3.937944e+22,308.700073,3607,5375.673,3316.193604,0.0040074,22.462,33.626,0.36165941,0.00864309,151.071,44.421,152.504,84.023,3.343,2011.02.11_19:24:00_TAI,15016.808333333332
hmi.sharp_cea_720s[377][2011.02.11_19:36:00_TAI],421.397,7306943000000.0,1327866000000.0,3.891791e+21,13.053,3.849256e+22,308.957367,3610,5454.348,3344.955566,0.0024564,21.152,33.153,0.48788381,0.00501386,153.121,43.818,155.152,84.947,3.605,2011.02.11_19:36:00_TAI,15016.816666666668
hmi.sharp_cea_720s[377][2011.02.11_19:48:00_TAI],437.127,7633300000000.0,1664464000000.0,3.959074e+21,16.721,3.912867e+22,317.090057,3705,5345.314,3372.794189,0.00303357,22.152,33.586,0.58958662,0.00629181,149.906,44.725,151.925,84.946,3.463,2011.02.11_19:48:00_TAI,15016.825
hmi.sharp_cea_720s[377][2011.02.11_20:00:00_TAI],450.899,8027744000000.0,883645900000.0,4.050089e+21,17.016,3.922171e+22,316.920319,3703,5185.854,3392.836182,0.00298847,22.441,33.87,0.30294588,0.00624883,149.017,44.661,151.281,84.302,3.43,2011.02.11_20:00:00_TAI,15016.833333333334
hmi.sharp_cea_720s[377][2011.02.11_20:12:00_TAI],460.055,8301749000000.0,1743956000000.0,4.111369e+21,6.273,4.040113e+22,321.285736,3754,5201.151,3414.23877,0.00107253,23.337,34.392,0.58214593,0.00227873,148.85,44.822,150.57,85.081,3.463,2011.02.11_20:12:00_TAI,15016.841666666667
hmi.sharp_cea_720s[377][2011.02.11_20:24:00_TAI],441.133,7907230000000.0,2491354000000.0,4.146155e+21,16.558,3.996862e+22,325.396149,3802,5107.919,3434.461426,0.0028103,22.183,33.874,0.82555795,0.00598889,145.828,44.616,148.576,81.995,3.563,2011.02.11_20:24:00_TAI,15016.85
hmi.sharp_cea_720s[377][2011.02.11_20:36:00_TAI],436.486,7892295000000.0,2056466000000.0,4.178968e+21,10.444,4.05217e+22,325.227753,3800,5098.982,3459.653076,0.00174529,22.878,34.151,0.6709668,0.00373977,145.095,44.917,147.636,81.962,3.088,2011.02.11_20:36:00_TAI,15016.858333333334
hmi.sharp_cea_720s[377][2011.02.11_20:48:00_TAI],426.135,7882903000000.0,939479500000.0,4.257207e+21,10.997,4.24686e+22,327.456238,3826,5176.158,3485.277832,0.00178003,23.535,34.694,0.29689726,0.00391301,142.897,45.224,145.428,81.289,3.317,2011.02.11_20:48:00_TAI,15016.866666666667
hmi.sharp_cea_720s[377][2011.02.11_21:00:00_TAI],437.608,8510923000000.0,564731300000.0,4.437759e+21,23.551,4.415983e+22,336.530884,3932,4934.23,3504.13208,0.00349475,25.048,35.453,0.15854581,0.00820827,136.916,45.986,138.735,77.978,3.451,2011.02.11_21:00:00_TAI,15016.875
hmi.sharp_cea_720s[377][2011.02.11_21:12:00_TAI],450.118,8678891000000.0,1733776000000.0,4.466594e+21,25.974,4.500335e+22,344.066895,4020,4953.506,3531.649902,0.00379681,26.677,36.101,0.49480024,0.00896439,136.482,46.465,138.654,78.195,3.516,2011.02.11_21:12:00_TAI,15016.883333333333
hmi.sharp_cea_720s[377][2011.02.11_21:24:00_TAI],458.575,8917215000000.0,1056956000000.0,4.509741e+21,14.187,4.611491e+22,347.324036,4058,5047.816,3559.942871,0.00206238,25.774,35.776,0.24966986,0.00484731,137.285,46.269,138.577,79.333,3.348,2011.02.11_21:24:00_TAI,15016.891666666666
hmi.sharp_cea_720s[377][2011.02.11_21:36:00_TAI],463.634,8830785000000.0,809210300000.0,4.541992e+21,14.684,4.707031e+22,346.043976,4043,5188.601,3587.713379,0.00214969,25.823,35.955,0.23127107,0.00496685,138.285,45.951,138.849,79.978,3.361,2011.02.11_21:36:00_TAI,15016.9
hmi.sharp_cea_720s[377][2011.02.11_21:48:00_TAI],458.733,8850584000000.0,1145954000000.0,4.583006e+21,19.176,4.741074e+22,349.132263,4079,5087.598,3617.999756,0.0027328,25.581,35.516,0.31882536,0.00649459,137.072,46.299,138.178,79.057,3.605,2011.02.11_21:48:00_TAI,15016.908333333333
hmi.sharp_cea_720s[377][2011.02.11_22:00:00_TAI],453.028,8722740000000.0,1053064000000.0,4.586737e+21,6.345,4.826204e+22,354.530731,4142,5191.528,3652.556885,0.00090657,25.514,35.838,0.29368812,0.00215354,137.987,46.146,138.717,79.078,3.468,2011.02.11_22:00:00_TAI,15016.916666666666
hmi.sharp_cea_720s[377][2011.02.11_22:12:00_TAI],448.022,8496318000000.0,1303659000000.0,4.576453e+21,9.103,4.772388e+22,356.761353,4168,5206.529,3670.242188,0.00131889,25.369,36.03,0.3687318,0.003073,138.632,46.173,139.01,79.007,3.158,2011.02.11_22:12:00_TAI,15016.925
hmi.sharp_cea_720s[377][2011.02.11_22:24:00_TAI],435.587,8217722000000.0,1344858000000.0,4.545013e+21,4.291,4.735581e+22,358.050842,4183,5218.544,3713.268799,0.00062803,24.309,35.296,0.38421848,0.00146135,138.764,45.996,138.411,78.472,3.297,2011.02.11_22:24:00_TAI,15016.933333333332
hmi.sharp_cea_720s[377][2011.02.11_22:36:00_TAI],443.61,8272032000000.0,1371507000000.0,4.576615e+21,15.522,4.698631e+22,354.635651,4143,5214.456,3742.891357,0.00228767,22.859,34.906,0.33104521,0.00522823,140.953,45.528,140.905,79.516,3.408,2011.02.11_22:36:00_TAI,15016.941666666668
hmi.sharp_cea_720s[377][2011.02.11_22:48:00_TAI],460.577,8553441000000.0,2706632000000.0,4.605983e+21,34.514,4.937913e+22,352.671661,4120,5329.966,3759.976562,0.00494752,24.111,35.381,0.23240109,0.01159108,137.517,46.498,137.459,78.214,2.88,2011.02.11_22:48:00_TAI,15016.95
hmi.sharp_cea_720s[377][2011.02.11_23:00:00_TAI],480.159,8947987000000.0,2478185000000.0,4.705943e+21,48.521,5.045134e+22,356.533081,4165,5300.574,3791.235107,0.00677009,24.878,35.536,0.13928758,0.01587536,138.487,46.482,138.621,79.045,3.257,2011.02.11_23:00:00_TAI,15016.958333333334
hmi.sharp_cea_720s[377][2011.02.11_23:12:00_TAI],468.972,8991743000000.0,2416323000000.0,4.7081e+21,17.169,5.313386e+22,355.171753,4149,5422.758,3806.989014,0.00232709,26.701,36.89,0.18135932,0.00560885,135.086,47.801,135.705,78.704,3.146,2011.02.11_23:12:00_TAI,15016.966666666667
hmi.sharp_cea_720s[377][2011.02.11_23:24:00_TAI],466.002,8828158000000.0,1972218000000.0,4.679746e+21,21.023,5.19269e+22,354.579681,4142,5483.141,3823.416748,0.0029481,25.34,36.095,0.34091985,0.0068223,137.974,47.033,137.318,80.36,3.12,2011.02.11_23:24:00_TAI,15016.975
hmi.sharp_cea_720s[377][2011.02.11_23:36:00_TAI],462.547,8768924000000.0,1815029000000.0,4.678531e+21,28.693,5.297446e+22,362.207642,4231,5539.382,3832.928955,0.00398463,26.774,36.808,0.33939818,0.00930245,135.393,47.445,135.46,79.187,3.144,2011.02.11_23:36:00_TAI,15016.983333333334
hmi.sharp_cea_720s[377][2011.02.11_23:48:00_TAI],456.457,8709773000000.0,4126933000000.0,4.7955e+21,43.307,5.346718e+22,362.643524,4236,5412.758,3852.616699,0.0058224,27.79,36.776,0.10129081,0.01369871,133.313,47.586,133.818,77.839,3.228,2011.02.11_23:48:00_TAI,15016.991666666667
hmi.sharp_cea_720s[377][2011.02.12_00:00:00_TAI],456.254,8793300000000.0,2426112000000.0,4.794516e+21,39.063,5.225361e+22,360.596954,4212,5299.164,3864.602783,0.00526316,26.963,36.417,0.3616583,0.01229239,132.795,47.518,132.912,77.492,3.31,2011.02.12_00:00:00_TAI,15017.0
hmi.sharp_cea_720s[377][2011.02.12_00:12:00_TAI],453.87,8816576000000.0,3417541000000.0,4.808574e+21,55.363,5.344957e+22,363.775787,4249,5418.259,3878.848145,0.00745331,27.693,36.812,0.13655172,0.01734873,134.037,47.469,134.522,77.083,3.632,2011.02.12_00:12:00_TAI,15017.008333333333
hmi.sharp_cea_720s[377][2011.02.12_00:24:00_TAI],449.164,8635080000000.0,3436570000000.0,4.777908e+21,68.329,5.3003e+22,369.347931,4314,5511.748,3904.094727,0.00943643,26.06,36.136,0.28764012,0.02135087,136.121,47.265,136.185,77.944,3.45,2011.02.12_00:24:00_TAI,15017.016666666666
hmi.sharp_cea_720s[377][2011.02.12_00:36:00_TAI],461.27,8742649000000.0,4032786000000.0,4.741797e+21,81.176,5.310631e+22,369.015717,4310,5695.536,3920.556641,0.01156189,24.697,35.524,0.21352972,0.02534723,138.101,46.861,137.372,80.809,3.597,2011.02.12_00:36:00_TAI,15017.025
hmi.sharp_cea_720s[377][2011.02.12_00:48:00_TAI],467.623,8981469000000.0,3665008000000.0,4.752481e+21,71.83,5.368498e+22,368.856354,4308,5639.524,3946.283447,0.01002094,26.158,36.282,0.21975492,0.02225971,136.503,47.728,136.781,79.264,3.387,2011.02.12_00:48:00_TAI,15017.033333333333
hmi.sharp_cea_720s[377][2011.02.12_01:00:00_TAI],458.405,8738938000000.0,3165959000000.0,4.800681e+21,61.67,5.418324e+22,366.553589,4281,5627.487,3960.85083,0.00850743,26.745,36.351,0.26429129,0.01893625,133.77,47.76,134.648,78.731,3.368,2011.02.12_01:00:00_TAI,15017.041666666666
hmi.sharp_cea_720s[377][2011.02.12_01:12:00_TAI],457.748,8662412000000.0,2968571000000.0,4.807474e+21,62.102,5.48639e+22,372.383728,4349,5692.684,3977.544678,0.00855749,28.69,37.189,0.4775503,0.01901188,132.976,48.006,133.64,78.642,3.245,2011.02.12_01:12:00_TAI,15017.05
hmi.sharp_cea_720s[377][2011.02.12_01:24:00_TAI],461.92,8635938000000.0,2144325000000.0,4.832425e+21,52.172,5.522457e+22,370.084045,4322,5726.949,3989.834717,0.0071853,27.6,36.362,0.32393959,0.01584838,133.462,47.659,133.437,78.586,3.086,2011.02.12_01:24:00_TAI,15017.058333333332
hmi.sharp_cea_720s[377][2011.02.12_01:36:00_TAI],478.653,8946810000000.0,3655964000000.0,4.910381e+21,45.062,5.684191e+22,371.206512,4335,5776.924,4003.635498,0.006082,27.345,36.86,0.52720225,0.01346632,132.831,47.915,133.945,78.592,2.589,2011.02.12_01:36:00_TAI,15017.066666666668
hmi.sharp_cea_720s[377][2011.02.12_01:48:00_TAI],465.876,8845054000000.0,3391974000000.0,4.8761e+21,48.117,5.728075e+22,374.985138,4379,5855.508,4026.701416,0.00653226,27.803,37.068,0.72089458,0.01445657,131.39,48.323,132.519,78.589,2.996,2011.02.12_01:48:00_TAI,15017.075
hmi.sharp_cea_720s[377][2011.02.12_02:00:00_TAI],463.895,8700122000000.0,3251848000000.0,4.912e+21,46.01,5.571575e+22,376.623077,4398,5727.404,4043.859619,0.00628129,27.099,36.054,0.69240129,0.01370362,132.987,47.169,132.565,78.903,3.39,2011.02.12_02:00:00_TAI,15017.083333333334
hmi.sharp_cea_720s[377][2011.02.12_02:12:00_TAI],474.121,8670994000000.0,3612380000000.0,4.919327e+21,38.165,5.524445e+22,376.291412,4394,5708.571,4055.880127,0.00523742,26.719,36.055,0.40927339,0.01132486,134.416,47.454,135.316,79.108,3.23,2011.02.12_02:12:00_TAI,15017.091666666667
hmi.sharp_cea_720s[377][2011.02.12_02:24:00_TAI],477.765,8911696000000.0,2581843000000.0,4.934673e+21,34.694,5.65707e+22,379.042694,4426,5741.61,4068.75708,0.00467641,27.457,36.335,0.43031546,0.01024568,133.597,48.35,134.232,79.591,3.342,2011.02.12_02:24:00_TAI,15017.1
hmi.sharp_cea_720s[377][2011.02.12_02:36:00_TAI],468.067,8755040000000.0,3137287000000.0,4.930942e+21,43.799,5.765904e+22,384.96283,4495,5867.889,4086.85791,0.00591964,27.585,36.071,0.50054812,0.01292166,132.464,48.636,133.116,80.378,3.501,2011.02.12_02:36:00_TAI,15017.108333333334
hmi.sharp_cea_720s[377][2011.02.12_02:48:00_TAI],470.447,8974616000000.0,3709969000000.0,4.961476e+21,45.53,5.868995e+22,377.777985,4411,5827.875,4106.912109,0.00600425,29.157,37.25,0.41093448,0.01345963,130.29,48.919,130.775,78.284,3.404,2011.02.12_02:48:00_TAI,15017.116666666667
hmi.sharp_cea_720s[377][2011.02.12_03:00:00_TAI],469.594,8982716000000.0,3752989000000.0,4.970218e+21,50.003,5.925111e+22,386.35318,4511,5926.583,4129.550781,0.00664314,27.086,36.826,0.27198926,0.01474067,131.774,48.485,132.064,79.038,3.458,2011.02.12_03:00:00_TAI,15017.125
hmi.sharp_cea_720s[377][2011.02.12_03:12:00_TAI],470.287,9060466000000.0,3783859000000.0,4.935045e+21,68.641,6.008279e+22,387.393036,4523,6012.967,4146.295898,0.0091229,28.256,37.281,0.3181408,0.02032966,129.51,49.091,129.733,78.791,3.176,2011.02.12_03:12:00_TAI,15017.133333333333
hmi.sharp_cea_720s[377][2011.02.12_03:24:00_TAI],481.634,9135993000000.0,4606585000000.0,4.962084e+21,87.397,6.101292e+22,384.402557,4488,6054.552,4161.620117,0.01151936,28.611,37.332,0.22666536,0.02582104,129.397,49.434,129.375,79.051,3.391,2011.02.12_03:24:00_TAI,15017.141666666666
hmi.sharp_cea_720s[377][2011.02.12_03:36:00_TAI],480.74,8931242000000.0,4034908000000.0,4.983231e+21,67.635,5.929429e+22,390.665314,4561,6004.281,4169.095215,0.00909557,27.784,36.656,0.35308215,0.0199371,131.61,48.258,132.04,80.173,3.405,2011.02.12_03:36:00_TAI,15017.15
hmi.sharp_cea_720s[377][2011.02.12_03:48:00_TAI],479.685,8668875000000.0,3055445000000.0,4.964278e+21,68.109,5.894611e+22,389.990021,4553,6034.759,4182.049805,0.00926026,27.451,36.539,0.42431879,0.02015224,132.587,48.162,132.319,80.924,3.269,2011.02.12_03:48:00_TAI,15017.158333333333
hmi.sharp_cea_720s[377][2011.02.12_04:00:00_TAI],463.628,8821380000000.0,2570975000000.0,4.984752e+21,58.724,5.951072e+22,389.314423,4545,5824.123,4193.888672,0.00763244,28.867,37.371,0.2185123,0.01748791,128.401,49.183,128.423,78.472,2.934,2011.02.12_04:00:00_TAI,15017.166666666666
hmi.sharp_cea_720s[377][2011.02.12_04:12:00_TAI],456.995,8805079000000.0,2901586000000.0,4.953178e+21,50.524,5.894898e+22,395.061401,4612,5842.81,4209.648438,0.00665048,27.55,36.795,0.17793378,0.01522939,128.59,48.907,129.216,79.175,2.845,2011.02.12_04:12:00_TAI,15017.175
hmi.sharp_cea_720s[377][2011.02.12_04:24:00_TAI],470.396,9336587000000.0,3410581000000.0,5.014582e+21,54.391,6.046188e+22,400.898712,4680,5795.19,4232.308594,0.00692436,29.124,37.632,0.10209014,0.0163145,128.66,49.267,129.38,79.098,2.841,2011.02.12_04:24:00_TAI,15017.183333333332
hmi.sharp_cea_720s[377][2011.02.12_04:36:00_TAI],470.246,9299252000000.0,3326403000000.0,4.999656e+21,58.627,5.974544e+22,399.449768,4663,5689.584,4253.973145,0.0074146,29.86,37.888,0.12141167,0.01777511,126.69,49.44,127.424,78.604,2.762,2011.02.12_04:36:00_TAI,15017.191666666668
hmi.sharp_cea_720s[377][2011.02.12_04:48:00_TAI],458.477,8948001000000.0,3111011000000.0,5.010334e+21,54.267,5.934113e+22,408.967163,4774,5673.325,4292.270508,0.00689108,28.085,37.056,0.00860182,0.01664922,127.03,48.661,126.758,77.994,3.309,2011.02.12_04:48:00_TAI,15017.2
hmi.sharp_cea_720s[377][2011.02.12_05:00:00_TAI],459.974,8889233000000.0,2419397000000.0,4.98871e+21,58.391,6.033259e+22,410.178101,4788,5850.567,4326.487793,0.00751979,28.628,37.151,0.02518556,0.0178444,127.59,49.11,128.129,78.024,3.4,2011.02.12_05:00:00_TAI,15017.208333333334
hmi.sharp_cea_720s[377][2011.02.12_05:12:00_TAI],457.004,8565790000000.0,2758998000000.0,4.942225e+21,64.815,5.945199e+22,415.153198,4846,5921.506,4345.144531,0.00857337,27.725,36.933,-0.01049627,0.01978694,128.265,48.849,128.306,77.757,3.323,2011.02.12_05:12:00_TAI,15017.216666666667
hmi.sharp_cea_720s[377][2011.02.12_05:24:00_TAI],452.509,8769106000000.0,2999065000000.0,4.982874e+21,67.379,5.887028e+22,413.875671,4831,5774.205,4360.901367,0.0087767,28.019,37.006,0.16540292,0.0203277,128.391,48.909,127.901,78.55,3.327,2011.02.12_05:24:00_TAI,15017.225
hmi.sharp_cea_720s[377][2011.02.12_05:36:00_TAI],451.349,8694789000000.0,3387658000000.0,4.942875e+21,69.051,5.903152e+22,413.882751,4831,5757.768,4382.822266,0.00894444,29.832,37.851,0.11362994,0.02089216,125.39,49.604,125.23,77.005,3.404,2011.02.12_05:36:00_TAI,15017.233333333334
hmi.sharp_cea_720s[377][2011.02.12_05:48:00_TAI],470.64,9251738000000.0,2439814000000.0,5.028264e+21,55.68,5.960021e+22,415.858185,4854,5575.623,4402.921875,0.00691935,30.563,38.415,0.16976604,0.01658187,124.231,50.314,123.745,76.88,3.567,2011.02.12_05:48:00_TAI,15017.241666666667
hmi.sharp_cea_720s[377][2011.02.12_06:00:00_TAI],478.662,9185780000000.0,2433125000000.0,5.026777e+21,62.405,5.782717e+22,422.120209,4927,5598.96,4424.251465,0.00802426,29.201,37.703,0.11507875,0.01836511,126.162,49.343,125.675,78.234,3.482,2011.02.12_06:00:00_TAI,15017.25
