,time_start,time_peak,time_end,nar,xray_class
57,2011-08-08 18:00:00,2011-08-08 18:10:00,2011-08-08 18:18:00,11263,M3.5
58,2011-08-09 03:19:00,2011-08-09 03:54:00,2011-08-09 04:08:00,11263,M2.5
59,2011-08-09 07:48:00,2011-08-09 08:05:00,2011-08-09 08:08:00,11263,X6.9
60,2011-09-04 11:21:00,2011-09-04 11:45:00,2011-09-04 11:50:00,11286,M3.2
61,2011-09-05 04:08:00,2011-09-05 04:28:00,2011-09-05 04:32:00,11286,M1.6
62,2011-09-05 07:27:00,2011-09-05 07:58:00,2011-09-05 08:06:00,11286,M1.2
63,2011-09-06 01:35:00,2011-09-06 01:50:00,2011-09-06 02:05:00,11283,M5.3
64,2011-09-06 22:12:00,2011-09-06 22:20:00,2011-09-06 22:24:00,11283,X2.1
65,2011-09-07 22:32:00,2011-09-07 22:38:00,2011-09-07 22:44:00,11283,X1.8
66,2011-09-08 15:32:00,2011-09-08 15:46:00,2011-09-08 15:52:00,11283,M6.7
67,2011-09-09 06:01:00,2011-09-09 06:11:00,2011-09-09 06:17:00,11283,M2.7
68,2011-09-09 12:39:00,2011-09-09 12:49:00,2011-09-09 12:56:00,11283,M1.2
69,2011-09-10 07:18:00,2011-09-10 07:40:00,2011-09-10 07:56:00,11283,M1.1
70,2011-09-21 12:04:00,2011-09-21 12:23:00,2011-09-21 12:45:00,11301,M1.8
71,2011-09-22 09:53:00,2011-09-22 10:00:00,2011-09-22 10:09:00,11302,M1.1
72,2011-09-22 10:29:00,2011-09-22 11:01:00,2011-09-22 11:44:00,11302,X1.4
73,2011-09-23 01:47:00,2011-09-23 01:59:00,2011-09-23 02:10:00,11295,M1.6
74,2011-09-23 21:54:00,2011-09-23 22:15:00,2011-09-23 22:34:00,11295,M1.6
75,2011-09-23 23:48:00,2011-09-23 23:56:00,2011-09-24 00:04:00,11302,M1.9
76,2011-09-24 09:21:00,2011-09-24 09:40:00,2011-09-24 09:48:00,11302,X1.9
77,2011-09-24 12:33:00,2011-09-24 13:20:00,2011-09-24 14:10:00,11302,M7.1
78,2011-09-24 16:36:00,2011-09-24 16:59:00,2011-09-24 17:15:00,11295,M1.7
79,2011-09-24 17:19:00,2011-09-24 17:25:00,2011-09-24 17:31:00,11302,M3.1
80,2011-09-24 17:59:00,2011-09-24 18:15:00,2011-09-24 18:24:00,11302,M2.8
81,2011-09-24 19:09:00,2011-09-24 19:21:00,2011-09-24 19:41:00,11302,M3.0
82,2011-09-24 20:29:00,2011-09-24 20:36:00,2011-09-24 20:42:00,11302,M5.8
83,2011-09-24 21:23:00,2011-09-24 21:27:00,2011-09-24 21:32:00,11303,M1.2
84,2011-09-24 23:45:00,2011-09-24 23:58:00,2011-09-25 00:09:00,11303,M1.0
85,2011-09-25 02:27:00,2011-09-25 02:33:00,2011-09-25 02:37:00,11302,M4.4
86,2011-09-25 04:31:00,2011-09-25 04:50:00,2011-09-25 05:05:00,11302,M7.4
87,2011-09-25 08:46:00,2011-09-25 08:49:00,2011-09-25 08:52:00,11302,M3.1
88,2011-09-25 09:25:00,2011-09-25 09:35:00,2011-09-25 09:53:00,11303,M1.5
89,2011-09-25 15:26:00,2011-09-25 15:33:00,2011-09-25 15:38:00,11302,M3.7
90,2011-09-25 16:51:00,2011-09-25 16:58:00,2011-09-25 17:09:00,11303,M2.2
91,2011-09-26 05:06:00,2011-09-26 05:08:00,2011-09-26 05:13:00,11302,M4.0
92,2011-09-26 14:37:00,2011-09-26 14:46:00,2011-09-26 15:02:00,11302,M2.6
93,2011-09-28 13:24:00,2011-09-28 13:28:00,2011-09-28 13:30:00,11302,M1.2
94,2011-09-30 18:55:00,2011-09-30 19:06:00,2011-09-30 19:15:00,11305,M1.0
95,2011-10-01 08:56:00,2011-10-01 09:59:00,2011-10-01 10:17:00,11305,M1.2
96,2011-10-02 00:37:00,2011-10-02 00:50:00,2011-10-02 00:59:00,11305,M3.9
97,2011-10-02 17:19:00,2011-10-02 17:23:00,2011-10-02 17:26:00,11302,M1.3
98,2011-10-21 12:53:00,2011-10-21 13:00:00,2011-10-21 13:08:00,11319,M1.3
99,2011-10-22 10:00:00,2011-10-22 11:10:00,2011-10-22 13:09:00,11314,M1.3
100,2011-11-02 21:52:00,2011-11-02 22:01:00,2011-11-02 22:19:00,11339,M4.3
101,2011-11-03 10:58:00,2011-11-03 11:11:00,2011-11-03 11:20:00,11339,M2.5
102,2011-11-03 20:16:00,2011-11-03 20:27:00,2011-11-03 20:32:00,11339,X1.9
103,2011-11-03 23:28:00,2011-11-03 23:36:00,2011-11-03 23:44:00,11339,M2.1
104,2011-11-04 20:31:00,2011-11-04 20:40:00,2011-11-04 20:46:00,11339,M1.0
105,2011-11-05 03:08:00,2011-11-05 03:35:00,2011-11-05 03:58:00,11339,M3.7
106,2011-11-05 11:10:00,2011-11-05 11:21:00,2011-11-05 11:42:00,11339,M1.1
107,2011-11-05 20:31:00,2011-11-05 20:38:00,2011-11-05 20:54:00,11339,M1.8
108,2011-11-06 00:46:00,2011-11-06 01:03:00,2011-11-06 01:24:00,11339,M1.2
109,2011-11-06 06:14:00,2011-11-06 06:35:00,2011-11-06 06:41:00,11339,M1.4
110,2011-11-09 13:04:00,2011-11-09 13:35:00,2011-11-09 14:12:00,11342,M1.1
111,2011-11-15 09:03:00,2011-11-15 09:12:00,2011-11-15 09:23:00,11348,M1.2
112,2011-11-15 12:30:00,2011-11-15 12:43:00,2011-11-15 12:50:00,11346,M1.9
113,2011-11-15 22:27:00,2011-11-15 22:35:00,2011-11-15 22:42:00,11348,M1.1
114,2011-12-25 18:11:00,2011-12-25 18:16:00,2011-12-25 18:20:00,11387,M4.0
115,2011-12-26 02:13:00,2011-12-26 02:27:00,2011-12-26 02:36:00,11387,M1.5
116,2011-12-26 20:12:00,2011-12-26 20:30:00,2011-12-26 20:36:00,11387,M2.3
117,2011-12-29 13:40:00,2011-12-29 13:50:00,2011-12-29 14:01:00,11389,M1.9
118,2011-12-29 21:43:00,2011-12-29 21:51:00,2011-12-29 21:59:00,11389,M2.0
119,2011-12-30 03:03:00,2011-12-30 03:09:00,2011-12-30 03:13:00,11389,M1.2
120,2011-12-31 13:09:00,2011-12-31 13:15:00,2011-12-31 13:19:00,11389,M2.4
121,2011-12-31 16:16:00,2011-12-31 16:26:00,2011-12-31 16:34:00,11389,M1.5
122,2012-01-14 13:14:00,2012-01-14 13:18:00,2012-01-14 13:20:00,11401,M1.4
123,2012-01-17 04:41:00,2012-01-17 04:53:00,2012-01-17 05:07:00,11401,M1.0
124,2012-01-18 19:04:00,2012-01-18 19:12:00,2012-01-18 19:27:00,11401,M1.7
125,2012-01-19 13:44:00,2012-01-19 16:05:00,2012-01-19 17:50:00,11402,M3.2
126,2012-01-23 03:38:00,2012-01-23 03:59:00,2012-01-23 04:34:00,11402,M8.7
127,2012-01-27 17:37:00,2012-01-27 18:37:00,2012-01-27 18:56:00,11402,X1.7
128,2012-02-06 19:31:00,2012-02-06 20:00:00,2012-02-06 20:17:00,11410,M1.0
129,2012-03-02 17:29:00,2012-03-02 17:46:00,2012-03-02 18:07:00,11429,M3.3
130,2012-03-04 10:29:00,2012-03-04 10:52:00,2012-03-04 12:16:00,11429,M2.0
131,2012-03-05 02:30:00,2012-03-05 04:09:00,2012-03-05 04:43:00,11429,X1.1
132,2012-03-05 19:10:00,2012-03-05 19:16:00,2012-03-05 19:21:00,11429,M2.1
133,2012-03-05 19:27:00,2012-03-05 19:30:00,2012-03-05 19:32:00,11429,M1.8
134,2012-03-05 22:26:00,2012-03-05 22:34:00,2012-03-05 22:42:00,11429,M1.3
135,2012-03-06 00:22:00,2012-03-06 00:28:00,2012-03-06 00:31:00,11429,M1.3
136,2012-03-06 01:36:00,2012-03-06 01:44:00,2012-03-06 01:50:00,11429,M1.2
137,2012-03-06 04:01:00,2012-03-06 04:05:00,2012-03-06 04:08:00,11429,M1.0
138,2012-03-06 07:52:00,2012-03-06 07:55:00,2012-03-06 08:00:00,11429,M1.0
139,2012-03-06 12:23:00,2012-03-06 12:41:00,2012-03-06 12:54:00,11429,M2.1
140,2012-03-06 22:49:00,2012-03-06 22:53:00,2012-03-06 23:11:00,11429,M1.0
141,2012-03-07 00:02:00,2012-03-07 00:24:00,2012-03-07 00:40:00,11429,X5.4
142,2012-03-07 01:05:00,2012-03-07 01:14:00,2012-03-07 01:23:00,11430,X1.3
143,2012-03-09 03:22:00,2012-03-09 03:53:00,2012-03-09 04:18:00,11429,M6.3
144,2012-03-10 17:15:00,2012-03-10 17:44:00,2012-03-10 18:30:00,11429,M8.4
145,2012-03-13 17:12:00,2012-03-13 17:41:00,2012-03-13 18:25:00,11429,M7.9
146,2012-03-14 15:08:00,2012-03-14 15:21:00,2012-03-14 15:36:00,11432,M2.8
147,2012-03-15 07:23:00,2012-03-15 07:52:00,2012-03-15 08:08:00,11432,M1.8
148,2012-03-17 20:32:00,2012-03-17 20:39:00,2012-03-17 20:42:00,11434,M1.3
149,2012-03-23 19:34:00,2012-03-23 19:40:00,2012-03-23 19:44:00,11445,M1.0
150,2012-04-16 17:24:00,2012-04-16 17:45:00,2012-04-16 18:00:00,11461,M1.7
151,2012-04-27 08:15:00,2012-04-27 08:24:00,2012-04-27 08:29:00,11466,M1.0
152,2012-05-05 13:19:00,2012-05-05 13:23:00,2012-05-05 13:29:00,11476,M1.4
153,2012-05-05 22:56:00,2012-05-05 23:01:00,2012-05-05 23:04:00,11476,M1.3
154,2012-05-06 01:12:00,2012-05-06 01:18:00,2012-05-06 01:20:00,11476,M1.1
155,2012-05-06 17:41:00,2012-05-06 17:47:00,2012-05-06 17:52:00,11476,M1.3
156,2012-05-07 14:03:00,2012-05-07 14:31:00,2012-05-07 14:52:00,11471,M1.9
157,2012-05-08 13:02:00,2012-05-08 13:08:00,2012-05-08 13:12:00,11476,M1.4
158,2012-05-09 12:21:00,2012-05-09 12:32:00,2012-05-09 12:36:00,11476,M4.7
159,2012-05-09 14:02:00,2012-05-09 14:08:00,2012-05-09 14:14:00,11476,M1.8
160,2012-05-09 21:01:00,2012-05-09 21:05:00,2012-05-09 21:09:00,11476,M4.1
161,2012-05-10 04:11:00,2012-05-10 04:18:00,2012-05-10 04:23:00,11476,M5.7
162,2012-05-10 20:20:00,2012-05-10 20:26:00,2012-05-10 20:30:00,11476,M1.7
163,2012-05-17 01:25:00,2012-05-17 01:47:00,2012-05-17 02:14:00,11476,M5.1
164,2012-06-03 17:48:00,2012-06-03 17:55:00,2012-06-03 17:57:00,11496,M3.3
165,2012-06-06 19:54:00,2012-06-06 20:06:00,2012-06-06 20:13:00,11494,M2.1
166,2012-06-09 11:20:00,2012-06-09 11:32:00,2012-06-09 11:35:00,11504,M1.9
167,2012-06-09 16:45:00,2012-06-09 16:53:00,2012-06-09 16:56:00,11504,M1.8
168,2012-06-10 06:39:00,2012-06-10 06:45:00,2012-06-10 06:50:00,11504,M1.3
169,2012-06-13 11:29:00,2012-06-13 13:17:00,2012-06-13 14:31:00,11504,M1.2
170,2012-06-14 12:52:00,2012-06-14 14:35:00,2012-06-14 15:56:00,11504,M1.9
171,2012-06-28 16:07:00,2012-06-28 16:12:00,2012-06-28 16:15:00,11513,M2.4
172,2012-06-29 09:13:00,2012-06-29 09:20:00,2012-06-29 09:22:00,11513,M2.2
173,2012-06-30 12:48:00,2012-06-30 12:52:00,2012-06-30 12:54:00,11513,M1.0
174,2012-06-30 18:26:00,2012-06-30 18:32:00,2012-06-30 18:34:00,11513,M1.6
175,2012-07-01 19:11:00,2012-07-01 19:18:00,2012-07-01 19:21:00,11513,M2.8
176,2012-07-02 00:26:00,2012-07-02 00:35:00,2012-07-02 00:40:00,11513,M1.1
177,2012-07-02 10:43:00,2012-07-02 10:52:00,2012-07-02 10:57:00,11515,M5.6
178,2012-07-02 19:59:00,2012-07-02 20:07:00,2012-07-02 20:13:00,11515,M3.8
179,2012-07-02 23:49:00,2012-07-02 23:56:00,2012-07-03 00:03:00,11515,M2.0
180,2012-07-04 04:28:00,2012-07-04 04:37:00,2012-07-04 04:45:00,11515,M2.3
181,2012-07-04 09:47:00,2012-07-04 09:55:00,2012-07-04 09:57:00,11515,M5.3
182,2012-07-04 12:07:00,2012-07-04 12:24:00,2012-07-04 12:32:00,11515,M2.3
183,2012-07-04 14:35:00,2012-07-04 14:40:00,2012-07-04 14:42:00,11515,M1.3
184,2012-07-04 16:33:00,2012-07-04 16:39:00,2012-07-04 16:48:00,11513,M1.8
185,2012-07-04 22:03:00,2012-07-04 22:09:00,2012-07-04 22:15:00,11515,M4.6
186,2012-07-04 23:47:00,2012-07-04 23:55:00,2012-07-05 00:02:00,11515,M1.2
187,2012-07-05 01:05:00,2012-07-05 01:10:00,2012-07-05 01:15:00,11515,M2.4
188,2012-07-05 02:35:00,2012-07-05 02:42:00,2012-07-05 02:47:00,11515,M2.2
189,2012-07-05 03:25:00,2012-07-05 03:36:00,2012-07-05 03:39:00,11515,M4.7
190,2012-07-05 06:49:00,2012-07-05 06:58:00,2012-07-05 07:05:00,11515,M1.1
191,2012-07-05 07:40:00,2012-07-05 07:45:00,2012-07-05 07:48:00,11519,M1.3
192,2012-07-05 10:44:00,2012-07-05 10:48:00,2012-07-05 10:50:00,11515,M1.8
193,2012-07-05 11:39:00,2012-07-05 11:44:00,2012-07-05 11:49:00,11515,M6.1
194,2012-07-05 13:05:00,2012-07-05 13:18:00,2012-07-05 13:32:00,11515,M1.2
195,2012-07-05 20:09:00,2012-07-05 20:14:00,2012-07-05 20:28:00,11515,M1.6
196,2012-07-05 21:37:00,2012-07-05 21:45:00,2012-07-05 21:51:00,11515,M1.6
197,2012-07-06 01:37:00,2012-07-06 01:40:00,2012-07-06 01:42:00,11515,M2.9
198,2012-07-06 02:44:00,2012-07-06 02:51:00,2012-07-06 02:58:00,11515,M1.0
199,2012-07-06 08:17:00,2012-07-06 08:23:00,2012-07-06 08:27:00,11515,M1.5
200,2012-07-06 10:24:00,2012-07-06 10:29:00,2012-07-06 10:32:00,11515,M1.8
201,2012-07-06 13:26:00,2012-07-06 13:30:00,2012-07-06 13:32:00,11515,M1.2
202,2012-07-06 18:48:00,2012-07-06 18:55:00,2012-07-06 19:05:00,11515,M1.3
203,2012-07-06 23:01:00,2012-07-06 23:08:00,2012-07-06 23:14:00,11515,X1.1
204,2012-07-07 03:10:00,2012-07-07 03:15:00,2012-07-07 03:23:00,11515,M1.2
205,2012-07-07 08:18:00,2012-07-07 08:28:00,2012-07-07 08:39:00,11520,M1.0
206,2012-07-07 10:57:00,2012-07-07 11:03:00,2012-07-07 11:07:00,11515,M2.6
207,2012-07-08 05:41:00,2012-07-08 05:46:00,2012-07-08 05:52:00,11515,M1.3
208,2012-07-08 09:44:00,2012-07-08 09:53:00,2012-07-08 09:57:00,11515,M1.1
209,2012-07-08 12:06:00,2012-07-08 12:10:00,2012-07-08 12:13:00,11515,M1.4
210,2012-07-08 16:23:00,2012-07-08 16:32:00,2012-07-08 16:42:00,11515,M6.9
211,2012-07-09 23:03:00,2012-07-09 23:07:00,2012-07-09 23:11:00,11520,M1.1
212,2012-07-10 04:58:00,2012-07-10 05:14:00,2012-07-10 05:31:00,11520,M1.7
213,2012-07-10 06:05:00,2012-07-10 06:27:00,2012-07-10 06:47:00,11520,M2.0
214,2012-07-12 15:37:00,2012-07-12 16:49:00,2012-07-12 17:30:00,11520,X1.4
215,2012-07-14 04:51:00,2012-07-14 04:58:00,2012-07-14 05:05:00,11521,M1.0
216,2012-07-17 12:03:00,2012-07-17 17:15:00,2012-07-17 19:04:00,11520,M1.7
217,2012-07-19 04:17:00,2012-07-19 05:58:00,2012-07-19 06:56:00,11520,M7.7
218,2012-07-27 17:17:00,2012-07-27 17:26:00,2012-07-27 17:32:00,11532,M2.7
219,2012-07-28 20:44:00,2012-07-28 20:56:00,2012-07-28 21:04:00,11532,M6.1
220,2012-07-29 06:15:00,2012-07-29 06:22:00,2012-07-29 06:29:00,11532,M2.3
221,2012-07-30 15:39:00,2012-07-30 15:48:00,2012-07-30 15:53:00,11536,M1.1
222,2012-08-06 04:33:00,2012-08-06 04:38:00,2012-08-06 04:41:00,11542,M1.6
223,2012-08-11 11:55:00,2012-08-11 12:20:00,2012-08-11 12:57:00,11540,M1.0
224,2012-08-17 13:12:00,2012-08-17 13:19:00,2012-08-17 13:23:00,11548,M2.4
225,2012-08-17 17:08:00,2012-08-17 17:20:00,2012-08-17 17:27:00,11548,M1.0
226,2012-08-18 00:24:00,2012-08-18 01:02:00,2012-08-18 01:07:00,11548,M5.5
227,2012-08-18 03:17:00,2012-08-18 03:23:00,2012-08-18 03:30:00,11548,M1.8
228,2012-08-18 16:02:00,2012-08-18 16:07:00,2012-08-18 16:09:00,11548,M2.0
229,2012-08-18 22:46:00,2012-08-18 22:54:00,2012-08-18 23:00:00,11548,M1.0
230,2012-08-18 23:15:00,2012-08-18 23:22:00,2012-08-18 23:32:00,11548,M1.3
231,2012-08-30 12:02:00,2012-08-30 12:11:00,2012-08-30 12:14:00,11563,M1.3
232,2012-09-06 04:06:00,2012-09-06 04:13:00,2012-09-06 04:20:00,11560,M1.6
233,2012-09-08 17:35:00,2012-09-08 17:59:00,2012-09-08 18:20:00,11564,M1.4
234,2012-09-09 21:50:00,2012-09-09 22:36:00,2012-09-09 22:56:00,11564,M1.2
235,2012-09-30 04:27:00,2012-09-30 04:33:00,2012-09-30 04:42:00,11583,M1.3
236,2012-10-20 18:05:00,2012-10-20 18:14:00,2012-10-20 18:19:00,11598,M9.0
237,2012-10-21 19:46:00,2012-10-21 20:03:00,2012-10-21 20:20:00,11598,M1.3
238,2012-10-22 18:38:00,2012-10-22 18:51:00,2012-10-22 19:01:00,11598,M5.0
239,2012-10-23 03:13:00,2012-10-23 03:17:00,2012-10-23 03:21:00,11598,X1.8
240,2012-11-08 02:08:00,2012-11-08 02:23:00,2012-11-08 02:55:00,11611,M1.7
241,2012-11-11 02:11:00,2012-11-11 02:33:00,2012-11-11 02:52:00,11614,M1.0
242,2012-11-12 23:13:00,2012-11-12 23:28:00,2012-11-12 23:33:00,11613,M2.0
243,2012-11-13 01:58:00,2012-11-13 02:04:00,2012-11-13 02:06:00,11613,M6.0
244,2012-11-13 05:42:00,2012-11-13 05:50:00,2012-11-13 05:54:00,11613,M2.5
245,2012-11-13 20:50:00,2012-11-13 20:54:00,2012-11-13 20:57:00,11613,M2.8
246,2012-11-14 03:59:00,2012-11-14 04:04:00,2012-11-14 04:07:00,11613,M1.1
247,2012-11-20 19:21:00,2012-11-20 19:28:00,2012-11-20 19:32:00,11618,M1.6
248,2012-11-21 06:45:00,2012-11-21 06:56:00,2012-11-21 07:08:00,11618,M1.4
249,2012-11-21 15:10:00,2012-11-21 15:30:00,2012-11-21 15:38:00,11618,M3.5
250,2012-11-27 15:52:00,2012-11-27 15:57:00,2012-11-27 16:03:00,11618,M1.6
251,2012-11-27 21:05:00,2012-11-27 21:26:00,2012-11-27 21:30:00,11620,M1.0
252,2012-11-28 21:20:00,2012-11-28 21:36:00,2012-11-28 21:48:00,11620,M2.2
253,2013-01-05 09:26:00,2013-01-05 09:31:00,2013-01-05 09:34:00,11652,M1.7
254,2013-01-11 08:43:00,2013-01-11 09:11:00,2013-01-11 09:17:00,11654,M1.2
255,2013-01-11 14:51:00,2013-01-11 15:07:00,2013-01-11 15:24:00,11654,M1.0
256,2013-01-13 00:45:00,2013-01-13 00:50:00,2013-01-13 00:52:00,11652,M1.0
257,2013-01-13 08:35:00,2013-01-13 08:38:00,2013-01-13 08:40:00,11652,M1.7
258,2013-02-17 15:45:00,2013-02-17 15:50:00,2013-02-17 15:52:00,11675,M1.9
259,2013-03-05 07:47:00,2013-03-05 07:54:00,2013-03-05 07:59:00,11686,M1.2
260,2013-03-15 05:46:00,2013-03-15 06:58:00,2013-03-15 08:35:00,11692,M1.1
261,2013-03-21 21:42:00,2013-03-21 22:04:00,2013-03-21 22:36:00,11692,M1.6
262,2013-04-05 17:34:00,2013-04-05 17:48:00,2013-04-05 18:04:00,11719,M2.2
263,2013-04-11 06:55:00,2013-04-11 07:16:00,2013-04-11 07:29:00,11719,M6.5
264,2013-04-12 19:52:00,2013-04-12 20:38:00,2013-04-12 20:46:00,11718,M3.3
265,2013-04-22 10:22:00,2013-04-22 10:29:00,2013-04-22 10:31:00,11726,M1.0
266,2013-05-02 04:58:00,2013-05-02 05:10:00,2013-05-02 05:19:00,11731,M1.1
267,2013-05-03 16:39:00,2013-05-03 16:55:00,2013-05-03 17:22:00,11731,M1.3
268,2013-05-03 17:24:00,2013-05-03 17:32:00,2013-05-03 17:41:00,11739,M5.7
269,2013-05-05 17:42:00,2013-05-05 17:56:00,2013-05-05 17:58:00,11739,M1.4
270,2013-05-10 00:44:00,2013-05-10 00:57:00,2013-05-10 01:08:00,11745,M3.9
271,2013-05-10 12:37:00,2013-05-10 12:56:00,2013-05-10 13:04:00,11745,M1.3
272,2013-05-12 20:17:00,2013-05-12 20:32:00,2013-05-12 21:03:00,11748,M1.9
273,2013-05-12 22:37:00,2013-05-12 22:44:00,2013-05-12 22:52:00,11748,M1.2
274,2013-05-13 01:53:00,2013-05-13 02:17:00,2013-05-13 02:32:00,11748,X1.7
275,2013-05-13 11:57:00,2013-05-13 12:03:00,2013-05-13 12:09:00,11748,M1.3
276,2013-05-13 15:48:00,2013-05-13 16:05:00,2013-05-13 16:16:00,11748,X2.8
277,2013-05-14 00:00:00,2013-05-14 01:11:00,2013-05-14 01:20:00,11748,X3.2
278,2013-05-15 01:25:00,2013-05-15 01:48:00,2013-05-15 01:58:00,11748,X1.2
279,2013-05-16 21:36:00,2013-05-16 21:53:00,2013-05-16 22:03:00,11748,M1.3
280,2013-05-17 08:43:00,2013-05-17 08:57:00,2013-05-17 09:19:00,11748,M3.2
281,2013-05-20 05:16:00,2013-05-20 05:25:00,2013-05-20 06:03:00,11755,M1.7
282,2013-05-22 13:08:00,2013-05-22 13:32:00,2013-05-22 14:08:00,11745,M5.0
283,2013-05-31 19:52:00,2013-05-31 20:00:00,2013-05-31 20:06:00,11760,M1.0
