,time_start,time_peak,time_end,nar,xray_class,is_coincident
0,2014-06-22 13:53:00,2014-06-22 13:57:00,2014-06-22 14:03:00,12087,B,True
1,2014-04-14 16:45:00,2014-04-14 16:48:00,2014-04-14 16:50:00,12036,B,True
2,2014-04-14 17:06:00,2014-04-14 17:18:00,2014-04-14 17:25:00,12036,B,True
3,2014-04-15 09:42:00,2014-04-15 09:46:00,2014-04-15 09:49:00,12036,B,True
4,2014-05-24 04:47:00,2014-05-24 04:51:00,2014-05-24 04:56:00,12065,B,True
5,2014-05-10 18:17:00,2014-05-10 18:22:00,2014-05-10 18:28:00,12056,B,True
6,2014-06-22 10:51:00,2014-06-22 10:59:00,2014-06-22 11:23:00,12096,B,True
7,2014-06-22 21:13:00,2014-06-22 21:24:00,2014-06-22 21:34:00,12096,B,True
8,2014-06-23 00:19:00,2014-06-23 01:01:00,2014-06-23 01:18:00,12096,B,True
9,2014-06-23 16:42:00,2014-06-23 16:45:00,2014-06-23 16:47:00,12096,B,True
10,2014-06-27 20:33:00,2014-06-27 21:02:00,2014-06-27 21:23:00,12096,B,True
11,2014-11-02 03:05:00,2014-11-02 03:08:00,2014-11-02 03:11:00,12201,B,True
12,2014-11-02 03:57:00,2014-11-02 04:01:00,2014-11-02 04:04:00,12201,B,True
13,2014-08-07 03:05:00,2014-08-07 03:09:00,2014-08-07 03:17:00,12132,B,True
14,2014-04-29 22:28:00,2014-04-29 22:54:00,2014-04-29 23:14:00,12047,B,True
15,2014-04-30 13:36:00,2014-04-30 13:39:00,2014-04-30 13:41:00,12047,B,True
16,2014-07-21 15:17:00,2014-07-21 15:21:00,2014-07-21 16:18:00,12121,B,True
17,2014-10-19 11:05:00,2014-10-19 11:19:00,2014-10-19 11:25:00,12192,C,True
18,2014-10-19 12:08:00,2014-10-19 12:14:00,2014-10-19 12:28:00,12192,C,True
19,2014-10-19 17:30:00,2014-10-19 17:34:00,2014-10-19 17:37:00,12192,C,True
20,2014-10-20 00:49:00,2014-10-20 00:53:00,2014-10-20 00:56:00,12192,C,True
21,2014-10-20 01:58:00,2014-10-20 02:01:00,2014-10-20 02:04:00,12192,C,True
22,2014-10-20 02:25:00,2014-10-20 02:28:00,2014-10-20 02:32:00,12192,C,True
23,2014-10-20 03:32:00,2014-10-20 03:57:00,2014-10-20 04:05:00,12192,C,True
24,2014-10-20 05:37:00,2014-10-20 06:02:00,2014-10-20 06:09:00,12192,C,True
25,2014-10-20 11:19:00,2014-10-20 11:27:00,2014-10-20 11:30:00,12192,C,True
26,2014-10-20 13:58:00,2014-10-20 14:08:00,2014-10-20 14:11:00,12192,C,True
27,2014-10-20 14:40:00,2014-10-20 14:43:00,2014-10-20 14:47:00,12192,C,True
28,2014-10-20 14:58:00,2014-10-20 15:24:00,2014-10-20 15:41:00,12192,C,True
29,2014-10-20 18:43:00,2014-10-20 18:47:00,2014-10-20 18:51:00,12192,C,True
30,2014-10-21 06:05:00,2014-10-21 06:14:00,2014-10-21 06:21:00,12192,C,True
31,2014-10-21 06:53:00,2014-10-21 06:57:00,2014-10-21 07:02:00,12192,C,True
32,2014-10-21 08:08:00,2014-10-21 08:10:00,2014-10-21 08:12:00,12192,C,True
33,2014-10-25 07:36:00,2014-10-25 08:08:00,2014-10-25 08:35:00,12192,C,True
34,2014-10-25 09:44:00,2014-10-25 09:49:00,2014-10-25 09:55:00,12192,C,True
35,2014-10-25 12:13:00,2014-10-25 12:20:00,2014-10-25 12:25:00,12192,C,True
36,2014-10-25 15:00:00,2014-10-25 15:04:00,2014-10-25 15:08:00,12192,C,True
37,2014-10-25 15:44:00,2014-10-25 15:52:00,2014-10-25 16:15:00,12192,C,True
38,2014-10-25 23:20:00,2014-10-25 23:26:00,2014-10-25 23:36:00,12192,C,True
39,2014-10-26 01:08:00,2014-10-26 01:13:00,2014-10-26 01:27:00,12192,C,True
40,2014-10-26 05:09:00,2014-10-26 05:13:00,2014-10-26 05:19:00,12192,C,True
41,2014-10-26 05:45:00,2014-10-26 05:50:00,2014-10-26 05:55:00,12192,C,True
42,2014-10-26 13:04:00,2014-10-26 13:09:00,2014-10-26 13:16:00,12192,C,True
43,2014-10-26 15:11:00,2014-10-26 15:20:00,2014-10-26 15:34:00,12192,C,True
44,2014-10-26 17:55:00,2014-10-26 17:59:00,2014-10-26 18:05:00,12192,C,True
45,2014-10-26 21:47:00,2014-10-26 21:59:00,2014-10-26 22:13:00,12192,C,True
46,2014-10-27 05:01:00,2014-10-27 05:04:00,2014-10-27 05:11:00,12192,C,True
47,2014-10-27 05:21:00,2014-10-27 05:38:00,2014-10-27 05:47:00,12192,C,True
48,2014-10-27 22:59:00,2014-10-27 23:04:00,2014-10-27 23:16:00,12192,C,True
49,2014-10-28 06:06:00,2014-10-28 06:10:00,2014-10-28 06:17:00,12192,C,True
50,2014-10-28 08:20:00,2014-10-28 08:24:00,2014-10-28 08:28:00,12192,C,True
51,2014-10-28 11:02:00,2014-10-28 11:06:00,2014-10-28 11:11:00,12192,C,True
52,2014-10-29 03:29:00,2014-10-29 03:58:00,2014-10-29 04:19:00,12192,C,True
53,2014-10-29 19:31:00,2014-10-29 19:38:00,2014-10-29 19:46:00,12192,C,True
54,2014-10-30 12:37:00,2014-10-30 12:44:00,2014-10-30 12:52:00,12192,C,True
55,2014-01-27 04:09:00,2014-01-27 04:17:00,2014-01-27 04:21:00,11967,C,True
56,2014-01-27 19:06:00,2014-01-27 19:27:00,2014-01-27 19:36:00,11967,C,True
57,2014-01-27 20:15:00,2014-01-27 20:55:00,2014-01-27 21:06:00,11967,C,True
58,2014-01-28 00:31:00,2014-01-28 00:36:00,2014-01-28 00:39:00,11967,C,True
59,2014-01-28 03:08:00,2014-01-28 03:12:00,2014-01-28 03:16:00,11967,C,True
60,2014-01-28 05:25:00,2014-01-28 05:29:00,2014-01-28 05:31:00,11967,C,True
61,2014-01-28 06:48:00,2014-01-28 06:52:00,2014-01-28 06:55:00,11967,C,True
62,2014-01-28 12:18:00,2014-01-28 12:25:00,2014-01-28 12:30:00,11967,C,True
63,2014-01-29 04:06:00,2014-01-29 04:31:00,2014-01-29 04:42:00,11967,C,True
64,2014-01-29 06:53:00,2014-01-29 07:19:00,2014-01-29 07:34:00,11967,C,True
65,2014-01-29 08:57:00,2014-01-29 09:01:00,2014-01-29 09:03:00,11967,C,True
66,2014-01-29 11:57:00,2014-01-29 12:01:00,2014-01-29 12:04:00,11967,C,True
67,2014-01-29 14:11:00,2014-01-29 15:31:00,2014-01-29 16:36:00,11967,C,True
68,2014-01-29 23:12:00,2014-01-29 23:16:00,2014-01-29 23:20:00,11967,C,True
69,2014-01-31 04:46:00,2014-01-31 05:05:00,2014-01-31 05:17:00,11967,C,True
70,2014-01-31 07:35:00,2014-01-31 07:44:00,2014-01-31 07:57:00,11967,C,True
71,2014-01-31 09:28:00,2014-01-31 09:32:00,2014-01-31 09:44:00,11967,C,True
72,2014-01-31 10:44:00,2014-01-31 10:49:00,2014-01-31 10:54:00,11967,C,True
73,2014-01-31 23:59:00,2014-02-01 00:18:00,2014-02-01 00:33:00,11967,C,True
74,2014-02-01 05:42:00,2014-02-01 05:49:00,2014-02-01 06:00:00,11967,C,True
75,2014-02-01 10:43:00,2014-02-01 10:46:00,2014-02-01 10:49:00,11967,C,True
76,2014-02-01 12:29:00,2014-02-01 12:34:00,2014-02-01 12:38:00,11967,C,True
77,2014-02-01 13:52:00,2014-02-01 13:56:00,2014-02-01 14:03:00,11967,C,True
78,2014-02-01 15:58:00,2014-02-01 16:05:00,2014-02-01 16:14:00,11967,C,True
79,2014-02-01 20:38:00,2014-02-01 20:46:00,2014-02-01 20:52:00,11967,C,True
80,2014-02-02 04:10:00,2014-02-02 04:14:00,2014-02-02 04:22:00,11967,C,True
81,2014-02-02 11:45:00,2014-02-02 11:49:00,2014-02-02 11:55:00,11967,C,True
82,2014-02-03 00:56:00,2014-02-03 00:59:00,2014-02-03 01:02:00,11967,C,True
83,2014-02-03 04:45:00,2014-02-03 05:35:00,2014-02-03 05:58:00,11967,C,True
84,2014-02-03 06:19:00,2014-02-03 06:25:00,2014-02-03 06:33:00,11967,C,True
85,2014-02-03 08:12:00,2014-02-03 08:30:00,2014-02-03 09:03:00,11967,C,True
86,2014-02-03 10:58:00,2014-02-03 11:01:00,2014-02-03 11:04:00,11967,C,True
87,2014-02-03 12:43:00,2014-02-03 12:54:00,2014-02-03 13:05:00,11967,C,True
88,2014-02-03 15:40:00,2014-02-03 15:44:00,2014-02-03 15:48:00,11967,C,True
89,2014-02-03 17:52:00,2014-02-03 17:59:00,2014-02-03 18:06:00,11967,C,True
90,2014-02-03 19:28:00,2014-02-03 19:37:00,2014-02-03 19:48:00,11967,C,True
91,2014-02-04 05:45:00,2014-02-04 05:49:00,2014-02-04 05:54:00,11967,C,True
92,2014-02-04 09:16:00,2014-02-04 09:25:00,2014-02-04 09:36:00,11967,C,True
93,2014-02-04 11:53:00,2014-02-04 12:20:00,2014-02-04 12:24:00,11967,C,True
94,2014-02-04 13:35:00,2014-02-04 13:53:00,2014-02-04 14:10:00,11967,C,True
95,2014-02-04 14:32:00,2014-02-04 14:36:00,2014-02-04 14:43:00,11967,C,True
96,2014-02-04 19:27:00,2014-02-04 19:41:00,2014-02-04 19:54:00,11967,C,True
97,2014-02-04 20:13:00,2014-02-04 20:20:00,2014-02-04 20:27:00,11967,C,True
98,2014-02-05 12:44:00,2014-02-05 12:50:00,2014-02-05 12:53:00,11967,C,True
99,2014-02-05 14:41:00,2014-02-05 14:46:00,2014-02-05 14:50:00,11967,C,True
100,2014-02-05 18:32:00,2014-02-05 18:44:00,2014-02-05 18:54:00,11967,C,True
101,2014-02-05 19:28:00,2014-02-05 20:02:00,2014-02-05 20:26:00,11967,C,True
102,2014-02-06 02:31:00,2014-02-06 02:51:00,2014-02-06 03:00:00,11967,C,True
103,2014-02-06 11:45:00,2014-02-06 11:56:00,2014-02-06 11:59:00,11967,C,True
104,2014-02-06 16:17:00,2014-02-06 16:20:00,2014-02-06 16:23:00,11967,C,True
105,2014-02-07 00:13:00,2014-02-07 00:19:00,2014-02-07 00:27:00,11967,C,True
106,2014-12-14 08:25:00,2014-12-14 08:33:00,2014-12-14 08:37:00,12242,C,True
107,2014-12-14 16:26:00,2014-12-14 16:36:00,2014-12-14 16:40:00,12242,C,True
108,2014-12-14 18:21:00,2014-12-14 18:26:00,2014-12-14 18:30:00,12242,C,True
109,2014-12-14 19:47:00,2014-12-14 19:52:00,2014-12-14 20:00:00,12242,C,True
110,2014-12-14 20:12:00,2014-12-14 20:16:00,2014-12-14 20:18:00,12242,C,True
111,2014-12-14 21:45:00,2014-12-14 21:50:00,2014-12-14 21:56:00,12242,C,True
112,2014-12-14 22:05:00,2014-12-14 22:09:00,2014-12-14 22:15:00,12242,C,True
113,2014-12-15 01:34:00,2014-12-15 01:40:00,2014-12-15 01:44:00,12242,C,True
114,2014-12-15 21:16:00,2014-12-15 21:21:00,2014-12-15 21:23:00,12242,C,True
115,2014-12-15 21:16:00,2014-12-15 21:21:00,2014-12-15 21:23:00,12242,C,True
116,2014-12-16 00:02:00,2014-12-16 00:05:00,2014-12-16 00:09:00,12242,C,True
117,2014-12-16 02:33:00,2014-12-16 02:38:00,2014-12-16 02:40:00,12242,C,True
118,2014-12-16 04:43:00,2014-12-16 04:48:00,2014-12-16 04:52:00,12242,C,True
119,2014-12-19 02:09:00,2014-12-19 02:13:00,2014-12-19 02:18:00,12242,C,True
120,2014-12-19 03:38:00,2014-12-19 03:42:00,2014-12-19 03:46:00,12242,C,True
121,2014-12-19 13:48:00,2014-12-19 13:52:00,2014-12-19 13:55:00,12242,C,True
122,2014-12-19 14:43:00,2014-12-19 14:47:00,2014-12-19 14:56:00,12242,C,True
123,2014-12-19 16:06:00,2014-12-19 16:10:00,2014-12-19 16:13:00,12242,C,True
124,2014-12-19 16:24:00,2014-12-19 16:32:00,2014-12-19 16:42:00,12242,C,True
125,2014-12-19 17:22:00,2014-12-19 17:25:00,2014-12-19 17:29:00,12242,C,True
126,2014-12-19 17:35:00,2014-12-19 18:45:00,2014-12-19 19:30:00,12242,C,True
127,2014-12-19 21:34:00,2014-12-19 21:38:00,2014-12-19 21:45:00,12242,C,True
128,2014-12-19 22:26:00,2014-12-19 22:30:00,2014-12-19 22:33:00,12242,C,True
129,2014-12-20 11:36:00,2014-12-20 11:41:00,2014-12-20 11:48:00,12242,C,True
130,2014-12-20 15:01:00,2014-12-20 15:06:00,2014-12-20 15:11:00,12242,C,True
131,2014-12-20 15:47:00,2014-12-20 15:53:00,2014-12-20 15:59:00,12242,C,True
132,2014-12-20 20:29:00,2014-12-20 20:35:00,2014-12-20 20:49:00,12242,C,True
133,2014-11-26 15:39:00,2014-11-26 15:46:00,2014-11-26 15:58:00,12222,C,True
134,2014-11-26 17:59:00,2014-11-26 18:04:00,2014-11-26 18:13:00,12222,C,True
135,2014-11-26 22:21:00,2014-11-26 22:26:00,2014-11-26 22:30:00,12222,C,True
136,2014-11-27 00:39:00,2014-11-27 00:47:00,2014-11-27 00:51:00,12222,C,True
137,2014-11-27 04:40:00,2014-11-27 04:48:00,2014-11-27 04:57:00,12222,C,True
138,2014-11-27 06:50:00,2014-11-27 07:02:00,2014-11-27 07:07:00,12222,C,True
139,2014-11-27 08:28:00,2014-11-27 08:48:00,2014-11-27 09:03:00,12222,C,True
140,2014-11-27 09:35:00,2014-11-27 09:41:00,2014-11-27 09:50:00,12222,C,True
141,2014-11-27 10:03:00,2014-11-27 10:20:00,2014-11-27 10:30:00,12222,C,True
