,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
B,0.7767125872382998,0.5953535449955533,0.09741599125275563,0.07896413070106387,0.11651452453423139,0.08583007370459762,0.002607895353555011,4.26865638430684e-05,13.627739547065435,0.07347126351395836,0.006151552874005184,32290054978.804157,0.0876479795245566,1.1590367311995849e+21,2.0089398434045167,47032402879.69016,2.754616899992806e+19,0.5890359295878568,320.28834405127265,0.13209451787301704
C,0.7527803176694887,0.9013273341299693,0.08180503853141097,0.08167686754942557,0.14282299740419813,0.1082544307061644,0.002417131741654986,4.4424243672735615e-05,11.695917346224705,0.0628604854988173,0.006415511107091776,35444408527.830696,0.07085546597404499,6.163505256001303e+20,2.3767661041600356,50493522565.21884,3.778776906190369e+19,0.5696166514473358,290.7874283470273,0.12109682164648695
M,1.0203206238800213,0.6375904426448256,0.0860589219937288,0.09507940002819473,0.15218129358743918,0.11307218492607612,0.002471738255929732,4.396463624181543e-05,14.303550100107003,0.06569177924221171,0.006201790800774046,49211998058.22163,0.0746902619325739,9.067501715400865e+20,1.8487897471709955,45574292890.8448,2.411621933644046e+19,0.541487173760917,337.6603047275815,0.11402465270237204
X,1.0717625687116616,0.6259651670493487,0.08597083601970272,0.09443172665705603,0.15014901813236414,0.11168304431029935,0.002516675766735677,4.360943671066358e-05,14.590303544059275,0.06596089994433664,0.006125000006353777,48900667484.95499,0.0752761474890639,9.029758209355464e+20,1.8385110914184026,45102090423.475685,2.4434770118830436e+19,0.5498846859886053,338.49496588678824,0.11406440383953992
