,precision,recall,f1-score,support
ABC,0.8584392014519057,0.5430539609644087,0.6652601969057664,871.0
MX,0.26159554730983303,0.6438356164383562,0.3720316622691293,219.0
accuracy,0.563302752293578,0.563302752293578,0.563302752293578,0.563302752293578
macro avg,0.5600173743808694,0.5934447887013825,0.5186459295874479,1090.0
weighted avg,0.7385229076380396,0.563302752293578,0.6063454729741853,1090.0

TSS,0.1200347487617387
HSS1,0.7168784029038112
HSS2,24.729751086527074
GS,-0.461351067944133
ORSS,-62088
SEDI,0.20381608668136483
