,precision,recall,f1-score,support
ABC,0.7690355329949239,0.3690621193666261,0.4987654320987654,821.0
MX,0.19440124416796267,0.5787037037037037,0.2910360884749709,216.0
accuracy,0.4127290260366442,0.4127290260366442,0.4127290260366442,0.4127290260366442
macro avg,0.4817183885814433,0.47388291153516493,0.39490076028686816,1037.0
weighted avg,0.6493431449653929,0.4127290260366442,0.45549683207683717,1037.0

TSS,-0.03656322283711344
HSS1,0.5380710659898477
HSS2,2.229974961777935
GS,-0.5954321740549546
ORSS,-94276
SEDI,-0.06107802592944
