,precision,recall,f1-score,support
ABC,0.7787769784172662,0.4971297359357061,0.6068675543097407,871.0
MX,0.1797752808988764,0.4383561643835616,0.2549800796812749,219.0
accuracy,0.4853211009174312,0.4853211009174312,0.4853211009174312,0.4853211009174312
macro avg,0.4792761296580713,0.46774295015963385,0.4309238169955078,1090.0
weighted avg,0.6584270960718283,0.4853211009174312,0.5361672268385168,1090.0

TSS,-0.04144774068385737
HSS1,0.5575539568345323
HSS2,320.3467336683494
GS,-0.5197990729671343
ORSS,-107748
SEDI,-0.07060405875273076
