,precision,recall,f1-score,support
ABC,0.8384615384615385,0.5005740528128588,0.6268871315600287,871.0
MX,0.23684210526315788,0.6164383561643836,0.34220532319391633,219.0
accuracy,0.5238532110091743,0.5238532110091743,0.5238532110091743,0.5238532110091743
macro avg,0.5376518218623482,0.5585062044886212,0.4845462273769725,1090.0
weighted avg,0.7175857073877354,0.5238532110091743,0.5696895939158281,1090.0

TSS,0.07530364372469633
HSS1,0.676923076923077
HSS2,4.925258465332447
GS,-0.5170216552951648
ORSS,-73080
SEDI,0.1285103517631351
