,xray_class,T_REC,NOAA_AR,USFLUX,MEANGAM,MEANGBT,MEANJZD,MEANJZH,ABSNJZH,R_VALUE
457,M,2014-06-12 14:00:00,12089,3.65e+21,51.6,137.0,0.301,0.036,231.0,3.89
458,M,2014-06-12 15:00:00,12089,3.67e+21,50.8,139.0,0.376,0.0371,231.0,3.9
459,M,2014-06-12 15:36:00,12087,4.13e+22,38.0,88.7,0.192,0.0264,1680.0,0.0
460,M,2014-06-13 01:48:00,12087,3.85e+22,37.4,93.6,0.211,0.0289,1690.0,0.0
461,M,2014-06-14 13:24:00,12085,5.53e+22,31.7,65.3,-0.133,0.000808,62.0,0.0
462,M,2014-06-15 05:12:00,12082,4.26e+21,38.8,68.4,-0.168,0.000677,5.49,0.0
463,M,2014-06-15 17:48:00,12087,1.5e+22,41.5,111.0,1.05,0.0278,674.0,0.0
464,M,2014-07-01 05:00:00,12106,4.65e+22,28.4,94.3,-0.138,-0.000533,36.4,4.02
465,M,2014-07-08 10:12:00,12113,1.8e+22,34.3,91.4,0.012,0.00358,101.0,4.11
466,M,2014-07-08 18:24:00,12113,2.42e+22,33.6,93.9,0.0736,0.00529,208.0,4.34
467,M,2014-07-10 16:24:00,12106,2.69e+22,25.9,79.9,-0.192,0.000692,28.4,0.0
468,M,2014-07-31 05:00:00,12130,5.57e+22,40.1,95.4,-0.14,0.00107,87.5,0.0
469,M,2014-08-01 08:48:00,12130,6.49e+22,41.2,100.0,0.0262,0.00172,180.0,4.73
470,M,2014-08-01 12:00:00,12127,5.77e+22,41.7,104.0,-0.134,0.00286,247.0,4.72
471,M,2014-08-08 12:36:00,12132,3.86e+22,32.2,99.2,-0.0589,-0.000978,59.3,4.31
472,M,2014-08-08 12:36:00,12132,3.86e+22,32.2,99.2,-0.0589,-0.000978,59.3,4.31
473,M,2014-08-08 12:36:00,12132,3.86e+22,32.2,99.2,-0.0589,-0.000978,59.3,4.31
474,M,2014-08-08 12:36:00,12132,3.86e+22,32.2,99.2,-0.0589,-0.000978,59.3,4.31
475,M,2014-08-08 12:36:00,12132,3.86e+22,32.2,99.2,-0.0589,-0.000978,59.3,4.31
476,M,2014-08-08 12:36:00,12132,3.86e+22,32.2,99.2,-0.0589,-0.000978,59.3,4.31
477,M,2014-08-08 12:36:00,12132,3.86e+22,32.2,99.2,-0.0589,-0.000978,59.3,4.31
478,M,2014-10-07 01:36:00,12182,2.26e+22,32.6,123.0,0.359,0.000569,20.8,3.15
479,M,2014-10-07 01:36:00,12182,2.26e+22,32.6,123.0,0.359,0.000569,20.8,3.15
480,M,2014-10-07 01:36:00,12182,2.26e+22,32.6,123.0,0.359,0.000569,20.8,3.15
481,M,2014-10-07 01:36:00,12182,2.26e+22,32.6,123.0,0.359,0.000569,20.8,3.15
482,M,2014-10-07 01:36:00,12182,2.26e+22,32.6,123.0,0.359,0.000569,20.8,3.15
483,M,2014-10-07 01:36:00,12182,2.26e+22,32.6,123.0,0.359,0.000569,20.8,3.15
484,M,2014-10-07 01:36:00,12182,2.26e+22,32.6,123.0,0.359,0.000569,20.8,3.15
485,M,2014-10-07 01:36:00,12182,2.26e+22,32.6,123.0,0.359,0.000569,20.8,3.15
486,M,2014-10-07 01:36:00,12182,2.26e+22,32.6,123.0,0.359,0.000569,20.8,3.15
487,M,2014-10-08 17:36:00,12182,2.34e+22,36.4,127.0,0.139,-0.00198,71.5,4.32
488,M,2014-10-08 17:36:00,12182,2.34e+22,36.4,127.0,0.139,-0.00198,71.5,4.32
489,M,2014-10-09 01:00:00,12182,2.85e+22,38.1,119.0,-0.0803,-0.00312,138.0,4.55
490,M,2014-10-16 09:12:00,12192,0.0,0.0,0.0,0.0,0.0,0.0,4.96
491,M,2014-10-16 09:12:00,12192,0.0,0.0,0.0,0.0,0.0,0.0,4.96
492,M,2014-10-16 09:12:00,12192,0.0,0.0,0.0,0.0,0.0,0.0,4.96
493,M,2014-10-18 01:00:00,12192,1.19e+23,44.7,59.7,-0.0654,-0.00715,1120.0,4.85
494,M,2014-10-20 03:00:00,12192,1.35e+23,45.4,92.9,0.0032,-0.00482,856.0,5.22
495,M,2014-10-20 10:00:00,12192,1.25e+23,47.3,89.7,-0.0146,-0.00674,1140.0,5.2
496,M,2014-10-20 13:00:00,12192,1.26e+23,47.5,89.1,0.0381,-0.00561,968.0,5.24
497,M,2014-10-20 13:48:00,12192,1.26e+23,47.7,89.7,0.0289,-0.00584,1000.0,5.23
498,M,2014-10-20 16:48:00,12192,1.38e+23,47.2,89.7,0.0612,-0.00449,885.0,5.31
499,M,2014-10-21 07:36:00,12192,1.35e+23,49.8,94.0,0.0912,-0.0056,1090.0,5.4
500,M,2014-10-21 19:12:00,12192,1.34e+23,51.6,98.0,0.0855,-0.00561,1000.0,5.45
501,M,2014-10-21 23:12:00,12192,1.36e+23,51.9,96.2,0.131,-0.00433,822.0,5.44
502,M,2014-10-22 09:48:00,12192,1.32e+23,53.2,95.8,0.125,-0.00358,655.0,5.4
503,M,2014-10-23 03:48:00,12192,1.4e+23,54.5,95.7,0.0954,-0.00332,665.0,5.45
504,M,2014-10-24 01:36:00,12192,1.43e+23,54.8,94.9,0.0279,-0.00299,616.0,5.4
505,M,2014-10-26 11:12:00,12192,1.83e+23,44.9,89.0,0.0881,-0.000277,70.5,5.48
506,M,2014-10-26 12:12:00,12192,1.84e+23,44.8,88.5,0.0966,3.44e-05,8.8,5.48
507,M,2014-10-26 12:48:00,12192,1.84e+23,44.7,88.1,0.092,0.000192,48.8,5.49
508,M,2014-10-26 14:00:00,12192,1.84e+23,44.4,88.9,0.0816,-4.47e-05,11.2,5.49
509,M,2014-10-26 18:00:00,12192,1.93e+23,43.6,87.2,0.0233,7.36e-05,19.2,5.46
510,M,2014-10-26 19:48:00,12192,1.94e+23,43.4,88.9,0.0145,-0.000829,214.0,5.45
511,M,2014-10-26 21:36:00,12192,1.93e+23,43.6,89.1,-0.0189,-0.000531,134.0,5.35
512,M,2014-10-27 04:00:00,12192,1.96e+23,42.0,86.0,0.00432,-0.000646,166.0,5.36
513,M,2014-10-27 11:36:00,12192,1.96e+23,41.0,81.9,0.0283,-0.000727,190.0,5.3
514,M,2014-10-27 20:12:00,12192,2.03e+23,40.0,80.2,-0.0157,-0.00159,407.0,5.18
515,M,2014-10-27 21:24:00,12192,2.05e+23,40.0,79.0,-0.0465,-0.000958,248.0,5.11
516,M,2014-10-28 07:48:00,12192,2e+23,39.8,73.0,-0.0959,0.000679,168.0,5.23
517,M,2014-10-29 00:00:00,12192,1.82e+23,41.5,65.7,-0.0798,-0.000205,48.7,5.08
518,M,2014-10-29 03:48:00,12192,1.6e+23,43.4,67.8,-0.0308,-0.00166,330.0,5.36
519,M,2014-10-29 08:24:00,12192,1.39e+23,44.2,65.6,-0.123,-0.00116,196.0,5.54
520,M,2014-10-29 10:12:00,12192,1.33e+23,44.4,62.7,-0.0266,-0.0034,563.0,5.57
521,M,2014-10-29 12:48:00,12192,1.21e+23,44.4,62.8,0.0167,-0.00165,253.0,5.49
522,M,2014-10-29 15:24:00,12192,1.07e+23,44.6,61.8,-0.069,-0.00156,208.0,5.29
523,M,2014-10-29 18:36:00,12192,9.59e+22,45.5,57.8,0.00598,-0.00127,154.0,5.31
524,M,2014-10-29 19:24:00,12192,9.1e+22,45.1,57.4,0.0303,-0.00312,347.0,5.35
525,M,2014-10-29 22:12:00,12192,8.21e+22,43.9,62.4,0.0574,-0.00776,753.0,5.26
526,M,2014-11-03 04:36:00,12201,4.31e+21,38.4,127.0,0.413,0.0135,93.5,3.68
527,M,2014-11-03 16:12:00,12205,2.36e+20,34.2,66.5,-0.656,-0.000581,0.373,4.54
528,M,2014-11-04 02:00:00,12205,1.16e+22,40.8,51.7,0.111,-0.00435,74.9,4.89
529,M,2014-11-04 02:48:00,12205,1.25e+22,39.6,55.7,0.0405,-0.00248,45.7,4.77
530,M,2014-11-05 03:24:00,12205,4.17e+22,35.9,74.6,0.0135,0.00906,506.0,4.48
531,M,2014-11-05 12:48:00,12205,4.48e+22,36.1,75.4,-0.0371,0.0182,1120.0,4.57
532,M,2014-11-05 19:24:00,12205,4.81e+22,36.8,81.9,0.00591,0.0186,1260.0,4.69
533,M,2014-11-05 21:36:00,12205,4.88e+22,35.9,84.2,-0.0565,0.0213,1380.0,4.69
534,M,2014-11-06 15:48:00,12205,4.57e+22,38.2,93.3,0.00813,0.0235,1570.0,4.79
535,M,2014-11-06 20:00:00,12205,4.26e+22,38.2,102.0,-0.0902,0.0281,1670.0,4.87
536,M,2014-11-06 22:12:00,12205,4.42e+22,38.3,100.0,-0.0309,0.0275,1720.0,4.87
537,M,2014-11-07 04:12:00,12205,3.98e+22,39.4,105.0,-0.0354,0.0329,1850.0,4.87
538,M,2014-11-09 09:24:00,12205,2.41e+22,49.6,109.0,0.451,0.0213,866.0,4.77
539,M,2014-11-15 05:36:00,12209,1.18e+23,36.4,85.1,0.0555,0.00393,658.0,4.98
540,M,2014-11-15 14:36:00,12205,2.2e+22,27.4,77.1,-0.165,-0.00256,79.2,3.72
541,M,2014-11-16 11:36:00,12209,1.1e+23,38.4,96.2,0.0136,0.0044,681.0,4.97
542,M,2014-12-01 00:24:00,12222,3.33e+22,55.3,87.3,0.106,-0.00543,269.0,4.38
543,M,2014-12-04 02:00:00,12222,3.6e+22,53.7,98.0,-0.0142,-0.00113,59.7,4.41
544,M,2014-12-04 12:00:00,12222,3.49e+22,52.4,95.2,0.0607,-0.00368,194.0,4.62
545,M,2014-12-04 13:36:00,12222,3.46e+22,51.8,96.2,0.0452,-0.00387,199.0,4.64
546,M,2014-12-05 05:36:00,12222,3.67e+22,47.3,96.3,-0.103,-0.00749,400.0,4.73
547,M,2014-12-12 23:12:00,12242,6.5e+22,31.4,102.0,0.305,0.00627,637.0,4.21
548,M,2014-12-14 13:24:00,12242,5.11e+22,38.3,110.0,0.256,0.00185,154.0,4.55
549,M,2014-12-16 19:00:00,12242,6.53e+22,47.2,111.0,0.441,0.00556,579.0,5.07
550,M,2014-12-16 19:48:00,12242,6.68e+22,46.8,111.0,0.473,0.0053,572.0,4.99
551,M,2014-12-16 22:24:00,12242,6.77e+22,47.7,107.0,0.51,0.00411,458.0,4.96
552,M,2014-12-17 13:00:00,12242,7.43e+22,46.7,109.0,0.469,0.00614,741.0,5.09
553,M,2014-12-18 15:36:00,12241,3.32e+22,59.0,85.3,0.146,0.0151,791.0,4.86
554,M,2014-12-19 03:36:00,12242,9.9e+22,42.4,104.0,0.197,0.00623,956.0,5.08
555,M,2014-12-21 01:12:00,12242,9.38e+22,38.5,93.5,0.00259,0.00488,680.0,4.92
556,M,2014-12-21 05:24:00,12242,9.13e+22,38.3,92.2,0.0708,0.00345,464.0,5.1
557,M,2014-12-21 19:36:00,12242,8.53e+22,37.4,85.0,0.00705,0.00262,329.0,4.89
558,M,2014-12-26 20:00:00,12248,1.87e+22,37.4,122.0,0.191,-0.00189,53.4,4.18
559,M,2015-01-03 03:36:00,12253,3.87e+22,55.2,92.1,0.0588,0.00226,136.0,4.9
560,M,2015-01-04 09:24:00,12253,3.29e+22,58.7,90.8,0.0337,0.00622,343.0,4.64
561,M,2015-01-21 22:48:00,12268,4.34e+21,51.4,70.4,-0.0358,-0.000863,7.0,4.64
562,M,2015-01-26 10:48:00,12268,2.91e+22,51.3,96.5,0.119,-0.00312,151.0,4.4
563,M,2015-01-27 22:24:00,12277,1.09e+22,28.3,56.9,0.126,-0.00127,18.7,4.82
564,M,2015-01-28 15:36:00,12268,2.44e+22,58.0,95.2,0.272,-0.00591,246.0,4.37
565,M,2015-01-29 05:36:00,12277,6.79e+22,36.4,78.1,-0.142,0.0025,222.0,4.73
566,M,2015-01-29 18:36:00,12277,7.58e+22,36.7,73.7,-0.0681,0.00134,149.0,4.68
567,M,2015-01-29 23:24:00,12277,7.63e+22,35.6,77.5,-0.0793,0.000705,75.9,4.7
568,M,2015-01-30 06:12:00,12277,6.93e+22,35.7,85.7,-0.162,0.00054,50.9,4.69
569,M,2015-02-03 20:12:00,12277,2.93e+22,47.7,116.0,0.447,-0.000926,47.9,4.17
570,M,2015-02-09 17:00:00,12282,2.63e+22,35.5,73.3,-0.117,0.000126,4.83,3.99
571,M,2015-03-02 00:36:00,12290,9.63e+21,36.7,67.3,0.247,0.00759,108.0,4.46
572,M,2015-03-02 03:36:00,12290,5.99e+21,41.1,62.7,-0.198,-0.00411,39.3,4.53
573,M,2015-03-02 09:12:00,12290,8.36e+20,25.4,57.9,0.678,0.0035,4.96,5.16
574,M,2015-03-02 13:24:00,12290,1.61e+20,23.0,67.1,0.578,0.00151,0.593,3.31
575,M,2015-03-02 14:24:00,12290,1.69e+19,23.0,71.7,0.617,-0.00205,0.148,4.06
576,M,2015-03-05 23:24:00,12297,0.0,0.0,0.0,0.0,0.0,0.0,5.1
577,M,2015-03-05 23:24:00,12297,0.0,0.0,0.0,0.0,0.0,0.0,5.1
578,M,2015-03-06 01:00:00,12297,0.0,0.0,0.0,0.0,0.0,0.0,5.0
579,M,2015-03-07 15:48:00,12297,3.21e+22,36.1,74.7,0.0502,0.0157,684.0,4.26
580,M,2015-03-09 09:12:00,12297,3.25e+22,42.2,93.0,-0.12,0.0178,943.0,4.62
581,M,2015-03-09 17:24:00,12297,3.11e+22,43.2,95.3,0.0674,0.0217,1120.0,4.77
582,M,2015-03-09 21:24:00,12297,3.13e+22,42.8,98.1,0.0937,0.0251,1210.0,4.85
583,M,2015-03-10 17:48:00,12297,2.54e+22,46.5,102.0,0.185,0.0436,1730.0,4.94
584,M,2015-03-11 01:12:00,12297,2.4e+22,49.0,108.0,0.217,0.0534,1810.0,4.93
585,M,2015-03-11 01:48:00,12297,2.41e+22,48.8,109.0,0.212,0.0529,1790.0,4.95
586,M,2015-03-11 12:36:00,12297,2.38e+22,51.8,106.0,0.384,0.0483,1670.0,4.99
587,M,2015-03-11 22:36:00,12297,2.52e+22,53.5,110.0,0.267,0.0616,2110.0,5.12
588,M,2015-03-12 05:36:00,12297,2.62e+22,54.0,108.0,0.356,0.0622,2270.0,5.13
589,M,2015-03-12 06:12:00,12297,2.68e+22,54.1,108.0,0.276,0.0614,2310.0,5.17
590,M,2015-03-12 08:48:00,12297,2.61e+22,55.1,111.0,0.291,0.0647,2350.0,5.12
591,M,2015-03-12 15:48:00,12297,2.52e+22,55.6,104.0,0.23,0.0581,2180.0,5.08
592,M,2015-03-12 21:48:00,12297,2.43e+22,56.0,109.0,0.232,0.0579,2050.0,4.99
593,M,2015-03-12 23:48:00,12297,2.4e+22,55.1,109.0,0.395,0.0601,2110.0,4.92
594,M,2015-03-13 22:24:00,12297,2.29e+22,53.7,105.0,0.417,0.049,1710.0,4.8
595,M,2015-03-15 03:36:00,12297,2.81e+22,48.9,107.0,0.311,0.0349,1540.0,4.75
596,M,2015-03-15 16:48:00,12297,2.86e+22,46.4,105.0,0.187,0.0254,1050.0,4.85
597,M,2015-03-16 04:36:00,12297,3.17e+22,42.2,102.0,0.173,0.0222,1060.0,4.73
598,M,2015-03-17 16:48:00,12297,3.65e+22,33.1,84.7,-0.0104,0.0166,870.0,4.55
599,M,2015-04-08 08:36:00,12320,1.41e+22,45.8,122.0,0.468,0.0194,448.0,4.3
600,M,2015-04-12 02:48:00,12321,5.58e+22,41.5,60.1,-0.067,-0.0115,888.0,4.76
601,M,2015-04-21 01:12:00,12322,2.23e+22,38.5,83.4,-0.0954,-0.0133,395.0,4.23
602,M,2015-04-21 04:12:00,12322,2.37e+22,39.1,81.4,-0.128,-0.00394,117.0,4.32
603,M,2015-04-21 05:48:00,12322,2.37e+22,39.1,78.9,-0.378,-0.0112,311.0,4.54
604,M,2015-04-21 09:24:00,12324,5.23e+22,35.1,100.0,0.0221,-0.00605,498.0,4.44
605,M,2015-04-21 11:00:00,12325,1.19e+22,55.6,90.2,0.117,-0.000502,9.76,3.65
606,M,2015-04-21 15:36:00,12325,1.22e+22,54.7,94.1,0.000472,-0.0045,84.6,4.09
607,M,2015-04-21 16:00:00,12324,5.35e+22,33.7,93.8,0.0575,-0.005,432.0,4.55
608,M,2015-04-22 02:36:00,12322,0.0,0.0,0.0,0.0,0.0,0.0,4.72
609,M,2015-04-23 03:24:00,12324,3.53e+22,29.5,82.2,-0.0934,0.000842,46.3,4.56
610,M,2015-05-05 03:36:00,12335,2.46e+22,51.3,100.0,0.313,0.00361,152.0,4.44
611,M,2015-05-05 07:48:00,12339,1.95e+22,44.6,55.6,0.378,-0.00393,98.5,5.03
612,M,2015-05-05 08:24:00,12339,2.08e+22,44.6,55.4,0.285,-0.00277,74.6,4.97
613,M,2015-05-05 11:12:00,12339,2.83e+22,42.2,66.6,0.21,-0.000528,18.4,4.64
614,M,2015-05-06 05:48:00,12339,5.94e+22,44.0,66.9,-0.0166,-0.00155,116.0,4.96
615,M,2015-06-11 02:48:00,12367,7.89e+21,31.4,57.5,0.265,0.000386,4.06,4.43
616,M,2015-06-13 01:24:00,12360,6.6e+22,31.8,66.3,-0.0622,0.00133,129.0,4.53
617,M,2015-06-13 18:48:00,12360,4.27e+22,34.1,53.9,0.0613,0.00366,238.0,4.22
618,M,2015-06-17 18:36:00,12371,4.9e+22,47.6,75.4,0.00924,-0.0069,463.0,4.66
619,M,2015-06-18 10:36:00,12371,5.53e+22,50.2,81.4,0.075,-0.00542,418.0,4.87
620,M,2015-06-20 00:24:00,12371,5.01e+22,56.6,79.4,-0.000671,-0.011,797.0,4.98
621,M,2015-06-20 19:00:00,12371,4.54e+22,58.9,81.6,-0.0886,-0.0157,1010.0,4.86
622,M,2015-06-20 20:12:00,12371,4.5e+22,58.7,81.9,-0.0924,-0.0162,1000.0,4.85
623,M,2015-06-21 03:36:00,12371,4.45e+22,60.0,78.0,-0.0462,-0.016,1060.0,4.79
624,M,2015-06-21 12:12:00,12371,4.21e+22,60.8,78.2,-0.078,-0.0161,1050.0,4.78
625,M,2015-06-22 11:36:00,12371,3.89e+22,61.2,79.1,-0.207,-0.0148,906.0,4.61
626,M,2015-06-25 02:00:00,12371,4.13e+22,48.5,92.2,-0.172,-0.00812,487.0,4.48
627,M,2015-07-03 06:48:00,12378,1.98e+22,34.7,87.0,0.0229,0.00324,84.6,3.97
628,M,2015-07-06 02:24:00,12381,2.16e+22,52.6,94.2,0.0841,-0.00893,268.0,4.87
629,M,2015-07-06 14:36:00,12381,2.17e+22,55.6,89.1,0.374,-0.0221,669.0,4.79
630,M,2015-08-20 20:00:00,12403,3.34e+22,42.6,108.0,-0.26,-0.00158,72.5,4.83
631,M,2015-08-21 03:36:00,12403,3.65e+22,45.3,103.0,-0.00101,-0.00167,91.9,4.91
632,M,2015-08-21 13:12:00,12403,3.51e+22,49.1,103.0,-0.102,-0.0054,287.0,4.97
633,M,2015-08-22 00:36:00,12403,3.94e+22,50.7,104.0,0.0928,-0.00426,256.0,4.98
634,M,2015-08-22 15:24:00,12403,4.02e+22,54.4,103.0,-0.0313,0.00472,289.0,4.94
635,M,2015-08-24 01:24:00,12403,5.18e+22,56.0,101.0,-0.0376,0.0073,562.0,4.96
636,M,2015-08-24 11:36:00,12403,5.51e+22,56.1,98.6,-0.0264,0.00435,361.0,5.12
637,M,2015-08-26 22:48:00,12403,6.61e+22,48.2,87.4,-0.198,-0.00357,321.0,4.89
638,M,2015-08-28 06:24:00,12403,7.2e+22,41.7,73.5,-0.188,-0.00214,206.0,4.81
639,M,2015-08-28 13:00:00,12403,6.84e+22,42.6,69.3,-0.17,-0.000426,39.9,4.7
640,M,2015-08-29 20:00:00,12403,2.64e+22,31.5,61.6,-0.156,0.00464,172.0,4.85
641,M,2015-09-17 03:36:00,12415,1.66e+22,50.3,119.0,0.152,-0.00733,196.0,4.27
642,M,2015-09-19 23:00:00,12420,1.89e+19,22.2,70.5,1.26,-0.00548,0.246,4.76
643,M,2015-09-20 11:36:00,12415,2.26e+22,37.7,94.6,-0.103,-0.0071,241.0,4.25
644,M,2015-09-27 04:24:00,12422,3.25e+22,58.6,93.7,-0.161,-0.0113,558.0,4.63
645,M,2015-09-27 15:00:00,12422,3.36e+22,58.0,92.3,-0.0602,-0.0127,631.0,4.85
646,M,2015-09-27 21:48:00,12422,3.65e+22,57.2,94.4,-0.0707,-0.0151,781.0,4.85
647,M,2015-09-28 01:24:00,12422,3.75e+22,57.1,94.4,-0.127,-0.0167,878.0,4.8
648,M,2015-09-28 07:00:00,12422,3.95e+22,56.2,96.4,-0.073,-0.0194,1050.0,4.98
649,M,2015-09-28 08:48:00,12423,2.29e+22,37.9,94.6,0.0934,0.00468,121.0,4.54
650,M,2015-09-28 21:12:00,12428,4.97e+21,28.9,105.0,-0.074,0.00984,62.0,3.91
651,M,2015-09-28 21:36:00,12428,4.99e+21,30.3,102.0,-0.0273,0.0102,67.0,3.74
652,M,2015-09-28 23:00:00,12422,4.82e+22,53.9,99.4,-0.198,-0.0104,689.0,5.0
653,M,2015-09-28 23:36:00,12423,1.33e+22,36.3,89.3,-0.129,-0.00119,21.0,4.33
654,M,2015-09-28 23:48:00,12423,1.3e+22,36.2,89.4,-0.24,0.0156,267.0,4.35
655,M,2015-09-29 00:36:00,12423,1.19e+22,36.7,96.4,-0.0442,0.0053,84.8,4.33
656,M,2015-09-29 02:48:00,12422,5.04e+22,53.1,101.0,-0.105,-0.00899,609.0,5.08
657,M,2015-09-29 05:12:00,12422,5.28e+22,52.3,96.9,0.00283,-0.00822,609.0,5.11
658,M,2015-09-29 13:24:00,12422,5.69e+22,50.7,96.2,-0.0478,-0.0106,835.0,5.16
659,M,2015-09-30 04:48:00,12422,6.34e+22,47.5,92.7,-0.182,-0.00413,343.0,5.16
660,M,2015-09-30 07:24:00,12422,6.13e+22,47.5,94.6,-0.132,-0.00262,205.0,5.14
661,M,2015-10-01 07:00:00,12422,6.66e+22,42.6,84.9,-0.124,0.00402,341.0,4.93
662,M,2015-10-01 18:00:00,12427,1.11e+22,54.6,105.0,0.0379,-0.00526,96.2,3.63
663,M,2015-10-02 06:24:00,12427,1.04e+22,53.8,99.8,0.057,-0.00928,157.0,3.41
664,M,2015-10-02 11:12:00,12427,1.02e+22,51.2,106.0,0.434,-0.00631,107.0,3.27
665,M,2015-10-03 20:36:00,12422,0.0,0.0,0.0,0.0,0.0,0.0,4.18
666,M,2015-10-15 17:24:00,12434,3.9e+22,33.2,88.3,0.0916,0.0114,673.0,4.36
667,M,2015-10-16 00:12:00,12434,3.84e+22,33.0,91.7,0.0993,0.0129,729.0,4.36
668,M,2015-10-17 14:12:00,12437,9.11e+21,27.3,62.0,0.23,0.00559,76.3,4.08
669,M,2015-10-17 14:36:00,12437,8.97e+21,27.0,62.9,0.288,0.00478,63.8,4.33
670,M,2015-10-31 11:48:00,12445,3.01e+21,33.7,132.0,0.601,-0.00425,20.4,2.78
671,M,2015-11-03 21:24:00,12445,2.58e+22,39.0,81.6,-0.057,0.00784,258.0,4.38
672,M,2015-11-04 06:00:00,12443,2.78e+22,54.2,115.0,0.246,-0.00195,85.7,4.33
673,M,2015-11-04 07:36:00,12443,2.72e+22,55.1,110.0,0.242,-0.000683,31.5,4.27
674,M,2015-11-09 06:48:00,12449,2.36e+22,36.7,97.1,0.0162,-0.0003,11.6,3.99
675,M,2015-12-21 03:48:00,12472,0.0,0.0,0.0,0.0,0.0,0.0,4.82
676,M,2015-12-21 04:12:00,12472,0.0,0.0,0.0,0.0,0.0,0.0,4.86
677,M,2015-12-21 21:12:00,12473,1.43e+22,37.9,79.6,-0.336,-0.00937,157.0,4.12
678,M,2015-12-22 18:24:00,12473,2.99e+22,45.2,81.0,-0.0292,0.0101,367.0,4.53
679,M,2015-12-23 19:48:00,12473,3.33e+22,49.4,80.6,0.0454,0.0145,629.0,4.75
680,M,2015-12-28 05:24:00,12473,2.61e+22,54.1,110.0,0.527,0.0178,732.0,4.59
681,M,2016-01-01 17:12:00,12473,3.53e+22,29.5,84.3,-0.112,0.00643,314.0,3.97
682,M,2016-02-12 04:36:00,12497,2.33e+22,42.4,125.0,0.177,-0.0212,786.0,4.33
683,M,2016-02-13 09:12:00,12497,3.04e+22,36.1,125.0,0.108,-0.0107,477.0,4.68
684,M,2016-02-14 13:24:00,12497,3.96e+22,33.3,111.0,-0.0167,-0.0017,100.0,4.88
685,M,2016-02-15 04:36:00,12497,4.06e+22,33.4,94.2,-0.00118,-0.00936,574.0,4.77
686,M,2016-04-17 18:12:00,12529,5.45e+22,43.8,79.6,0.124,-0.00463,363.0,4.49
687,M,2016-07-20 16:36:00,12567,4.08e+22,54.4,84.2,-0.0627,-0.000551,34.6,4.87
688,M,2016-07-20 22:12:00,12567,4.24e+22,53.3,82.5,-0.131,-0.00249,162.0,4.74
689,M,2016-07-22 19:48:00,12567,4.73e+22,46.0,64.7,0.0818,-0.00274,196.0,4.53
690,M,2016-07-22 23:00:00,12567,4.61e+22,45.5,64.2,0.0733,-0.00289,196.0,4.52
691,M,2016-07-22 23:24:00,12567,4.63e+22,45.6,62.9,0.131,-0.00451,313.0,4.52
692,M,2016-07-24 00:12:00,12567,2.59e+22,44.6,67.9,0.193,0.00277,108.0,4.59
693,M,2016-07-24 11:24:00,12567,6.07e+21,45.2,48.5,0.439,0.00433,40.8,5.03
694,M,2016-08-07 08:36:00,12572,1.36e+22,37.2,78.5,-0.12,-0.00558,114.0,3.94
695,M,2016-11-29 11:24:00,12615,6.95e+21,35.5,115.0,0.0993,-0.0136,124.0,3.91
696,M,2016-11-29 17:24:00,12615,8.5e+21,38.7,110.0,0.0702,-0.00455,53.8,4.06
697,M,2017-04-01 15:36:00,12644,1.96e+22,45.4,98.5,-0.238,0.00766,232.0,4.4
698,M,2017-04-02 01:48:00,12644,2.92e+22,42.7,91.2,0.034,0.00947,405.0,4.53
699,M,2017-04-02 06:48:00,12644,3.39e+22,43.7,91.2,-0.016,0.00755,370.0,4.77
700,M,2017-04-02 12:12:00,12644,3.74e+22,44.5,94.2,-0.012,0.00589,292.0,4.86
701,M,2017-04-02 14:24:00,12644,3.91e+22,45.4,94.7,-0.0449,0.0085,433.0,4.88
702,M,2017-04-02 19:00:00,12644,4.25e+22,45.8,92.8,-0.0446,0.00221,122.0,4.91
703,M,2017-04-03 08:24:00,12645,3.12e+22,55.3,94.6,-0.0632,0.00597,277.0,4.81
704,M,2017-07-05 10:36:00,12665,6.77e+20,52.5,65.2,-0.0557,-0.00184,2.42,4.54
705,M,2017-07-08 21:12:00,12665,3.09e+22,53.5,90.4,-0.0826,-0.00408,175.0,4.76
706,M,2017-07-13 19:12:00,12665,3.11e+22,52.9,97.2,0.0797,-0.0119,546.0,4.47
707,M,2017-08-19 19:36:00,12671,2.18e+22,57.0,105.0,0.0807,-0.00708,243.0,4.71
708,M,2017-09-03 23:36:00,12673,2.28e+22,61.0,108.0,-0.198,-0.0324,1160.0,4.88
709,M,2017-09-04 09:12:00,12673,2.83e+22,60.8,97.1,-0.0154,-0.039,1730.0,5.12
710,M,2017-09-04 12:00:00,12673,3.01e+22,59.9,102.0,0.0549,-0.0428,1850.0,5.18
711,M,2017-09-04 12:48:00,12673,3.03e+22,60.0,102.0,-0.00137,-0.0447,1950.0,5.18
712,M,2017-09-04 14:00:00,12673,3.1e+22,59.5,100.0,-0.0626,-0.0443,1960.0,5.22
713,M,2017-09-04 14:24:00,12673,3.13e+22,59.5,99.2,-0.0476,-0.0437,1960.0,5.2
714,M,2017-09-04 16:12:00,12673,3.17e+22,60.3,91.1,-0.00243,-0.038,1860.0,5.19
715,M,2017-09-04 19:00:00,12673,3.32e+22,58.9,99.3,0.0159,-0.0421,2010.0,5.2
716,M,2017-09-04 21:48:00,12673,3.33e+22,59.1,98.3,-0.0774,-0.038,1830.0,5.14
