,xray_class,T_REC,NOAA_AR,USFLUX,MEANGAM,MEANGBT,MEANJZD,MEANJZH,ABSNJZH,R_VALUE
717,M,2017-09-04 22:36:00,12673,3.37e+22,58.9,101.0,-0.0182,-0.0394,1890.0,5.12
718,M,2017-09-05 00:36:00,12673,3.43e+22,58.2,102.0,-0.0185,-0.0457,2230.0,5.13
719,M,2017-09-05 11:36:00,12673,3.76e+22,56.2,107.0,0.0718,-0.0511,2700.0,5.26
720,M,2017-09-06 09:48:00,12673,4.57e+22,51.8,105.0,-0.16,-0.0667,3950.0,5.24
721,M,2017-09-06 13:24:00,12673,4.75e+22,50.1,107.0,-0.378,-0.0664,4060.0,5.28
722,M,2017-09-06 17:36:00,12673,5.05e+22,48.7,109.0,-0.378,-0.0546,3310.0,5.27
723,M,2017-09-06 23:00:00,12673,5.32e+22,47.2,101.0,-0.0829,-0.0515,3340.0,5.13
724,M,2017-09-07 03:48:00,12673,5.39e+22,46.9,98.2,-0.206,-0.0412,2710.0,5.12
725,M,2017-09-07 04:12:00,12673,5.39e+22,46.7,98.7,-0.182,-0.0423,2800.0,5.14
726,M,2017-09-07 17:48:00,12673,5.73e+22,44.4,91.8,-0.182,-0.0371,2610.0,4.99
727,M,2017-09-07 20:24:00,12673,5.79e+22,44.1,90.1,-0.128,-0.0305,2220.0,4.98
728,M,2017-09-07 21:36:00,12673,5.79e+22,43.9,89.1,-0.131,-0.0287,2060.0,4.93
729,M,2017-09-08 01:36:00,12673,6.02e+22,42.9,84.9,-0.0213,-0.0231,1760.0,4.91
730,M,2017-09-08 09:12:00,12673,5.85e+22,42.9,87.0,-0.136,-0.0176,1290.0,4.9
731,M,2017-09-08 17:36:00,12673,6.05e+22,42.8,78.1,-0.18,-0.0142,1090.0,4.81
732,M,2017-09-08 22:12:00,12673,5.99e+22,42.4,69.7,-0.111,-0.0105,822.0,4.67
733,M,2017-09-09 04:48:00,12673,5.72e+22,42.8,69.2,-0.129,-0.00754,569.0,4.44
734,M,2017-09-09 16:00:00,12673,4.33e+22,44.0,71.0,-0.406,-0.00966,553.0,4.77
735,M,2017-10-20 22:48:00,12685,0.0,0.0,0.0,0.0,0.0,0.0,4.21
736,M,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
737,M,2020-11-29 23:12:00,12786,4.41e+22,51.8,99.1,0.0447,-0.00525,337.0,4.36
738,M,2021-04-19 17:24:00,12817,9.13e+21,42.0,118.0,0.00514,0.00891,120.0,4.0
739,M,2021-05-07 12:48:00,12822,1.08e+22,48.8,61.7,-0.191,-0.00669,105.0,3.86
740,M,2021-05-22 11:00:00,12824,1.53e+22,44.4,95.8,-0.186,-0.00836,229.0,4.15
741,M,2021-05-22 15:36:00,12824,1.55e+22,45.8,99.5,-0.0266,-0.012,330.0,4.19
742,M,2021-05-23 05:00:00,12824,1.37e+22,49.1,101.0,0.155,-0.0131,321.0,4.09
743,M,2021-07-03 01:00:00,12838,7.48e+21,35.9,86.6,-0.242,-0.0142,143.0,3.88
744,M,2021-07-03 11:00:00,12838,1.02e+22,32.4,73.9,0.114,-0.00159,19.0,3.7
745,M,2021-07-03 23:00:00,12838,2.92e+21,29.6,56.2,0.126,0.0027,10.8,3.54
746,M,2021-08-27 23:36:00,12860,2.28e+22,50.7,111.0,0.0552,0.0181,609.0,4.72
747,M,2021-09-22 22:36:00,12875,2.4e+21,29.8,135.0,-0.507,-0.00694,23.3,0.0
748,M,2021-10-09 00:24:00,12882,1.51e+22,59.1,84.1,0.146,-0.00829,202.0,4.14
749,M,2021-10-25 22:12:00,12887,3.25e+22,42.7,104.0,-0.0992,0.0172,843.0,4.66
750,M,2021-10-26 09:36:00,12887,3.2e+22,45.9,108.0,-0.0346,0.0162,796.0,4.79
751,M,2021-10-28 01:24:00,12887,2.31e+22,47.8,114.0,-0.00956,0.0211,782.0,4.63
752,M,2021-10-28 04:24:00,12891,2.38e+22,38.8,76.6,-0.22,-0.017,539.0,4.41
753,M,2021-10-28 20:24:00,12891,2.48e+22,40.4,82.4,-0.243,-0.0147,513.0,4.52
754,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
755,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
756,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
757,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
758,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
759,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
760,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
761,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
762,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
763,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
764,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
765,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
766,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
767,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
768,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
769,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
770,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
771,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
772,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
773,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
774,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
775,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
776,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
777,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
778,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
779,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
780,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
781,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
782,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
783,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
784,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
785,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
786,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
787,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
788,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
789,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
790,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
791,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
792,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
793,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
794,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
795,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
796,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
797,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
798,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
799,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
800,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
801,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
802,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
803,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
804,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
805,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
806,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
807,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
808,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
809,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
810,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
811,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
812,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
813,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
814,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
815,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
816,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
817,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
818,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
819,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
820,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
821,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
822,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
823,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
824,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
825,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
826,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
827,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
828,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
829,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
830,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
831,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
832,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
833,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
834,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
835,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
836,M,2021-10-29 02:12:00,12891,2.56e+22,41.0,81.8,-0.209,-0.0114,425.0,4.42
837,X,2011-01-26 11:00:00,11149,2.36e+22,35.8,77.1,-0.311,0.00481,160.0,4.16
838,X,2011-02-14 19:48:00,11161,7.54e+21,28.0,108.0,-0.409,-0.00577,61.0,3.3
839,X,2011-03-09 17:12:00,11166,3.21e+22,57.2,98.5,0.181,0.000446,21.4,4.85
840,X,2011-08-09 01:48:00,11263,3.84e+22,43.2,67.0,0.0629,0.0211,1170.0,4.5
841,X,2011-09-06 16:12:00,11283,1.58e+22,50.9,108.0,0.267,0.0106,294.0,4.39
842,X,2011-09-07 16:36:00,11283,1.61e+22,46.9,106.0,0.244,0.0088,235.0,4.38
843,X,2011-09-22 04:24:00,11295,5.19e+22,38.5,104.0,-0.0122,0.00401,309.0,4.53
844,X,2011-09-24 03:24:00,11302,6.08e+22,48.7,78.8,0.137,-0.0131,1020.0,4.91
845,X,2011-11-03 14:12:00,11339,8.24e+22,45.9,66.2,-0.00129,0.000502,55.3,4.81
846,X,2012-01-27 11:36:00,11402,2.04e+22,35.8,61.4,0.396,-0.00786,240.0,4.24
847,X,2012-03-04 20:36:00,11429,4.46e+22,47.2,81.0,0.104,-0.0221,1180.0,4.89
848,X,2012-03-06 18:00:00,11430,5.38e+22,53.3,87.1,0.087,-0.0296,2190.0,5.26
849,X,2012-03-06 19:00:00,11430,5.34e+22,53.1,90.9,0.141,-0.031,2170.0,5.3
850,X,2012-07-06 17:00:00,11520,8.26e+22,40.7,68.2,0.0614,0.00617,716.0,4.48
851,X,2012-07-12 09:36:00,11519,8.34e+22,52.5,98.7,0.217,0.00961,1220.0,5.09
852,X,2012-10-22 23:24:00,11598,3.23e+22,45.4,80.8,-0.0346,0.0253,1100.0,4.79
853,X,2013-05-13 05:36:00,11748,0.0,0.0,0.0,0.0,0.0,0.0,4.59
854,X,2013-05-13 09:48:00,11748,2.58e+18,34.8,50.8,1.5,0.00584,0.0525,4.83
855,X,2013-05-13 18:00:00,11748,1.02e+22,44.2,73.7,-0.39,-0.0138,196.0,4.52
856,X,2013-05-14 19:24:00,11745,3.92e+22,42.8,99.0,0.31,-0.00633,378.0,4.31
857,X,2013-10-25 01:48:00,11875,3.68e+22,54.3,105.0,0.198,-0.014,759.0,4.95
858,X,2013-10-25 08:48:00,11882,1.79e+22,44.5,83.9,-0.0287,0.00566,129.0,4.38
859,X,2013-10-27 19:36:00,11875,6.15e+22,41.7,79.8,0.000739,-0.00893,762.0,4.5
860,X,2013-10-29 15:48:00,11877,4.28e+22,34.5,81.7,-0.282,0.00817,499.0,4.26
861,X,2013-11-05 16:12:00,11891,2.11e+20,28.5,135.0,0.505,0.00466,1.74,0.0
862,X,2013-11-07 22:24:00,11891,7.43e+21,50.2,118.0,0.286,0.0295,322.0,4.2
863,X,2013-11-09 23:12:00,11897,4.75e+21,49.6,54.6,0.112,0.00112,7.09,4.58
864,X,2013-11-19 04:12:00,11893,5.72e+22,36.0,74.8,-0.142,0.012,880.0,4.72
865,X,2014-01-07 12:00:00,11947,4.56e+21,30.8,77.5,-0.421,-0.00241,14.4,3.03
866,X,2014-02-24 18:36:00,11990,3.55e+22,36.7,67.4,0.0161,-0.00933,492.0,4.21
867,X,2014-03-29 11:36:00,12014,2.87e+22,35.2,96.4,-0.163,-0.00226,95.4,4.26
868,X,2014-04-24 18:12:00,12045,1e+22,44.6,105.0,0.294,0.00801,131.0,3.64
869,X,2014-06-10 05:36:00,12080,6.07e+22,53.4,95.6,0.142,0.00356,347.0,4.87
870,X,2014-06-10 06:36:00,12085,6.18e+22,53.4,94.6,0.128,0.00364,367.0,4.92
871,X,2014-06-11 03:00:00,12080,6.61e+22,49.5,96.6,-0.0394,0.0044,434.0,4.8
872,X,2014-10-07 01:36:00,12182,2.26e+22,32.6,123.0,0.359,0.000569,20.8,3.15
873,X,2014-10-18 22:12:00,12192,1.37e+23,42.2,74.1,-0.0109,-0.0058,1040.0,5.0
874,X,2014-10-22 08:00:00,12192,1.34e+23,53.1,93.9,0.131,-0.00337,652.0,5.41
875,X,2014-10-24 15:12:00,12192,1.48e+23,53.4,92.8,0.117,-0.00232,515.0,5.35
876,X,2014-10-25 11:00:00,12192,1.65e+23,49.6,92.4,0.121,-0.00208,498.0,5.46
877,X,2014-10-26 04:00:00,12192,1.82e+23,45.7,94.3,0.0519,-0.00233,570.0,5.43
878,X,2014-10-27 08:12:00,12192,1.93e+23,41.3,86.3,-0.0488,-0.000312,76.8,5.38
879,X,2014-11-07 10:48:00,12205,3.53e+22,41.4,104.0,-0.00214,0.0265,1370.0,4.85
880,X,2014-12-19 18:12:00,12241,2.87e+22,60.5,83.5,0.212,0.0204,892.0,4.56
881,X,2015-03-11 10:12:00,12297,2.43e+22,52.4,102.0,0.277,0.0389,1530.0,5.03
882,X,2015-05-05 16:00:00,12335,2.12e+22,53.5,103.0,0.167,0.00325,121.0,4.45
883,X,2017-09-06 03:00:00,12673,4.21e+22,53.6,103.0,-0.218,-0.0686,3760.0,5.14
884,X,2017-09-06 05:48:00,12673,4.42e+22,52.2,101.0,-0.216,-0.0643,3730.0,5.21
885,X,2017-09-07 08:24:00,12673,5.42e+22,46.4,98.0,-0.276,-0.044,2870.0,5.16
886,X,2017-09-10 09:36:00,12673,4.53e+18,20.6,30.1,-2.29,-0.0109,0.0979,5.2
887,X,2017-12-22 00:00:00,12692,1.13e+22,46.7,114.0,0.0773,0.00444,78.6,4.26
888,X,2017-12-22 00:00:00,12692,1.13e+22,46.7,114.0,0.0773,0.00444,78.6,4.26
889,X,2018-02-04 05:00:00,12699,0.0,0.0,0.0,0.0,0.0,0.0,4.47
890,X,2018-02-04 05:00:00,12699,0.0,0.0,0.0,0.0,0.0,0.0,4.47
891,X,2018-02-15 23:36:00,12699,1.35e+22,30.5,69.0,0.00836,0.000824,17.6,3.55
892,X,2018-02-15 23:36:00,12699,1.35e+22,30.5,69.0,0.00836,0.000824,17.6,3.55
893,X,2018-02-15 23:36:00,12699,1.35e+22,30.5,69.0,0.00836,0.000824,17.6,3.55
894,X,2018-04-28 19:12:00,12706,9.03e+21,26.4,107.0,-0.17,0.000704,10.5,0.0
895,X,2018-04-28 19:12:00,12706,9.03e+21,26.4,107.0,-0.17,0.000704,10.5,0.0
896,X,2018-04-30 12:00:00,12706,3.95e+21,20.0,68.0,-0.0285,-0.00272,17.9,0.0
897,X,2018-04-30 12:00:00,12706,3.95e+21,20.0,68.0,-0.0285,-0.00272,17.9,0.0
898,X,2018-08-23 16:12:00,12720,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,X,2018-08-23 16:12:00,12720,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,X,2018-08-23 16:12:00,12720,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,X,2018-08-23 16:12:00,12720,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,X,2018-08-23 16:12:00,12720,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903,X,2018-08-23 16:12:00,12720,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,X,2018-08-23 16:12:00,12720,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905,X,2018-08-25 18:12:00,12720,7.1e+21,47.3,109.0,-0.0845,0.000206,2.07,3.96
906,X,2018-08-25 18:12:00,12720,7.1e+21,47.3,109.0,-0.0845,0.000206,2.07,3.96
907,X,2018-08-25 18:12:00,12720,7.1e+21,47.3,109.0,-0.0845,0.000206,2.07,3.96
908,X,2018-08-25 18:12:00,12720,7.1e+21,47.3,109.0,-0.0845,0.000206,2.07,3.96
909,X,2018-08-25 18:12:00,12720,7.1e+21,47.3,109.0,-0.0845,0.000206,2.07,3.96
910,X,2018-08-25 18:12:00,12720,7.1e+21,47.3,109.0,-0.0845,0.000206,2.07,3.96
911,X,2018-08-25 18:12:00,12720,7.1e+21,47.3,109.0,-0.0845,0.000206,2.07,3.96
912,X,2019-01-04 17:00:00,12732,6.45e+21,34.1,92.3,-0.284,0.00246,23.9,3.36
913,X,2019-01-04 17:00:00,12732,6.45e+21,34.1,92.3,-0.284,0.00246,23.9,3.36
914,X,2019-01-04 17:00:00,12732,6.45e+21,34.1,92.3,-0.284,0.00246,23.9,3.36
915,X,2019-01-04 17:00:00,12732,6.45e+21,34.1,92.3,-0.284,0.00246,23.9,3.36
916,X,2019-01-04 17:00:00,12732,6.45e+21,34.1,92.3,-0.284,0.00246,23.9,3.36
917,X,2019-01-04 17:00:00,12732,6.45e+21,34.1,92.3,-0.284,0.00246,23.9,3.36
918,X,2019-01-04 17:00:00,12732,6.45e+21,34.1,92.3,-0.284,0.00246,23.9,3.36
919,X,2019-01-04 17:00:00,12732,6.45e+21,34.1,92.3,-0.284,0.00246,23.9,3.36
920,X,2019-01-04 17:00:00,12732,6.45e+21,34.1,92.3,-0.284,0.00246,23.9,3.36
921,X,2019-01-04 17:00:00,12732,6.45e+21,34.1,92.3,-0.284,0.00246,23.9,3.36
922,X,2019-01-04 17:00:00,12732,6.45e+21,34.1,92.3,-0.284,0.00246,23.9,3.36
923,X,2019-01-06 13:24:00,12732,5.53e+21,28.9,79.7,-0.165,-0.000909,7.65,3.34
924,X,2019-01-06 13:24:00,12732,5.53e+21,28.9,79.7,-0.165,-0.000909,7.65,3.34
925,X,2019-01-27 06:36:00,12733,1.32e+22,41.6,116.0,-0.153,-0.00614,122.0,3.66
926,X,2019-01-30 20:12:00,12733,7.64e+20,21.8,81.2,-0.167,-0.00138,1.77,4.0
927,X,2019-01-30 20:12:00,12733,7.64e+20,21.8,81.2,-0.167,-0.00138,1.77,4.0
928,X,2019-01-30 20:12:00,12733,7.64e+20,21.8,81.2,-0.167,-0.00138,1.77,4.0
929,X,2019-03-19 02:48:00,12736,2.35e+20,31.0,117.0,0.551,-0.00052,0.213,0.0
930,X,2019-03-19 02:48:00,12736,2.35e+20,31.0,117.0,0.551,-0.00052,0.213,0.0
931,X,2019-03-25 04:36:00,12736,0.0,0.0,0.0,0.0,0.0,0.0,5.26
932,X,2019-05-03 14:48:00,12740,0.0,0.0,0.0,0.0,0.0,0.0,4.6
933,X,2019-05-06 19:24:00,12740,1.31e+22,46.3,94.9,-0.497,0.0205,375.0,4.42
934,X,2019-05-06 19:24:00,12740,1.31e+22,46.3,94.9,-0.497,0.0205,375.0,4.42
935,X,2019-05-06 19:24:00,12740,1.31e+22,46.3,94.9,-0.497,0.0205,375.0,4.42
936,X,2019-05-06 19:24:00,12740,1.31e+22,46.3,94.9,-0.497,0.0205,375.0,4.42
937,X,2019-05-06 19:24:00,12740,1.31e+22,46.3,94.9,-0.497,0.0205,375.0,4.42
938,X,2019-05-06 19:24:00,12740,1.31e+22,46.3,94.9,-0.497,0.0205,375.0,4.42
939,X,2019-05-06 19:24:00,12740,1.31e+22,46.3,94.9,-0.497,0.0205,375.0,4.42
940,X,2019-05-06 19:24:00,12740,1.31e+22,46.3,94.9,-0.497,0.0205,375.0,4.42
941,X,2019-05-06 19:24:00,12740,1.31e+22,46.3,94.9,-0.497,0.0205,375.0,4.42
942,X,2019-05-06 19:24:00,12740,1.31e+22,46.3,94.9,-0.497,0.0205,375.0,4.42
943,X,2019-05-06 19:24:00,12740,1.31e+22,46.3,94.9,-0.497,0.0205,375.0,4.42
944,X,2019-05-06 19:24:00,12740,1.31e+22,46.3,94.9,-0.497,0.0205,375.0,4.42
945,X,2019-05-06 19:24:00,12740,1.31e+22,46.3,94.9,-0.497,0.0205,375.0,4.42
946,X,2019-05-06 19:24:00,12740,1.31e+22,46.3,94.9,-0.497,0.0205,375.0,4.42
947,X,2019-05-06 19:24:00,12740,1.31e+22,46.3,94.9,-0.497,0.0205,375.0,4.42
948,X,2019-05-06 19:24:00,12740,1.31e+22,46.3,94.9,-0.497,0.0205,375.0,4.42
949,X,2019-05-06 19:24:00,12740,1.31e+22,46.3,94.9,-0.497,0.0205,375.0,4.42
950,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
951,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
952,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
953,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
954,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
955,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
956,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
957,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
958,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
959,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
960,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
961,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
962,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
963,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
964,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
965,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
966,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
967,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
968,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
969,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
970,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
971,X,2020-08-02 22:12:00,12770,0.0,0.0,0.0,0.0,0.0,0.0,4.64
972,X,2020-08-17 22:36:00,12772,4.64e+20,55.5,122.0,-1.51,-0.0374,34.9,2.46
973,X,2020-08-19 22:24:00,12772,3.44e+21,33.1,116.0,0.0632,0.00343,18.1,3.41
974,X,2020-09-23 22:48:00,12773,1.43e+22,23.4,71.5,-0.13,0.00028,6.42,0.0
975,X,2020-09-25 22:36:00,12773,8.14e+21,27.8,116.0,-0.118,-0.00478,63.0,2.78
976,X,2020-10-25 08:48:00,12778,2.59e+20,65.8,87.5,0.0471,0.00962,8.6,1.84
977,X,2021-01-17 17:48:00,12798,4.31e+21,54.5,66.4,-0.369,0.0211,128.0,4.3
978,X,2021-01-17 17:48:00,12798,4.31e+21,54.5,66.4,-0.369,0.0211,128.0,4.3
979,X,2021-04-10 23:00:00,12814,2.02e+21,33.7,132.0,-0.131,-0.000807,2.71,0.0
