,precision,recall,f1-score,support
ABC,0.859122401847575,0.40129449838187703,0.5470588235294117,927.0
MX,0.2438692098092643,0.7458333333333333,0.3675564681724846,240.0
accuracy,0.4721508140531277,0.4721508140531277,0.4721508140531277,0.4721508140531277
macro avg,0.5514958058284196,0.5735639158576051,0.4573076458509482,1167.0
weighted avg,0.7325921824052489,0.4721508140531277,0.510143172042126,1167.0

TSS,0.10299161165683934
HSS1,0.7182448036951501
HSS2,1.6588403331674986
GS,-0.5731160803390846
ORSS,-67710
SEDI,0.177898875858509
