,precision,recall,f1-score,support
ABC,0.8352272727272727,0.47572815533980584,0.6061855670103092,927.0
MX,0.23943661971830985,0.6375,0.34812286689419797,240.0
accuracy,0.5089974293059126,0.5089974293059126,0.5089974293059126,0.5089974293059126
macro avg,0.5373319462227912,0.5566140776699029,0.4771542169522536,1167.0
weighted avg,0.712699632005635,0.5089974293059126,0.5531135464208776,1167.0

TSS,0.07466389244558258
HSS1,0.6704545454545454
HSS2,3.5217391304347827
GS,-0.5211548033847685
ORSS,-84564
SEDI,0.12678108960991297
