,precision,recall,f1-score,support
ABC,0.7458333333333333,0.3861920172599784,0.5088841506751954,927.0
MX,0.1717612809315866,0.49166666666666664,0.25458468176914784,240.0
accuracy,0.4078834618680377,0.4078834618680377,0.4078834618680377,0.4078834618680377
macro avg,0.45879730713246,0.43892934196332256,0.38173441622217164,1167.0
weighted avg,0.6277722428651078,0.4078834618680377,0.4565860593834633,1167.0

TSS,-0.08240538573508005
HSS1,0.49166666666666664
HSS2,2.921259842519685
GS,-0.6032482598607889
ORSS,-138836
SEDI,-0.13746668639654355
