,precision,recall,f1-score,support
ABC,0.818018018018018,0.521239954075775,0.6367461430575035,871.0
MX,0.2205607476635514,0.5388127853881278,0.3129973474801061,219.0
accuracy,0.5247706422018349,0.5247706422018349,0.5247706422018349,0.5247706422018349
macro avg,0.5192893828407847,0.5300263697319514,0.4748717452688048,1090.0
weighted avg,0.6979784380110197,0.5247706422018349,0.5716993666983752,1090.0

TSS,0.03857876568156937
HSS1,0.6360360360360361
HSS2,105.6506024096377
GS,-0.49088028915340076
ORSS,-84234
SEDI,0.06563260684114575
