,precision,recall,f1-score,support
ABC,0.8264299802761341,0.4519956850053937,0.5843793584379359,927.0
MX,0.23030303030303031,0.6333333333333333,0.3377777777777778,240.0
accuracy,0.4892887746358183,0.4892887746358183,0.4892887746358183,0.4892887746358183
macro avg,0.5283665052895822,0.5426645091693635,0.46107856810785686,1167.0
weighted avg,0.7038331782251102,0.4892887746358183,0.5336643804101397,1167.0

TSS,0.05673301057916447
HSS1,0.6528599605522682
HSS2,2.8680306905370845
GS,-0.5447164626530101
ORSS,-89408
SEDI,0.09638881688970617
