,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
B,317.61156662466624,1093.7876316831248,43.505914860521074,51.566374818563105,93.26399163372935,100.58891216324784,0.02228455493154933,0.00010316598197718862,8395.208594296457,36.42656382912499,4.293783392839225,12768328880316.201,30.117519937434597,5.534588492517737e+23,2129.0885213993665,39124510513517.71,2.855566087325767e+22,251.9248171319645,38519.87229159594,20.634725981148613
C,332.69059485306155,1146.9089526385144,43.641887401209715,51.80380536616308,93.35516506200528,100.8323789740648,0.025793068712686034,0.00017150514454626332,8513.075135367917,36.5848542795971,4.3268498873516545,13346565912505.293,30.38468502235855,5.801804713194561e+23,2234.7409569059037,41046954422427.766,2.9725231295012064e+22,258.5334424929792,40774.08668007478,20.64226640920622
M,342.78033706970143,1169.0124707529133,43.69443447014702,51.86776116404854,93.28348202374845,100.85827420403447,0.025846222568512454,0.00010656655384964011,8594.666498762923,36.64711010936716,4.340543483086693,13679105677608.904,30.50338823661349,5.966942101197742e+23,2289.6320419268077,41910442319366.54,3.033396371125189e+22,259.5734251355326,42861.81707064954,20.531963144654416
X,344.42342118326377,1171.9807339157624,43.70219711797529,51.86612832817009,93.26177058425485,100.85132850242833,0.026017737855386844,0.00010723757338282217,8605.760912656278,36.657229272951376,4.341998451909172,13730444494634.42,30.522915083215754,5.990712325682661e+23,2296.0243588764374,42010849873115.07,3.040513121136811e+22,259.54081554509617,43219.59411871279,20.509014892421103
