,precision,recall,f1-score,support
ABC,0.7544169611307421,0.46062567421790723,0.5720026791694575,927.0
MX,0.16805324459234608,0.42083333333333334,0.2401902497027348,240.0
accuracy,0.4524421593830334,0.4524421593830334,0.4524421593830334,0.4524421593830334
macro avg,0.46123510286154407,0.44072950377562026,0.40609646443609615,1167.0
weighted avg,0.6338280219968817,0.4524421593830334,0.5037636191248873,1167.0

TSS,-0.07752979427691187
ORSS,-139000
SEDI,-0.13061220134883061
