,precision,recall,f1-score,support
ABC,0.7801932367149759,0.3716915995397008,0.5035074045206547,869.0
MX,0.2063953488372093,0.6094420600858369,0.30836047774158526,233.0
accuracy,0.4219600725952813,0.4219600725952813,0.4219600725952813,0.4219600725952813
macro avg,0.4932942927760926,0.4905668298127689,0.40593394113111997,1102.0
weighted avg,0.6588729936337422,0.4219600725952813,0.4622467566626482,1102.0

TSS,-0.013411414447814796
HSS1,0.5603864734299517
HSS2,2.160583869664206
GS,-0.5769377931847227
ORSS,-99372
SEDI,-0.022393959722536164
