,xray_class,T_REC,NOAA_AR,USFLUX,MEANGAM,MEANGBT,MEANJZD,MEANJZH,ABSNJZH,R_VALUE
259,M,2013-01-11 14:48:00,11654,5.42e+22,52.1,88.4,-0.00339,-0.00282,220.0,5.17
260,M,2013-01-13 00:48:00,11657,4.23e+20,30.4,143.0,0.547,0.00425,2.9,0.0
261,M,2013-01-13 08:36:00,11657,3.03e+20,29.9,155.0,2.03,-8.25e-05,0.0377,0.0
262,M,2013-02-17 15:36:00,11675,6.29e+21,52.0,131.0,0.0215,0.0499,481.0,4.33
263,M,2013-03-05 08:12:00,11686,1.29e+22,38.7,78.3,0.0748,0.00554,106.0,3.92
264,M,2013-03-15 05:48:00,11696,7.47e+21,56.6,92.8,-0.124,-0.00249,30.2,3.06
265,M,2013-03-21 21:36:00,11692,2.92e+22,36.5,61.5,-0.135,0.00121,50.7,4.69
266,M,2013-04-05 17:36:00,11718,2.21e+21,41.5,112.0,-0.104,-0.00313,11.4,2.95
267,M,2013-04-11 07:00:00,11718,2.3e+22,49.2,100.0,0.293,-0.00439,154.0,4.48
268,M,2013-04-12 19:48:00,11724,4.3e+20,52.2,47.4,1.46,0.00109,0.974,3.65
269,M,2013-04-22 10:24:00,11726,3.08e+22,55.1,107.0,0.109,0.0216,902.0,4.99
270,M,2013-05-02 05:00:00,11731,2.38e+22,46.6,117.0,-0.0351,0.00557,231.0,4.58
271,M,2013-05-03 16:36:00,11739,1.78e+22,32.7,69.5,0.0793,0.0117,286.0,3.83
272,M,2013-05-03 17:24:00,11739,1.77e+22,33.0,73.0,0.0224,0.00951,233.0,3.91
273,M,2013-05-05 17:36:00,11739,2.36e+22,35.1,105.0,0.0155,0.0159,578.0,4.55
274,M,2013-05-10 06:36:00,11745,0.0,0.0,0.0,0.0,0.0,0.0,5.0
275,M,2013-05-10 12:24:00,11745,1.31e+21,24.6,41.7,-0.692,0.00237,5.55,4.62
276,M,2013-05-13 05:36:00,11748,0.0,0.0,0.0,0.0,0.0,0.0,4.59
277,M,2013-05-13 05:36:00,11748,0.0,0.0,0.0,0.0,0.0,0.0,4.59
278,M,2013-05-13 12:00:00,11748,1.06e+21,38.4,109.0,-1.31,0.00908,13.1,4.2
279,M,2013-05-16 21:36:00,11748,2.23e+22,38.8,103.0,-0.0884,-0.0178,594.0,4.51
280,M,2013-05-17 08:48:00,11752,3.09e+21,37.8,151.0,-0.332,-0.024,96.9,3.48
281,M,2013-05-20 05:00:00,11755,1.81e+22,29.9,68.5,-0.195,0.00114,27.1,4.82
282,M,2013-05-22 13:00:00,11745,1.8e+22,28.2,68.1,-0.16,-0.0022,60.1,3.31
283,M,2013-05-31 19:36:00,11760,4.97e+21,30.5,119.0,-0.484,-0.005,39.7,3.6
284,M,2013-06-05 08:00:00,11762,3.41e+22,37.6,90.7,-0.269,0.0112,558.0,4.46
285,M,2013-06-07 22:00:00,11762,1.44e+22,40.3,51.7,-0.0275,0.000743,15.3,4.05
286,M,2013-06-21 02:24:00,11777,1.4e+22,42.2,63.1,-0.305,0.015,292.0,3.85
287,M,2013-06-23 20:48:00,11775,6.5e+22,33.5,91.2,-0.0682,-0.000215,21.0,4.31
288,M,2013-07-03 07:00:00,11787,6.34e+22,40.3,77.6,-0.00811,0.00732,627.0,4.62
289,M,2013-08-12 10:12:00,11817,1.69e+22,47.6,110.0,0.319,-0.0159,432.0,4.44
290,M,2013-08-17 18:12:00,11818,1.46e+22,51.1,96.3,-0.202,0.0293,632.0,4.45
291,M,2013-08-17 18:36:00,11818,1.46e+22,50.4,99.7,-0.0714,0.0369,776.0,4.47
292,M,2013-10-09 01:24:00,11865,2.88e+22,36.9,80.7,0.094,0.0097,365.0,4.31
293,M,2013-10-11 06:12:00,11865,2.3e+22,38.6,103.0,0.0458,0.0161,546.0,4.51
294,M,2013-10-13 00:12:00,11865,2.05e+22,45.4,116.0,0.12,0.0209,668.0,4.56
295,M,2013-10-15 08:24:00,11865,1.6e+22,43.5,121.0,0.266,0.014,369.0,4.35
296,M,2013-10-15 23:36:00,11861,1.51e+22,39.4,124.0,0.139,0.0117,274.0,4.12
297,M,2013-10-17 15:00:00,11861,3.82e+22,43.3,84.7,-0.153,-0.00359,180.0,4.7
298,M,2013-10-22 00:12:00,11875,2.53e+22,50.5,110.0,0.377,-0.00902,392.0,4.77
299,M,2013-10-22 14:48:00,11875,2.64e+22,55.2,109.0,0.348,-0.00271,126.0,4.92
300,M,2013-10-22 21:12:00,11875,2.92e+22,57.0,108.0,0.198,-0.00558,283.0,4.85
301,M,2013-10-23 20:36:00,11877,3.45e+22,50.5,100.0,0.27,0.0123,682.0,4.66
302,M,2013-10-23 23:36:00,11875,3.43e+22,58.5,103.0,0.261,-0.0102,564.0,4.95
303,M,2013-10-24 00:00:00,11875,3.43e+22,58.4,103.0,0.322,-0.0107,593.0,4.96
304,M,2013-10-24 00:24:00,11875,3.43e+22,58.4,103.0,0.326,-0.0102,562.0,4.96
305,M,2013-10-24 10:00:00,11882,4.14e+21,50.7,49.2,-0.0624,0.00126,7.45,4.43
306,M,2013-10-24 10:24:00,11875,3.47e+22,56.7,100.0,0.232,-0.00855,485.0,4.94
307,M,2013-10-25 02:48:00,11875,3.7e+22,54.5,104.0,0.224,-0.0125,697.0,4.98
308,M,2013-10-25 09:48:00,11882,1.8e+22,43.8,81.9,-0.0169,0.00726,167.0,4.41
309,M,2013-10-25 17:00:00,11882,2e+22,43.9,82.6,-0.097,-0.0191,521.0,4.46
310,M,2013-10-25 19:00:00,11882,1.94e+22,45.1,82.7,-0.0788,-0.0192,502.0,4.55
311,M,2013-10-25 21:00:00,11875,3.96e+22,50.7,102.0,0.227,-0.0137,781.0,4.86
312,M,2013-10-26 06:00:00,11882,1.97e+22,46.7,82.9,-0.00552,-0.0177,505.0,4.63
313,M,2013-10-26 09:12:00,11882,1.79e+22,46.6,87.0,-0.019,-0.0227,555.0,4.66
314,M,2013-10-26 10:48:00,11875,4.33e+22,46.1,96.7,0.215,-0.0134,861.0,4.77
315,M,2013-10-26 19:24:00,11875,4.95e+22,43.7,95.2,0.16,-0.0108,767.0,4.74
316,M,2013-10-26 19:48:00,11882,1.93e+22,48.3,92.8,-0.0669,-0.0277,728.0,4.58
317,M,2013-10-27 12:36:00,11877,3.49e+22,45.6,98.2,0.0504,0.00764,437.0,4.56
318,M,2013-10-28 04:36:00,11877,3.85e+22,40.9,97.1,0.0621,0.00814,490.0,4.52
319,M,2013-10-28 11:36:00,11882,1.88e+22,57.0,91.3,-0.14,-0.00908,271.0,4.66
320,M,2013-10-28 14:00:00,11882,1.82e+22,56.7,94.1,-0.103,-0.00797,228.0,4.72
321,M,2013-10-28 14:48:00,11882,1.84e+22,56.6,94.5,0.0114,-0.00874,258.0,4.69
322,M,2013-10-28 15:12:00,11875,6.58e+22,41.9,69.0,0.092,-0.0108,943.0,4.47
323,M,2013-10-28 20:48:00,11875,6.78e+22,43.1,66.7,-0.013,-0.00439,415.0,4.38
324,M,2013-10-31 13:36:00,11885,3.21e+22,51.5,97.5,0.139,0.006,308.0,4.62
325,M,2013-11-01 19:48:00,11884,2.97e+22,52.4,101.0,0.135,0.00395,203.0,4.49
326,M,2013-11-02 22:12:00,11884,2.53e+22,49.7,107.0,0.102,0.00855,351.0,4.25
327,M,2013-11-03 05:12:00,11884,2.59e+22,47.3,109.0,0.401,0.0074,314.0,4.16
328,M,2013-11-05 08:12:00,11890,6.65e+22,45.0,90.3,-0.094,0.0136,1280.0,5.02
329,M,2013-11-05 18:12:00,11890,6.24e+22,45.3,93.8,-0.0556,0.012,1070.0,5.1
330,M,2013-11-06 13:36:00,11891,2.42e+21,51.9,129.0,0.0338,0.00293,13.8,2.99
331,M,2013-11-06 23:48:00,11890,5.11e+22,50.7,98.1,0.0351,0.0068,535.0,4.92
332,M,2013-11-07 03:36:00,11891,5.97e+21,54.6,121.0,0.0995,0.0172,179.0,3.98
333,M,2013-11-07 14:12:00,11890,4.39e+22,53.0,101.0,-0.0126,0.0105,722.0,4.78
334,M,2013-11-08 09:24:00,11890,3.87e+22,54.9,101.0,0.129,0.00971,635.0,4.54
335,M,2013-11-11 10:48:00,11897,5.57e+22,40.2,64.4,-0.115,0.0108,802.0,4.64
336,M,2013-11-13 15:00:00,11899,3.79e+22,45.8,57.1,0.0717,-0.00435,231.0,4.06
337,M,2013-11-15 02:24:00,11893,2.05e+22,55.5,106.0,0.111,-0.00645,213.0,4.36
338,M,2013-11-16 04:48:00,11900,2.69e+22,49.9,111.0,0.122,0.00239,104.0,4.8
339,M,2013-11-16 07:48:00,11900,2.8e+22,49.6,115.0,-0.149,0.00519,221.0,4.9
340,M,2013-11-17 05:00:00,11900,4.1e+22,42.8,108.0,-0.0384,0.00644,372.0,4.96
341,M,2013-11-21 10:48:00,11904,4.02e+22,50.5,93.1,0.0794,-0.00849,494.0,4.56
342,M,2013-11-23 02:24:00,11904,5.75e+22,39.8,85.7,-0.257,-0.00566,440.0,4.34
343,M,2013-11-23 12:48:00,11904,5.92e+22,38.0,78.5,-0.195,-0.00411,337.0,4.27
344,M,2013-12-07 07:00:00,11909,1.68e+22,31.7,98.1,-0.0609,-0.00167,43.7,3.77
345,M,2013-12-19 23:12:00,11928,2.83e+22,52.6,111.0,0.08,0.00386,167.0,4.5
346,M,2013-12-20 11:36:00,11928,3.19e+22,48.4,113.0,0.0461,0.00816,383.0,4.61
347,M,2013-12-22 08:00:00,11928,4.63e+22,39.9,92.7,-0.0988,-0.00611,388.0,4.89
348,M,2013-12-22 08:36:00,11934,4.48e+22,38.6,91.9,0.107,-0.000628,44.5,4.29
349,M,2013-12-22 14:24:00,11928,4.28e+22,39.4,96.5,-0.235,-0.00504,277.0,4.86
350,M,2013-12-22 15:00:00,11928,4.29e+22,39.6,96.2,-0.236,-0.00475,260.0,4.9
351,M,2013-12-22 21:24:00,11928,4.51e+22,39.8,94.7,-0.116,-0.00635,367.0,4.79
352,M,2013-12-22 23:48:00,11928,4.53e+22,39.7,93.4,-0.0678,-0.00491,285.0,4.78
353,M,2013-12-23 09:00:00,11928,4.16e+22,38.6,85.7,-0.0245,-0.0054,299.0,4.7
354,M,2013-12-29 07:36:00,11936,1.53e+22,49.1,128.0,0.376,-0.00588,147.0,4.46
355,M,2013-12-31 21:48:00,11936,3.43e+22,47.8,113.0,0.0602,-0.00305,162.0,4.56
356,M,2014-01-01 18:36:00,11944,5.63e+22,45.3,60.5,0.128,0.00866,665.0,4.98
357,M,2014-01-02 02:24:00,11944,7.76e+22,43.8,68.0,0.152,0.00919,935.0,4.81
358,M,2014-01-02 22:12:00,11944,1.12e+23,40.9,74.6,0.0241,0.00908,1270.0,4.9
359,M,2014-01-03 12:36:00,11944,1.1e+23,42.8,80.9,-0.00745,0.00931,1340.0,4.98
360,M,2014-01-03 21:12:00,11936,4.43e+22,34.2,74.8,-0.0966,0.000524,32.4,4.36
361,M,2014-01-04 10:12:00,11936,1.58e+22,27.6,72.5,-0.179,-0.00252,62.3,4.75
362,M,2014-01-04 18:48:00,11936,4.06e+21,26.4,72.8,-0.49,-0.00693,43.7,3.76
363,M,2014-01-04 22:00:00,11936,2.47e+21,27.9,71.7,-0.572,-0.0103,35.4,4.39
364,M,2014-01-07 03:48:00,11944,8.54e+22,56.0,90.0,0.22,0.0152,2020.0,4.91
365,M,2014-01-07 10:12:00,11944,8.07e+22,56.7,89.8,0.189,0.0157,2020.0,4.93
366,M,2014-01-08 03:24:00,11947,4.5e+21,31.4,88.8,-0.282,-0.000403,2.72,3.98
367,M,2014-01-13 21:48:00,11944,5.86e+22,36.2,65.9,-0.114,0.00724,642.0,4.5
368,M,2014-01-27 01:00:00,11967,5.68e+19,18.4,90.0,-2.49,0.000168,0.0293,0.0
369,M,2014-01-27 02:00:00,11967,1.42e+20,22.8,39.7,0.465,0.00133,0.48,0.0
370,M,2014-01-27 22:00:00,11967,2.79e+22,43.9,64.3,0.225,0.0115,456.0,0.0
371,M,2014-01-28 04:00:00,11967,4.99e+22,42.9,77.0,-0.0135,0.0052,351.0,0.0
372,M,2014-01-28 07:24:00,11967,6.53e+22,44.4,73.9,0.0281,-0.0104,838.0,0.0
373,M,2014-01-28 11:36:00,11967,7.27e+22,44.0,70.3,-0.144,0.00074,66.8,0.0
374,M,2014-01-28 12:36:00,11967,7.35e+22,43.9,70.3,-0.11,-0.000593,54.4,0.0
375,M,2014-01-28 19:00:00,11967,8.4e+22,42.8,71.4,0.00799,-0.000959,103.0,0.0
376,M,2014-01-28 22:00:00,11967,8.42e+22,42.0,80.0,-0.0132,0.00238,241.0,0.0
377,M,2014-01-30 06:36:00,11967,8.54e+22,42.9,91.2,0.0248,-0.00211,230.0,0.0
378,M,2014-01-30 08:00:00,11967,8.74e+22,42.8,89.4,0.0718,-0.00296,351.0,5.22
379,M,2014-01-30 17:00:00,11967,8.2e+22,43.8,92.7,-0.0482,-0.00345,405.0,5.2
380,M,2014-01-31 15:36:00,11968,2.63e+22,38.8,108.0,-0.0219,0.000847,35.7,4.14
381,M,2014-02-01 01:24:00,11968,2.55e+22,41.2,113.0,0.0674,-0.00329,139.0,4.09
382,M,2014-02-01 07:12:00,11968,2.33e+22,42.2,118.0,0.131,-0.00705,258.0,4.33
383,M,2014-02-02 06:24:00,11967,7.56e+22,53.9,102.0,0.183,-0.0226,2350.0,5.48
384,M,2014-02-02 07:12:00,11967,7.47e+22,53.7,104.0,0.274,-0.0212,2090.0,5.48
385,M,2014-02-02 09:24:00,11967,7.3e+22,54.7,101.0,0.198,-0.0213,2190.0,5.43
386,M,2014-02-02 14:00:00,11968,2.43e+22,51.0,111.0,0.359,-0.0112,477.0,4.65
387,M,2014-02-02 16:24:00,11967,7.31e+22,54.8,99.9,0.235,-0.0209,2190.0,5.38
388,M,2014-02-02 18:00:00,11968,2.37e+22,52.6,110.0,0.173,-0.0094,381.0,4.71
389,M,2014-02-02 21:24:00,11967,7.52e+22,55.6,100.0,0.193,-0.0225,2370.0,5.45
390,M,2014-02-04 01:12:00,11967,7.29e+22,55.2,101.0,0.268,-0.029,2760.0,5.33
391,M,2014-02-04 04:00:00,11967,7.26e+22,54.9,103.0,0.331,-0.0291,2740.0,5.34
392,M,2014-02-04 09:36:00,11967,7.19e+22,54.5,105.0,0.191,-0.0271,2570.0,5.38
393,M,2014-02-04 15:24:00,11967,7.12e+22,53.8,104.0,0.349,-0.0231,2280.0,5.37
394,M,2014-02-05 16:12:00,11967,7.76e+22,47.5,107.0,0.153,-0.0161,1650.0,5.32
395,M,2014-02-06 23:00:00,11967,9.57e+22,38.8,94.3,0.0837,-0.0124,1640.0,5.13
396,M,2014-02-07 04:48:00,11968,6.28e+22,39.1,85.8,-0.106,-0.0102,926.0,4.69
397,M,2014-02-07 10:12:00,11968,6.1e+22,38.6,85.8,-0.151,-0.00605,511.0,4.64
398,M,2014-02-09 15:36:00,11974,1.82e+22,46.0,112.0,-0.0228,0.00617,183.0,3.99
399,M,2014-02-11 03:24:00,11974,2.01e+22,56.4,111.0,0.0382,-0.0133,459.0,4.72
400,M,2014-02-11 16:36:00,11974,2.31e+22,58.0,108.0,0.14,-0.00307,131.0,4.86
401,M,2014-02-12 03:48:00,11974,2.61e+22,58.2,116.0,0.237,-0.00743,341.0,4.93
402,M,2014-02-12 06:48:00,11974,2.63e+22,58.0,113.0,0.172,-0.00659,314.0,4.96
403,M,2014-02-12 16:12:00,11974,2.8e+22,58.7,112.0,0.0807,0.00221,113.0,5.06
404,M,2014-02-13 01:36:00,11974,3.23e+22,57.4,115.0,0.236,0.00113,61.3,5.03
405,M,2014-02-13 02:36:00,11974,3.24e+22,56.9,115.0,0.145,-0.00124,66.8,5.1
406,M,2014-02-13 05:48:00,11974,3.27e+22,57.3,114.0,0.124,0.00383,207.0,5.06
407,M,2014-02-13 08:00:00,11974,3.41e+22,56.8,114.0,0.0771,0.00106,60.7,5.12
408,M,2014-02-13 15:48:00,11974,3.53e+22,56.5,109.0,0.0723,-0.000882,52.2,5.16
409,M,2014-02-14 02:36:00,11974,4.2e+22,55.7,108.0,0.23,4.21e-05,2.98,5.21
410,M,2014-02-14 12:24:00,11977,2.31e+22,46.0,97.9,-0.0364,0.00428,157.0,4.27
411,M,2014-02-14 13:24:00,11973,6.31e+21,25.9,96.7,-0.11,-0.00514,51.8,2.89
412,M,2014-02-14 16:36:00,11973,6.31e+21,24.7,97.1,-0.132,-0.00519,50.2,3.11
413,M,2014-02-16 09:12:00,11977,1.59e+22,54.4,108.0,0.375,0.0077,223.0,4.25
414,M,2014-02-20 07:12:00,11976,1.7e+22,36.3,66.3,-0.399,0.00271,66.6,4.1
415,M,2014-02-23 05:48:00,11982,4.31e+22,56.5,103.0,0.0986,0.00128,97.1,4.52
416,M,2014-02-24 11:00:00,11990,1.47e+22,27.3,66.9,-0.179,-0.00212,47.4,0.0
417,M,2014-02-24 12:00:00,11990,1.71e+22,30.3,72.1,-0.138,0.00187,47.7,0.0
418,M,2014-02-26 14:48:00,11984,7.46e+22,37.1,102.0,-0.131,-0.00265,301.0,4.8
419,M,2014-02-28 00:48:00,11982,7.53e+22,30.0,74.2,-0.0828,-0.00217,249.0,4.15
420,M,2014-03-01 13:12:00,11982,1.94e+22,30.6,68.1,-0.167,0.000294,8.91,0.0
421,M,2014-03-02 23:12:00,11989,4.06e+22,37.4,114.0,0.258,-0.00209,141.0,4.3
422,M,2014-03-03 15:48:00,11989,4.15e+22,34.6,114.0,0.154,0.00139,89.6,4.49
423,M,2014-03-05 02:00:00,11991,1.57e+22,51.2,116.0,0.309,-0.0254,641.0,4.46
424,M,2014-03-08 23:24:00,12002,9.43e+21,32.7,92.8,-0.0795,-0.0118,145.0,3.76
425,M,2014-03-09 13:48:00,12002,1.22e+22,37.1,109.0,-0.101,-0.0207,340.0,4.34
426,M,2014-03-09 20:12:00,12002,1.45e+22,37.9,114.0,-0.165,-0.0168,314.0,4.51
427,M,2014-03-10 00:24:00,11996,2.12e+22,39.3,102.0,-0.2,-0.00185,63.7,4.33
428,M,2014-03-10 04:00:00,11996,2.38e+22,39.0,105.0,-0.336,-0.00387,145.0,4.37
429,M,2014-03-10 15:24:00,11996,2.78e+22,36.8,104.0,-0.28,-0.00864,331.0,4.49
430,M,2014-03-10 22:48:00,11996,3.28e+22,37.2,88.7,-0.11,-0.00673,319.0,4.53
431,M,2014-03-11 03:48:00,11991,5.42e+21,35.0,60.1,0.168,-0.00355,30.5,0.0
432,M,2014-03-11 12:00:00,11996,3.57e+22,37.0,87.6,-0.19,-0.00751,366.0,4.53
433,M,2014-03-12 11:00:00,11996,3.54e+22,37.7,71.8,-0.124,-0.00525,249.0,4.49
434,M,2014-03-12 22:24:00,11996,2.98e+22,32.0,65.0,0.00905,-0.00085,35.4,0.0
435,M,2014-03-13 18:24:00,11996,2.98e+20,21.7,47.7,-0.0762,-0.00198,0.961,0.0
436,M,2014-03-20 03:36:00,12014,2.52e+22,35.4,76.4,-0.18,-0.00461,170.0,4.09
437,M,2014-03-22 07:00:00,12017,5.63e+21,33.1,86.8,-0.298,0.00631,48.0,3.58
438,M,2014-03-28 19:00:00,12010,2.81e+22,30.1,78.7,-0.14,0.00209,81.4,4.1
439,M,2014-03-28 23:48:00,12010,2.92e+22,30.2,71.3,-0.0502,-0.00111,46.8,0.0
440,M,2014-03-30 11:48:00,12014,3.14e+22,32.5,77.6,-0.178,-0.000511,22.9,4.13
441,M,2014-03-31 07:12:00,12014,3.07e+22,32.6,62.6,-0.124,0.00131,59.0,3.92
442,M,2014-04-02 13:12:00,12030,2.54e+22,37.7,89.8,0.116,-0.00699,263.0,4.15
443,M,2014-04-16 20:00:00,12037,2.75e+22,59.4,94.6,0.0538,0.00342,162.0,4.66
444,M,2014-04-18 12:36:00,12034,2.51e+22,50.4,95.1,0.0532,-0.00243,92.7,4.2
445,M,2014-05-06 08:36:00,12055,5.99e+22,43.2,61.1,-0.112,-0.00181,152.0,0.0
446,M,2014-05-06 22:00:00,12055,8.03e+22,43.2,66.6,-0.0178,0.00195,221.0,0.0
447,M,2014-05-07 16:12:00,12056,8.16e+22,43.8,69.7,-0.0381,-0.000946,116.0,4.8
448,M,2014-05-08 09:48:00,12056,8.5e+22,43.1,78.3,-0.0256,0.00023,29.0,4.79
449,M,2014-05-24 18:24:00,12065,3.62e+22,35.8,105.0,-0.00766,0.00387,197.0,4.42
450,M,2014-06-11 05:24:00,12085,6.82e+22,48.6,94.9,0.00333,0.00417,431.0,4.85
451,M,2014-06-11 08:00:00,12089,2.03e+21,44.3,159.0,-0.266,0.0177,55.2,3.7
452,M,2014-06-11 20:48:00,12087,3.99e+22,37.0,79.9,0.315,0.0241,1360.0,0.0
453,M,2014-06-12 04:12:00,12089,3.32e+21,52.2,133.0,-0.137,0.0102,60.9,3.84
454,M,2014-06-12 09:24:00,12087,4.29e+22,37.6,83.9,0.233,0.0231,1520.0,0.0
455,M,2014-06-12 10:12:00,12085,8.87e+22,43.4,89.3,-0.159,0.00262,322.0,5.0
456,M,2014-06-12 18:00:00,12087,4e+22,37.7,89.2,0.184,0.0275,1690.0,0.0
457,M,2014-06-12 20:00:00,12087,3.74e+22,37.7,96.9,0.22,0.034,1840.0,0.0
458,M,2014-06-12 21:00:00,12085,1.03e+23,41.1,87.1,-0.146,0.00118,163.0,4.98
459,M,2014-06-12 21:36:00,12087,3.73e+22,37.8,96.7,0.293,0.034,1820.0,0.0
460,M,2014-06-13 07:48:00,12087,3.52e+22,38.1,97.3,0.249,0.0256,1410.0,0.0
461,M,2014-06-14 19:24:00,12082,1.93e+22,42.6,56.3,-0.236,0.000321,9.21,3.96
462,M,2014-06-15 11:12:00,12087,1.8e+22,40.8,107.0,0.733,0.0214,664.0,0.0
463,M,2014-06-15 23:36:00,12087,1.41e+22,41.7,111.0,1.06,0.026,599.0,0.0
464,M,2014-07-01 10:48:00,12106,5e+22,30.0,91.9,0.0546,-0.00136,110.0,4.24
465,M,2014-07-08 16:12:00,12113,2.11e+22,32.1,98.1,-0.0491,0.00278,87.1,4.2
466,M,2014-07-09 00:24:00,12106,3.64e+22,30.6,98.6,-0.13,-0.000307,17.7,3.58
467,M,2014-07-10 22:24:00,12109,3.42e+22,51.5,94.4,-0.109,-0.00782,381.0,4.69
468,M,2014-07-31 11:00:00,12130,5.76e+22,39.7,95.2,-0.177,0.00166,143.0,0.0
469,M,2014-08-01 14:48:00,12127,5.61e+22,42.5,104.0,-0.144,0.00222,189.0,4.69
470,M,2014-08-01 17:48:00,12127,6.02e+22,43.0,101.0,-0.0794,0.000908,90.3,4.7
471,M,2014-08-08 12:36:00,12132,3.86e+22,32.2,99.2,-0.0589,-0.000978,59.3,4.31
472,M,2014-08-08 12:36:00,12132,3.86e+22,32.2,99.2,-0.0589,-0.000978,59.3,4.31
473,M,2014-08-08 12:36:00,12132,3.86e+22,32.2,99.2,-0.0589,-0.000978,59.3,4.31
474,M,2014-08-08 12:36:00,12132,3.86e+22,32.2,99.2,-0.0589,-0.000978,59.3,4.31
475,M,2014-08-08 12:36:00,12132,3.86e+22,32.2,99.2,-0.0589,-0.000978,59.3,4.31
476,M,2014-08-08 12:36:00,12132,3.86e+22,32.2,99.2,-0.0589,-0.000978,59.3,4.31
477,M,2014-08-08 12:36:00,12132,3.86e+22,32.2,99.2,-0.0589,-0.000978,59.3,4.31
478,M,2014-10-07 01:36:00,12182,2.26e+22,32.6,123.0,0.359,0.000569,20.8,3.15
479,M,2014-10-07 01:36:00,12182,2.26e+22,32.6,123.0,0.359,0.000569,20.8,3.15
480,M,2014-10-07 01:36:00,12182,2.26e+22,32.6,123.0,0.359,0.000569,20.8,3.15
481,M,2014-10-07 01:36:00,12182,2.26e+22,32.6,123.0,0.359,0.000569,20.8,3.15
482,M,2014-10-07 01:36:00,12182,2.26e+22,32.6,123.0,0.359,0.000569,20.8,3.15
483,M,2014-10-07 01:36:00,12182,2.26e+22,32.6,123.0,0.359,0.000569,20.8,3.15
484,M,2014-10-07 01:36:00,12182,2.26e+22,32.6,123.0,0.359,0.000569,20.8,3.15
485,M,2014-10-07 01:36:00,12182,2.26e+22,32.6,123.0,0.359,0.000569,20.8,3.15
486,M,2014-10-07 01:36:00,12182,2.26e+22,32.6,123.0,0.359,0.000569,20.8,3.15
487,M,2014-10-09 01:36:00,12182,2.83e+22,38.4,119.0,-0.0499,7.23e-05,3.17,4.48
488,M,2014-10-09 02:00:00,12182,2.89e+22,37.1,121.0,0.038,-0.00262,114.0,4.41
489,M,2014-10-09 06:48:00,12182,2.94e+22,36.0,121.0,0.161,-0.00249,102.0,4.5
490,M,2014-10-16 09:12:00,12192,0.0,0.0,0.0,0.0,0.0,0.0,4.96
491,M,2014-10-16 09:12:00,12192,0.0,0.0,0.0,0.0,0.0,0.0,4.96
492,M,2014-10-16 13:00:00,12192,1.93e+21,23.6,53.2,-0.0949,-0.000434,1.35,5.07
493,M,2014-10-18 07:00:00,12192,1.27e+23,43.0,63.2,-0.0103,-0.00448,774.0,4.99
494,M,2014-10-20 09:00:00,12192,1.27e+23,47.1,90.9,0.0245,-0.00634,1080.0,5.19
495,M,2014-10-20 16:00:00,12192,1.35e+23,47.5,90.8,0.075,-0.00466,885.0,5.3
496,M,2014-10-20 19:00:00,12192,1.34e+23,47.6,94.4,0.052,-0.00565,1000.0,5.31
497,M,2014-10-20 19:48:00,12192,1.33e+23,47.9,95.4,0.00163,-0.00608,1060.0,5.35
498,M,2014-10-20 22:48:00,12192,1.38e+23,47.7,93.5,0.0916,-0.006,1140.0,5.34
499,M,2014-10-21 13:36:00,12192,1.27e+23,51.6,94.8,0.0616,-0.00586,1020.0,5.38
500,M,2014-10-22 01:12:00,12192,1.36e+23,52.2,95.5,0.168,-0.00358,682.0,5.45
501,M,2014-10-22 05:12:00,12192,1.33e+23,52.9,98.7,0.0934,-0.00422,749.0,5.46
502,M,2014-10-22 15:48:00,12192,1.35e+23,53.6,94.2,0.177,-0.00283,551.0,5.42
503,M,2014-10-23 09:48:00,12192,1.38e+23,54.5,95.3,0.139,-0.00288,573.0,5.41
504,M,2014-10-24 07:36:00,12192,1.44e+23,54.5,94.8,0.0414,-0.00263,553.0,5.33
505,M,2014-10-26 17:12:00,12192,1.9e+23,43.7,88.9,0.0249,0.000577,144.0,5.47
506,M,2014-10-26 18:12:00,12192,1.94e+23,43.5,87.1,0.0398,-5.95e-05,15.6,5.45
507,M,2014-10-26 18:48:00,12192,1.94e+23,43.4,87.2,0.0577,-0.000501,132.0,5.45
508,M,2014-10-26 20:00:00,12192,1.94e+23,43.4,89.5,0.0214,-0.000778,199.0,5.43
509,M,2014-10-27 00:00:00,12192,1.96e+23,42.8,85.5,-0.0186,0.000404,106.0,5.32
510,M,2014-10-27 01:48:00,12192,1.97e+23,42.4,86.4,-0.0374,0.000483,124.0,5.35
511,M,2014-10-27 03:36:00,12192,1.96e+23,42.1,86.8,-0.0113,-0.000549,139.0,5.37
512,M,2014-10-27 10:00:00,12192,1.95e+23,41.0,84.0,0.0463,-0.000655,168.0,5.33
513,M,2014-10-27 17:36:00,12192,2.04e+23,40.3,78.3,-0.0108,-0.0011,294.0,5.25
514,M,2014-10-28 02:12:00,12192,2.07e+23,40.1,75.6,-0.0583,0.000179,47.2,5.1
515,M,2014-10-28 03:24:00,12192,2.03e+23,39.8,76.6,-0.0635,8.71e-05,22.0,5.14
516,M,2014-10-28 13:48:00,12192,1.92e+23,40.2,69.8,-0.0157,0.00022,53.8,5.27
517,M,2014-10-29 06:00:00,12192,1.52e+23,44.0,62.9,-0.0596,-0.00122,235.0,5.35
518,M,2014-10-29 10:00:00,12192,1.34e+23,44.5,64.8,0.00367,-0.00284,472.0,5.54
